ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
1908,"Torghast, Tower of the Damned",0,0,2,5281
1909,"Torghast, Tower of the Damned",0,0,2,5281
1910,"Torghast, Tower of the Damned",0,0,2,5281
1911,"Torghast, Tower of the Damned",0,0,2,5281
1912,"Torghast, Tower of the Damned",0,0,2,5281
1913,Hunt: Winged Soul Eaters,11525,0,2,5281
1914,Wrath of the Jailer,13569,0,2,0
1918,Spires of Ascension,0,3,18,0
1919,Spires of Ascension,0,3,18,0
1921,"Torghast, Tower of the Damned",0,0,2,5281
1922,"Torghast, Tower of the Damned",0,0,2,5281
1923,"Torghast, Tower of the Damned",0,0,2,5281
1924,"Torghast, Tower of the Damned",0,0,2,5281
1925,"Torghast, Tower of the Damned",0,0,2,5281
1926,"Torghast, Tower of the Damned",0,0,2,5281
1927,"Torghast, Tower of the Damned",0,0,2,5281
1928,"Torghast, Tower of the Damned",0,0,2,5281
1929,"Torghast, Tower of the Damned",0,0,2,5281
1931,Battle of Ardenweald,0,0,0,0
1933,"Torghast, Tower of the Damned",0,0,2,5281
1934,The Tormentors of Torghast,13648,0,2,0
1935,The Tormentors of Torghast,13648,0,2,0
1936,The Tormentors of Torghast,13648,0,2,0
1937,The Tormentors of Torghast,13648,0,2,0
1938,The Tormentors of Torghast,13648,0,2,0
1939,The Tormentors of Torghast,13648,0,2,0
1940,The Tormentors of Torghast,13648,0,2,0
1941,The Tormentors of Torghast,13648,0,2,0
1942,The Tormentors of Torghast,13648,0,2,0
1943,The Tormentors of Torghast,13648,0,2,0
1944,Defending the Primus,0,0,0,0
1946,"Torghast, Tower of the Damned",0,0,2,5281
1947,"Torghast, Tower of the Damned",0,0,2,5281
1948,"Torghast, Tower of the Damned",0,0,2,5281
1949,"Torghast, Tower of the Damned",0,0,2,5281
1950,"Torghast, Tower of the Damned",0,0,2,5281
1951,"Torghast, Tower of the Damned",0,0,2,5281
1952,"Torghast, Tower of the Damned",0,0,2,5281
1953,"Torghast, Tower of the Damned",0,0,2,5281
1954,"Torghast, Tower of the Damned",0,0,2,5281
1955,"Torghast, Tower of the Damned",0,0,2,5281
1956,"Torghast, Tower of the Damned",0,0,2,5281
1957,"Torghast, Tower of the Damned",0,0,2,5281
1959,"Torghast, Tower of the Damned",0,0,2,5281
1960,"Torghast, Tower of the Damned",0,0,2,5281
1961,"Torghast, Tower of the Damned",0,0,2,5281
1962,"Torghast, Tower of the Damned",0,0,2,5281
1964,"Torghast, Tower of the Damned",0,0,2,5281
1965,"Torghast, Tower of the Damned",0,0,2,5281
1966,"Torghast, Tower of the Damned",0,0,2,5281
1967,"Torghast, Tower of the Damned",0,0,2,5281
1968,"Torghast, Tower of the Damned",0,0,2,5281
1969,"Torghast, Tower of the Damned",0,0,2,5281
1970,"Torghast, Tower of the Damned",0,0,2,5281
1971,"Torghast, Tower of the Damned",0,0,2,5281
1972,Test,8006,0,0,0
1973,The Jailer's Vanguard,0,3,26,0
1974,The Dark Bastille,0,3,26,0
1977,Shackles of Fate,0,3,26,0
1979,The Reckoning,0,3,26,0
1980,Test Scenario,0,5,2,0
1981,Assault on Dragonbane Keep,13644,0,2,0
1982,Automa Site,0,0,2,0
1983,Automa Site,0,0,2,0
1984,"Torghast, Tower of the Damned",0,0,2,5281
1985,"Torghast, Tower of the Damned",0,0,2,5281
1986,"Torghast, Tower of the Damned",0,0,2,5281
1987,"Torghast, Tower of the Damned",0,0,2,5281
1988,"Torghast, Tower of the Damned",0,0,2,5281
1990,"Torghast, Tower of the Damned",0,0,2,5281
1991,"Torghast, Tower of the Damned",0,0,2,5281
1992,"Torghast, Tower of the Damned",0,0,2,5281
1993,"Torghast, Tower of the Damned",0,0,2,5281
1994,Path of the Primus,0,0,2,0
1995,"Torghast, Tower of the Damned",0,0,2,5281
1996,"Torghast, Tower of the Damned",0,0,2,5281
1997,"Torghast, Tower of the Damned",0,0,2,5281
1998,"Torghast, Tower of the Damned",0,0,2,5281
1999,"Torghast, Tower of the Damned",0,0,2,5281
2000,"Torghast, Tower of the Damned",0,0,2,5281
2001,Cornerstone of Creation,0,3,26,0
2002,Ephemeral Planes,0,3,26,0
2003,Domination's Grasp,0,3,26,0
2004,The Grand Design,0,3,26,0
2005,"Torghast, Tower of the Damned",0,0,2,5281
2006,"Torghast, Tower of the Damned",0,0,2,5281
2007,"Torghast, Tower of the Damned",0,0,2,5281
2008,"Torghast, Tower of the Damned",0,0,2,5281
2009,"Torghast, Tower of the Damned",0,0,2,5281
2010,"Torghast, Tower of the Damned",0,0,2,5281
2011,"Torghast, Tower of the Damned",0,0,2,5281
2012,"Torghast, Tower of the Damned",0,0,2,5281
2013,"Torghast, Tower of the Damned",0,0,2,5281
2014,"Torghast, Tower of the Damned",0,0,2,5281
2015,"Torghast, Tower of the Damned",0,0,2,5281
2016,"Torghast, Tower of the Damned",0,0,2,5281
2017,"Torghast, Tower of the Damned",0,0,2,5281
2018,"Torghast, Tower of the Damned",0,0,2,5281
2019,"Torghast, Tower of the Damned",0,0,2,5281
2021,"Torghast, Tower of the Damned",0,0,2,5281
2023,"Torghast, Tower of the Damned",0,0,2,5281
2024,"Torghast, Tower of the Damned",0,0,2,5281
2025,"Torghast, Tower of the Damned",0,0,2,5281
2026,"Torghast, Tower of the Damned",0,0,2,5281
2027,"Torghast, Tower of the Damned",0,0,2,5281
2028,"Torghast, Tower of the Damned",0,0,2,5281
2029,"Torghast, Tower of the Damned",0,0,2,5281
2030,"Torghast, Tower of the Damned",0,0,2,5281
2031,Tazavesh: Streets of Wonder,0,1,19,0
2032,Tazavesh: So'leah's Gambit,0,1,19,0
2033,"Torghast, Tower of the Damned",0,0,2,5281
2034,Test,8639,7,160,0
2035,Tazavesh: Streets of Wonder,0,3,18,0
2036,Tazavesh: So'leah's Gambit,0,3,18,0
2037,Siege on Dragonbane Keep,13644,0,0,5473
2039,Flame Bound Chest,0,0,2,0
2040,Clan Aylaag's Caravan,0,0,0,5473
2041,Outdoor Scenario,0,0,0,0
2042,Primal Storms in the Badlands,0,0,2,5473
2045,Primal Storms in Un'Goro,0,0,2,5473
2047,Emerald Dreamway,0,0,0,0
2049,Primal Storms in Tirisfal Glades,0,0,2,5473
2050,[DNT][PH] Hunting Stealth,13645,0,2,0
2051,[DNT][PH] Hunting Collect Meat,13645,0,2,0
2052,Cull Moose,13645,0,2,0
2054,Primal Storms in the Barrens,0,0,2,5473
2056,Clan Aylaag's Caravan,0,0,0,5473
2057,Grand Hunt,13645,0,2,5473
2059,The Nokhud Offensive,0,3,18,0
2061,The Nokhud Offensive,0,3,18,0
2062,Grand Hunt,13645,0,2,5473
2063,Grand Hunt,0,0,2,5473
2064,Grand Hunt,13644,0,2,5473
2065,Grand Hunt,13644,0,2,5473
2066,Grand Hunt,13644,0,2,5473
2067,Grand Hunt,13646,0,2,5473
2068,Grand Hunt,13646,0,2,5473
2069,Grand Hunt,13646,0,2,5473
2070,Grand Hunt,13647,0,2,5473
2071,Grand Hunt,13647,0,2,5473
2072,Grand Hunt,13647,0,2,5473
2073,The Nokhud Offensive,0,3,18,0
2074,Brackenhide Hollow,0,3,18,0
2075,Brackenhide Hollow,0,3,18,0
2076,Brackenhide Hollow,0,3,18,0
2077,Halls of Infusion,0,3,18,0
2078,Halls of Infusion,0,3,18,0
2079,Halls of Infusion,0,3,18,0
2080,Neltharus,0,3,18,0
2081,Neltharus,0,3,18,0
2082,Neltharus,0,3,18,0
2083,Ruby Life Pools,0,3,18,0
2084,Ruby Life Pools,0,3,18,0
2085,Ruby Life Pools,0,3,18,0
2086,Algeth'ar Academy,0,3,18,0
2087,Algeth'ar Academy,0,3,18,0
2088,Algeth'ar Academy,0,3,18,0
2089,The Azure Vault,0,3,18,0
2090,The Azure Vault,0,3,18,0
2091,The Azure Vault,0,3,18,0
2092,Uldaman: Legacy of Tyr,0,3,18,0
2093,Uldaman: Legacy of Tyr,0,3,18,0
2094,Uldaman: Legacy of Tyr,0,3,18,0
2095,Community Feast,0,0,2,0
2096,Community Feast,0,0,2,0
2097,Community Feast,0,0,2,0
2098,Community Feast,0,0,2,0
2099,Community Feast,0,0,2,0
2100,Community Feast,0,0,2,0
2101,Community Feast,0,0,2,0
2102,Community Feast,0,0,2,0
2103,Community Feast,0,0,2,0
2106,Community Feast,0,0,2,0
2107,Community Feast,0,0,2,0
2108,Community Feast,0,0,2,0
2109,Community Feast,0,0,2,0
2110,Community Feast,0,0,2,0
2111,Community Feast,0,0,2,0
2112,Community Feast,0,0,2,0
2113,Community Feast,0,0,2,0
2114,Community Feast,0,0,2,0
2115,Community Feast,0,0,2,0
2116,Community Feast,0,0,2,0
2117,Community Feast,0,0,2,0
2118,Community Feast,0,0,2,0
2119,The Tuskarr Feast,0,0,2,0
2120,The Tuskarr Feast,0,0,2,0
2121,The Tuskarr Feast,0,0,2,0
2123,Clan Aylaag's Caravan,0,0,0,5473
2124,The Primal Bulwark,0,3,26,0
2125,Caverns of Infusion,0,3,26,0
2126,Fury of the Storm,0,3,26,0
2127,Trial of the Flood,0,0,0,5473
2128,Ruby Life Pools,0,1,18,0
2130,Trial of the Elements,0,0,0,5473
2131,Algeth'ar Academy,0,1,18,0
2132,The Nokhud Offensive,0,1,18,0
2133,The Azure Vault,0,1,18,0
2134,[DNT]Minor Storm,0,0,2,5473
2135,[DNT]Major Storm,0,0,2,5473
2136,Tyr's Fall,0,0,0,0
2137,The Future of Our People,0,0,0,0
2138,[DNT] Null script fix test scenario (don't use!),0,0,0,0
2139,The Storm's Fury,13992,0,2,0
2140,Froststone Vault Primal Storm,13769,0,2,5473
2141,Froststone Vault Primal Storm,13769,0,2,5473
2142,Froststone Vault Primal Storm,13769,0,2,5473
2143,Froststone Vault Primal Storm,13769,0,2,5473
2145,The Last Conflict,0,0,0,5473
2146,The Patience of Princes,0,0,0,5473
2148,Fyrakk Assault,0,0,0,5473
2149,Trial of Storms,0,0,0,5473
2152,Researchers Under Fire,0,0,2,5473
2154,"Nasz'uro, the Unbound Legacy",0,0,0,5473
2155,Community Feast,0,0,2,0
2156,Community Feast,0,0,2,0
2157,Community Feast,0,0,2,0
2158,Community Feast,0,0,2,0
2159,Community Feast,0,0,2,0
2160,Community Feast,0,0,2,0
2161,Community Feast,0,0,2,0
2162,Community Feast,0,0,2,0
2163,Community Feast,0,0,2,0
2164,Community Feast,0,0,2,0
2165,Community Feast,0,0,2,0
2166,Community Feast,0,0,2,0
2167,Community Feast,0,0,2,0
2168,Community Feast,0,0,2,0
2169,Community Feast,0,0,2,0
2170,Community Feast,0,0,2,0
2171,Community Feast,0,0,2,0
2172,Community Feast,0,0,2,0
2173,Community Feast,0,0,2,0
2174,Community Feast,0,0,2,0
2175,Community Feast,0,0,2,0
2176,Community Feast,0,0,2,0
2177,Community Feast,0,0,2,0
2178,Community Feast,0,0,2,0
2179,Community Feast,0,0,2,0
2180,Community Feast,0,0,2,0
2181,Community Feast,0,0,2,0
2184,The Vortex Pinnacle,0,1,18,0
2185,Shane's Test Scenario,0,0,64,0
2187,Brackenhide Hollow,0,1,18,0
2188,Uldaman: Legacy of Tyr,0,1,18,0
2189,Neltharus,0,1,18,0
2190,Halls of Infusion,0,1,18,0
2191,AmyTestScenario,0,0,0,0
2193,Discarded Works,0,3,26,0
2194,Fury of Giants,0,3,26,0
2195,Neltharion's Shadow,0,3,26,0
2196,Edge of the Void,0,3,26,0
2198,Kobold Caverns,0,0,18,0
2208,Kobold Mines,0,0,18,0
2222,Time Rift!,0,7,2,0
2246,Earthen Arena,0,0,2,0
2258,Test,0,0,2,0
2259,Superbloom,0,0,34,5473
2270,Abandoned Creche,0,7,18,0
2276,Dawn of the Infinite: Galakrond's Fall,0,3,18,0
2277,Dawn of the Infinite: Murozond's Rise,0,3,18,0
2278,Timeway: Azmerloth,0,0,2,5473
2280,Timeway: Ulderoth,0,0,2,5473
2281,Timeway: Azmourne,0,0,2,5473
2282,Timeway: Azewrath,0,0,2,5473
2283,Timeway: Azq'roth,0,0,2,5473
2284,Timeway: The Warlands,0,0,2,5473
2285,Timeway: A.Z.E.R.O.T.H.,0,0,2,5473
2286,A Hero's Resolve,0,0,0,0
2290,Storm the Halls of Valor,0,0,2,0
2293,Waking Dream,0,0,32,5473
2295,Ruby Life Pools,0,2,18,0
2296,Retrieving the Disc,0,0,0,5473
2297,Throne of the Tides,0,1,18,0
2299,Waking Dream,0,0,32,5473
2300,Waking Dream,0,0,32,5473
2301,Waking Dream,0,0,32,5473
2304,[DNT] Sample Single Step Scenario,0,0,34,5473
2308,Forgetending,14023,0,0,5511
2309,The Final Beacon,14841,0,34,0
2311,Delves,0,0,18,0
2313,Delves,0,0,18,0
2315,Delves,0,0,18,0
2317,Delves,0,0,18,0
2318,Delves,0,0,18,0
2319,Dawn of the Infinite: Galakrond's Fall,0,1,19,0
2320,Dawn of the Infinite: Murozond's Rise,0,1,19,0
2321,Murloc Migration,9310,0,34,5623
2323,King Mosh,0,0,34,5623
2324,[DNT] VS Mode - LFGDungeon - Scenario,0,0,0,0
2327,Darkflame Cleft,0,3,18,0
2328,Darkflame Cleft,0,3,18,0
2329,Darkflame Cleft,0,3,18,0
2330,Impossibly Rare Boar Liver of Pristine Perfection,0,0,34,5623
2331,Delves,0,0,18,0
2332,Memories of Stitches,0,0,34,5623
2333,Poisoned Pumpkins,0,0,34,5623
2337,Memories of Hogger,0,0,34,5623
2338,Hall of Awakening,0,0,0,0
2339,Memories of Hakkar,0,0,34,5623
2340,Incarnate's Wake,0,3,26,0
2341,Molten Incursion,0,3,26,0
2342,The Viridian Weave,0,3,26,0
2343,Fate of Amirdrassil,0,3,26,0
2344,Southshore vs. Tarren Mill,0,0,34,5623
2345,Scalding Mornbrew Run,0,0,34,5623
2346,Delves,0,0,18,0
2347,Delves,0,0,18,0
2348,Leper Gnomebliteration,0,0,34,5623
2350,Dawn of the Infinite: Murozond's Rise,0,3,18,0
2351,Dawn of the Infinite: Galakrond's Fall,0,3,18,0
2352,"New Candle, New Hope",0,0,2,5623
2353,Green Hills Zone,0,0,34,5623
2354,Delves,0,0,18,0
2355,Delves,0,0,18,0
2356,Trial of Valor,0,3,26,0
2357,Arcing Aqueducts,0,3,26,0
2358,Royal Athenaeum,0,3,26,0
2359,Nightspire,0,3,26,0
2360,Betrayer's Rise,0,3,26,0
2361,Darkbough,0,3,26,0
2362,Tormented Guardians,0,3,26,0
2363,Rift of Aln,0,3,26,0
2364,The Stonevault,0,3,18,0
2365,Theater Troupe,14776,7,162,5623
2366,The Stonevault,0,3,18,0
2367,The Stonevault,0,3,18,0
2368,The Rookery,0,3,18,0
2369,The Rookery,0,3,18,0
2370,The Rookery,0,3,18,0
2371,Delves,0,0,18,0
2372,Delves,0,0,18,0
2373,Delves,0,0,18,0
2376,Delves,0,0,18,0
2377,Delves,0,0,18,0
2378,Delves,0,0,18,0
2381,The Dawnbreaker,0,3,18,0
2382,The Dawnbreaker,0,3,18,0
2383,The Dawnbreaker,0,3,18,0
2385,Delves,0,0,18,0
2386,Delves,0,0,18,0
2387,Delves,0,0,2,0
2388,Escape The Burrows!,15134,0,0,5623
2389,Delves,0,0,18,0
2390,Delves,0,0,18,0
2391,Spell Test,0,0,0,0
2392,Awakening The Machine,0,0,2,5623
2393,Delves,0,0,0,0
2394,"Ara-Kara, City of Echoes",0,3,18,0
2395,"Ara-Kara, City of Echoes",0,3,18,0
2396,"Ara-Kara, City of Echoes",0,3,18,0
2397,Delves,0,0,18,0
2398,Delves,0,0,18,0
2399,Delves,0,0,18,0
2400,Delves,0,0,18,0
2401,Delves,0,0,18,0
2403,Delves,0,0,18,0
2404,Delves,0,0,18,0
2405,Delves,0,0,18,0
2406,Cinderbrew Meadery,0,3,18,0
2407,Cinderbrew Meadery,0,3,18,0
2408,Cinderbrew Meadery,0,3,18,0
2409,Delves,0,0,18,0
2411,Delves,0,0,18,0
2415,Delves,0,0,18,0
2418,Delves,0,0,18,0
2419,Delves,0,0,18,0
2420,Delves,0,0,18,0
2422,Delves,0,0,18,0
2423,Delves,0,0,18,0
2424,Delves,0,0,18,0
2425,Delves,0,0,18,0
2426,Delves,0,0,18,0
2427,Delves,0,0,18,0
2428,Delves,0,0,18,0
2429,Delves,0,0,18,0
2431,Delves,0,0,18,0
2432,Delves,0,0,18,0
2433,Delves,0,0,18,0
2434,Delves,0,0,18,0
2435,Delves,0,0,18,0
2436,Delves,0,0,18,0
2437,Delves,0,0,18,0
2439,Priory of the Sacred Flame,0,1,18,0
2443,The Rookery,0,1,18,0
2444,The Stonevault,0,1,18,0
2445,City of Threads,0,1,18,0
2446,"Ara-Kara, City of Echoes",0,1,18,0
2447,Darkflame Cleft,0,1,18,0
2448,The Dawnbreaker,0,1,18,0
2449,Cinderbrew Meadery,0,1,18,0
2452,Noodle Time,0,0,0,0
2453,Grim Batol,0,1,18,0
2454,Prophet of Sseratus,0,0,34,5623
2486,Siege of Boralus,0,1,18,0
2487,By Fire be Purged!,0,0,34,5623
2495,Deviate Delights,0,0,34,5623
2518,Oh Noes! The Tadpoles!,0,0,34,5623
2521,King Gordok,0,0,34,5623
2522,King Gahz'rilla,0,0,34,5623
2523,Swamp Eye's Spider Eyes,0,0,34,5623
2524,Quelling Quilboar,0,0,34,5623
2526,The Champion's Call!,0,0,32,5623
2527,Crystal Power,0,0,34,5623
2529,The Trials of the Argent,0,0,32,5623
2530,Lazy Peons,0,0,34,5623
2531,In the Mountains...,0,0,34,5623
2532,Zenn's Bidding,0,0,34,5623
2533,A Blade fit for a Champion,0,0,34,5623
2541,City of Threads,0,3,18,0
2542,City of Threads,0,3,18,0
2543,City of Threads,0,3,18,0
2545,Worldsoul Vision,0,0,0,0
2547,The Skittering Battlements,0,3,18,0
2548,Secrets of Nerub-ar Palace,0,3,18,0
2549,A Queen's Fall,0,3,18,0
2550,Webbed Crusaders,0,0,34,5623
2552,Priory of the Sacred Flame,0,3,18,0
2553,Priory of the Sacred Flame,0,3,18,0
2554,Priory of the Sacred Flame,0,3,18,0
2557,Onyxia,15,0,34,5623
2558,Remembered Ragnaros,51,0,34,5623
2560,Lumber Collection,0,0,34,5623
2561,A Queen's Fall,0,3,2,0
2564,City of Threads,0,3,18,0
2569,Worldsoul Memory: The Worldcarvers,0,0,0,0
2570,Worldsoul Memory: The Worldcarvers,0,0,0,0
2571,Remembered Lich King,65,0,34,5623
2577,Grim Batol,0,3,10,0
2626,Worldsoul Vision,0,0,0,0
2627,Worldsoul Vision,0,0,0,0
2628,Worldsoul Vision,0,0,0,0
2629,Worldsoul Vision,0,0,0,0
2630,Worldsoul Vision,0,0,0,0
2631,Worldsoul Vision,0,0,0,0
2632,Worldsoul Vision,0,0,0,0
2633,Weed Rush,0,0,0,0
