ID,X,Y,Z,QuestPOIBlobID
192363,-9075,-2898,0,56371
192364,-9161,-2848,0,56371
192365,-9235,-2842,0,56371
192366,-9321,-2861,0,56371
192367,-9346,-2904,0,56371
192368,-9358,-3009,0,56371
192369,-9315,-3126,0,56371
192370,-9259,-3175,0,56371
192395,-8766,-3194,0,56373
192396,-8698,-3138,0,56373
192397,-8674,-3070,0,56373
192398,-8717,-2959,0,56373
192399,-8908,-2750,0,56373
192400,-9007,-2688,0,56373
192401,-9136,-2688,0,56373
192402,-9148,-2787,0,56373
192403,-9136,-2848,0,56373
192404,-9099,-2972,0,56373
192405,-9068,-3015,0,56373
192406,-8809,-3181,0,56373
192470,-6744,-1446,0,56380
192471,-6794,-1677,0,56380
192472,-6734,-1766,0,56380
192473,-6621,-1740,0,56380
192474,-6555,-1547,0,56380
192475,-6599,-1407,0,56380
192476,-6640,-1263,0,56380
192477,-6680,-1167,0,56380
192478,-6832,-1120,0,56380
192479,-6890,-1190,0,56380
192480,-6877,-1281,0,56380
192481,-6798,-1370,0,56380
192506,-6359,-1377,0,56382
192507,-6282,-1256,0,56382
192508,-6267,-1142,0,56382
192509,-6320,-1025,0,56382
192510,-6409,-987,0,56382
192511,-6472,-984,0,56382
192512,-6561,-1044,0,56382
192513,-6611,-1250,0,56382
192514,-6618,-1348,0,56382
192515,-6605,-1411,0,56382
192516,-6500,-1551,0,56382
192517,-6375,-1532,0,56382
192542,-7845,-870,0,56384
192543,-7781,-832,0,56384
192544,-7737,-785,0,56384
192545,-7702,-722,0,56384
192546,-7683,-627,0,56384
192547,-7702,-570,0,56384
192548,-7772,-541,0,56384
192549,-7829,-554,0,56384
192550,-7886,-579,0,56384
192551,-7955,-662,0,56384
192552,-7958,-728,0,56384
192553,-7936,-845,0,56384
192578,-6782,-877,0,56386
192579,-6706,-839,0,56386
192580,-6659,-779,0,56386
192581,-6564,-655,0,56386
192582,-6545,-576,0,56386
192583,-6621,-570,0,56386
192584,-6754,-620,0,56386
192585,-6807,-649,0,56386
192586,-6845,-677,0,56386
192587,-6880,-731,0,56386
192588,-6890,-794,0,56386
192589,-6871,-842,0,56386
192614,-7576,-2161,0,56388
192615,-7490,-2151,0,56388
192616,-7427,-2129,0,56388
192617,-7380,-2069,0,56388
192618,-7370,-2002,0,56388
192619,-7367,-1898,0,56388
192620,-7389,-1819,0,56388
192621,-7775,-1822,0,56388
192622,-7838,-1898,0,56388
192623,-7841,-1990,0,56388
192624,-7804,-2040,0,56388
192625,-7677,-2145,0,56388
192650,-7118,204,0,56390
192651,-7059,232,0,56390
192652,-7028,308,0,56390
192653,-7045,409,0,56390
192654,-7087,472,0,56390
192655,-7139,492,0,56390
192656,-7187,496,0,56390
192657,-7264,444,0,56390
192658,-7281,381,0,56390
192659,-7271,333,0,56390
192660,-7229,277,0,56390
192661,-7160,218,0,56390
192686,-1145,3125,0,56392
192687,-1066,3133,0,56392
192688,-995,3173,0,56392
192689,-951,3244,0,56392
192690,-942,3310,0,56392
192691,-977,3332,0,56392
192692,-1070,3332,0,56392
192693,-1128,3306,0,56392
192694,-1181,3266,0,56392
192695,-1220,3235,0,56392
192696,-1247,3195,0,56392
192697,-1216,3147,0,56392
192722,-845,1880,0,56394
192723,-796,1972,0,56394
192724,-757,2078,0,56394
192725,-818,2158,0,56394
192726,-911,2233,0,56394
192727,-991,2273,0,56394
192728,-1079,2281,0,56394
192729,-1128,2224,0,56394
192730,-1172,2114,0,56394
192731,-1194,2047,0,56394
192732,-1172,1946,0,56394
192733,-973,1827,0,56394
192758,-395,3107,0,56396
192759,-333,3107,0,56396
192760,-284,3107,0,56396
192761,-209,3125,0,56396
192762,-169,3160,0,56396
192763,-152,3222,0,56396
192764,-183,3301,0,56396
192765,-236,3319,0,56396
192766,-320,3310,0,56396
192767,-412,3266,0,56396
192768,-461,3213,0,56396
192769,-452,3125,0,56396
192794,-205,2820,0,56398
192795,-178,2846,0,56398
192796,-161,2895,0,56398
192797,-156,3116,0,56398
192798,-448,3129,0,56398
192799,-483,3094,0,56398
192800,-461,3045,0,56398
192801,-448,3019,0,56398
192802,-395,2930,0,56398
192803,-368,2886,0,56398
192804,-328,2846,0,56398
192805,-280,2816,0,56398
192830,-430,4674,0,56400
192831,-395,4722,0,56400
192832,-390,4775,0,56400
192833,-403,4833,0,56400
192834,-426,4899,0,56400
192835,-474,4956,0,56400
192836,-532,4952,0,56400
192837,-615,4917,0,56400
192838,-673,4877,0,56400
192839,-743,4798,0,56400
192840,-708,4736,0,56400
192841,-518,4678,0,56400
192866,-290,7133,0,56402
192867,-230,7176,0,56402
192868,-217,7214,0,56402
192869,-209,7262,0,56402
192870,-204,7305,0,56402
192871,-204,7343,0,56402
192872,-234,7378,0,56402
192873,-385,7322,0,56402
192874,-415,7253,0,56402
192875,-406,7206,0,56402
192876,-389,7176,0,56402
192877,-342,7137,0,56402
192974,2778,3053,0,56408
192975,2825,3077,0,56408
192976,2854,3143,0,56408
192977,2873,3286,0,56408
192978,2878,3358,0,56408
192979,2873,3429,0,56408
192980,2768,3429,0,56408
192981,2668,3277,0,56408
192982,2640,3215,0,56408
192983,2635,3153,0,56408
192984,2640,3096,0,56408
192985,2697,3062,0,56408
193010,4712,2324,0,56410
193011,4774,2357,0,56410
193012,4808,2457,0,56410
193013,4803,2519,0,56410
193014,4755,2614,0,56410
193015,4655,2695,0,56410
193016,4569,2748,0,56410
193017,4493,2710,0,56410
193018,4503,2633,0,56410
193019,4550,2409,0,56410
193020,4584,2347,0,56410
193021,4631,2324,0,56410
193046,-2111,8718,0,56412
193047,-2069,8737,0,56412
193048,-2021,8827,0,56412
193049,-2017,8931,0,56412
193050,-2064,8950,0,56412
193051,-2149,8964,0,56412
193052,-2191,8954,0,56412
193053,-2272,8902,0,56412
193054,-2309,8817,0,56412
193055,-2276,8761,0,56412
193056,-2239,8737,0,56412
193057,-2173,8723,0,56412
193106,-1436,8388,0,56416
193107,-1370,8473,0,56416
193108,-1356,8595,0,56416
193109,-1431,8661,0,56416
193110,-1511,8685,0,56416
193111,-1578,8676,0,56416
193112,-1644,8647,0,56416
193113,-1672,8610,0,56416
193114,-1677,8525,0,56416
193115,-1653,8468,0,56416
193116,-1587,8406,0,56416
193117,-1521,8378,0,56416
193142,-803,7542,0,56418
193143,-732,7561,0,56418
193144,-690,7613,0,56418
193145,-647,7783,0,56418
193146,-633,7892,0,56418
193147,-633,7958,0,56418
193148,-685,8010,0,56418
193149,-765,8015,0,56418
193150,-846,7948,0,56418
193151,-902,7783,0,56418
193152,-916,7703,0,56418
193153,-888,7594,0,56418
193178,-2531,6078,0,56420
193179,-2446,6159,0,56420
193180,-2395,6215,0,56420
193181,-2385,6272,0,56420
193182,-2390,6324,0,56420
193183,-2465,6362,0,56420
193184,-2536,6357,0,56420
193185,-2583,6338,0,56420
193186,-2645,6277,0,56420
193187,-2649,6196,0,56420
193188,-2640,6121,0,56420
193189,-2602,6078,0,56420
193214,-1516,7849,0,56422
193215,-1455,7878,0,56422
193216,-1441,7939,0,56422
193217,-1464,7977,0,56422
193218,-1497,8010,0,56422
193219,-1563,8052,0,56422
193220,-1644,8048,0,56422
193221,-1686,8010,0,56422
193222,-1696,7977,0,56422
193223,-1691,7925,0,56422
193224,-1657,7868,0,56422
193225,-1592,7859,0,56422
193262,-2375,4821,0,56424
193263,-2347,4886,0,56424
193264,-2338,4951,0,56424
193265,-2380,5043,0,56424
193266,-2412,5084,0,56424
193267,-2467,5098,0,56424
193268,-2523,5071,0,56424
193269,-2536,5029,0,56424
193270,-2536,4946,0,56424
193271,-2518,4891,0,56424
193272,-2481,4858,0,56424
193273,-2426,4821,0,56424
193298,-2098,4005,0,56426
193299,-2024,4037,0,56426
193300,-1964,4097,0,56426
193301,-1927,4360,0,56426
193302,-1973,4378,0,56426
193303,-2061,4406,0,56426
193304,-2126,4397,0,56426
193305,-2204,4286,0,56426
193306,-2232,4212,0,56426
193307,-2241,4115,0,56426
193308,-2218,4046,0,56426
193309,-2149,3991,0,56426
193334,-3275,5887,0,56428
193335,-3196,5897,0,56428
193336,-3155,5943,0,56428
193337,-3146,5994,0,56428
193338,-3155,6054,0,56428
193339,-3210,6091,0,56428
193340,-3280,6118,0,56428
193341,-3335,6123,0,56428
193342,-3395,6100,0,56428
193343,-3423,6017,0,56428
193344,-3423,5975,0,56428
193345,-3381,5906,0,56428
193370,-2901,3367,0,56430
193371,-2804,3381,0,56430
193372,-2753,3464,0,56430
193373,-2749,3511,0,56430
193374,-2795,3607,0,56430
193375,-2873,3677,0,56430
193376,-2975,3672,0,56430
193377,-3026,3635,0,56430
193378,-3044,3534,0,56430
193379,-3035,3478,0,56430
193380,-2998,3418,0,56430
193381,-2956,3386,0,56430
193406,-3159,4396,0,56432
193407,-2915,4447,0,56432
193408,-2864,4471,0,56432
193409,-2823,4563,0,56432
193410,-2970,4632,0,56432
193411,-3026,4651,0,56432
193412,-3104,4655,0,56432
193413,-3164,4655,0,56432
193414,-3243,4627,0,56432
193415,-3400,4447,0,56432
193416,-3432,4351,0,56432
193417,-3413,4281,0,56432
193466,-3326,4627,0,56434
193467,-3266,4627,0,56434
193468,-3160,4683,0,56434
193469,-3067,4817,0,56434
193470,-3049,4927,0,56434
193471,-3127,4927,0,56434
193472,-3275,4927,0,56434
193473,-3616,4946,0,56434
193474,-3653,4872,0,56434
193475,-3612,4761,0,56434
193476,-3510,4687,0,56434
193477,-3418,4641,0,56434
193505,-3506,4909,0,56437
193506,-3418,4909,0,56437
193507,-3053,4923,0,56437
193508,-3100,5066,0,56437
193509,-3141,5186,0,56437
193510,-3183,5237,0,56437
193511,-3293,5269,0,56437
193512,-3381,5269,0,56437
193513,-3455,5260,0,56437
193514,-3552,5195,0,56437
193515,-3621,5061,0,56437
193516,-3635,4918,0,56437
193541,-3738,2419,0,56439
193542,-3649,2499,0,56439
193543,-3630,2589,0,56439
193544,-3682,2711,0,56439
193545,-3757,2725,0,56439
193546,-3959,2706,0,56439
193547,-4025,2673,0,56439
193548,-4138,2607,0,56439
193549,-4176,2560,0,56439
193550,-4124,2480,0,56439
193551,-4030,2443,0,56439
193552,-3847,2405,0,56439
193578,-3000,1531,0,56441
193579,-2920,1545,0,56441
193580,-2822,1620,0,56441
193581,-2779,1733,0,56441
193582,-2817,1818,0,56441
193583,-2911,1832,0,56441
193584,-2977,1832,0,56441
193585,-3071,1818,0,56441
193586,-3179,1747,0,56441
193587,-3170,1686,0,56441
193588,-3123,1601,0,56441
193589,-3062,1550,0,56441
193638,-3226,849,0,56446
193639,-3156,948,0,56446
193640,-3132,1155,0,56446
193641,-3174,1221,0,56446
193642,-3259,1268,0,56446
193643,-3301,1258,0,56446
193644,-3405,1188,0,56446
193645,-3452,1131,0,56446
193646,-3466,1075,0,56446
193647,-3433,1004,0,56446
193648,-3372,929,0,56446
193649,-3282,854,0,56446
193674,-4354,1545,0,56448
193675,-4298,1592,0,56448
193676,-4274,1677,0,56448
193677,-4274,1742,0,56448
193678,-4326,1818,0,56448
193679,-4505,1822,0,56448
193680,-4566,1818,0,56448
193681,-4636,1742,0,56448
193682,-4641,1658,0,56448
193683,-4599,1616,0,56448
193684,-4547,1578,0,56448
193685,-4472,1554,0,56448
193710,-3743,807,0,56450
193711,-3677,826,0,56450
193712,-3654,859,0,56450
193713,-3644,943,0,56450
193714,-3644,995,0,56450
193715,-3644,1075,0,56450
193716,-3663,1145,0,56450
193717,-3757,1145,0,56450
193718,-3823,1089,0,56450
193719,-3828,1023,0,56450
193720,-3814,887,0,56450
193721,-3800,812,0,56450
193771,-4204,243,0,56455
193772,-4171,252,0,56455
193773,-4138,295,0,56455
193774,-4030,469,0,56455
193775,-4039,487,0,56455
193776,-4143,558,0,56455
193777,-4204,577,0,56455
193778,-4270,553,0,56455
193779,-4293,473,0,56455
193780,-4303,356,0,56455
193781,-4307,290,0,56455
193782,-4274,252,0,56455
193913,1798,-4234,0,56504
193914,1902,-4234,0,56504
193915,1974,-4224,0,56504
193916,2046,-4203,0,56504
193917,2088,-4157,0,56504
193918,2108,-4079,0,56504
193919,2052,-3971,0,56504
193920,1860,-3971,0,56504
193921,1752,-3986,0,56504
193922,1710,-4053,0,56504
193923,1700,-4146,0,56504
193924,1721,-4198,0,56504
193949,1013,-4550,0,56506
193950,1064,-4508,0,56506
193951,1111,-4446,0,56506
193952,1090,-4353,0,56506
193953,1008,-4327,0,56506
193954,951,-4327,0,56506
193955,790,-4348,0,56506
193956,759,-4369,0,56506
193957,765,-4436,0,56506
193958,806,-4482,0,56506
193959,878,-4524,0,56506
193960,940,-4544,0,56506
193985,1064,-5051,0,56508
193986,1142,-5040,0,56508
193987,1194,-5020,0,56508
193988,1194,-4958,0,56508
193989,1132,-4865,0,56508
193990,1075,-4808,0,56508
193991,971,-4756,0,56508
193992,904,-4756,0,56508
193993,842,-4839,0,56508
193994,842,-4927,0,56508
193995,883,-5004,0,56508
193996,992,-5046,0,56508
194021,-103,-5206,0,56510
194022,-20,-5139,0,56510
194023,67,-5030,0,56510
194024,93,-4963,0,56510
194025,26,-4823,0,56510
194026,-51,-4792,0,56510
194027,-92,-4818,0,56510
194028,-134,-4880,0,56510
194029,-175,-4947,0,56510
194030,-227,-5056,0,56510
194031,-232,-5139,0,56510
194032,-160,-5195,0,56510
194057,1535,-5474,0,56512
194058,1612,-5464,0,56512
194059,1648,-5371,0,56512
194060,1654,-5149,0,56512
194061,1607,-5128,0,56512
194062,1555,-5113,0,56512
194063,1462,-5118,0,56512
194064,1390,-5159,0,56512
194065,1364,-5206,0,56512
194066,1349,-5273,0,56512
194067,1349,-5356,0,56512
194068,1405,-5438,0,56512
194093,920,-5686,0,56514
194094,977,-5676,0,56514
194095,1075,-5629,0,56514
194096,1121,-5593,0,56514
194097,1132,-5428,0,56514
194098,1054,-5366,0,56514
194099,940,-5361,0,56514
194100,883,-5376,0,56514
194101,801,-5433,0,56514
194102,775,-5531,0,56514
194103,790,-5609,0,56514
194104,837,-5661,0,56514
194129,2723,-3785,0,56516
194130,2765,-3780,0,56516
194131,2832,-3738,0,56516
194132,2858,-3671,0,56516
194133,2708,-3397,0,56516
194134,2667,-3346,0,56516
194135,2568,-3366,0,56516
194136,2522,-3408,0,56516
194137,2491,-3454,0,56516
194138,2470,-3511,0,56516
194139,2491,-3563,0,56516
194140,2656,-3764,0,56516
194165,3690,2002,0,56518
194166,3738,2011,0,56518
194167,3825,2064,0,56518
194168,3849,2189,0,56518
194169,3801,2289,0,56518
194170,3729,2299,0,56518
194171,3671,2284,0,56518
194172,3604,2246,0,56518
194173,3542,2189,0,56518
194174,3518,2093,0,56518
194175,3546,2035,0,56518
194176,3623,2006,0,56518
194201,3475,2107,0,56520
194202,3518,2241,0,56520
194203,3518,2342,0,56520
194204,3508,2529,0,56520
194205,3484,2610,0,56520
194206,3350,2673,0,56520
194207,3206,2586,0,56520
194208,3168,2452,0,56520
194209,3168,2375,0,56520
194210,3201,2265,0,56520
194211,3259,2155,0,56520
194212,3360,2069,0,56520
194237,4020,3348,0,56522
194238,4168,3505,0,56522
194239,4208,3658,0,56522
194240,4158,3757,0,56522
194241,4045,3890,0,56522
194242,3897,3895,0,56522
194243,3779,3821,0,56522
194244,3720,3737,0,56522
194245,3670,3584,0,56522
194246,3675,3456,0,56522
194247,3759,3372,0,56522
194248,3867,3343,0,56522
194321,1399,5461,0,56526
194322,1566,5723,0,56526
194323,1566,5727,0,56526
194324,1537,5836,0,56526
194325,1512,5900,0,56526
194326,1482,5939,0,56526
194327,1443,5984,0,56526
194328,1359,6018,0,56526
194329,1305,5994,0,56526
194330,1236,5604,0,56526
194331,1246,5535,0,56526
194332,1300,5471,0,56526
194405,4984,-3741,0,56524
194406,5082,-3732,0,56524
194407,5154,-3707,0,56524
194408,5210,-3647,0,56524
194409,5235,-3562,0,56524
194410,5180,-3498,0,56524
194411,5073,-3446,0,56524
194412,4996,-3451,0,56524
194413,4932,-3523,0,56524
194414,4915,-3574,0,56524
194415,4907,-3647,0,56524
194416,4915,-3694,0,56524
194442,6098,-2751,0,56533
194443,6127,-2751,0,56533
194444,6345,-2751,0,56533
194445,6375,-2699,0,56533
194446,6396,-2460,0,56533
194447,6345,-2452,0,56533
194448,6285,-2452,0,56533
194449,6217,-2452,0,56533
194450,6080,-2465,0,56533
194451,6034,-2503,0,56533
194452,6025,-2678,0,56533
194453,6042,-2746,0,56533
194478,6290,-3694,0,56535
194479,6362,-3656,0,56535
194480,6354,-3574,0,56535
194481,6294,-3489,0,56535
194482,6255,-3442,0,56535
194483,6196,-3416,0,56535
194484,6145,-3425,0,56535
194485,6089,-3506,0,56535
194486,6085,-3570,0,56535
194487,6110,-3609,0,56535
194488,6153,-3656,0,56535
194489,6204,-3690,0,56535
194550,5829,-4526,0,56539
194551,5905,-4411,0,56539
194552,5893,-4283,0,56539
194553,5888,-4257,0,56539
194554,5820,-4057,0,56539
194555,5718,-4010,0,56539
194556,5624,-4052,0,56539
194557,5577,-4180,0,56539
194558,5551,-4291,0,56539
194559,5547,-4364,0,56539
194560,5615,-4471,0,56539
194561,5696,-4522,0,56539
194598,4385,4392,0,56541
194599,4449,4451,0,56541
194600,4493,4530,0,56541
194601,4528,4653,0,56541
194602,4493,4708,0,56541
194603,4414,4747,0,56541
194604,4321,4752,0,56541
194605,4217,4708,0,56541
194606,4183,4668,0,56541
194607,4163,4540,0,56541
194608,4203,4456,0,56541
194609,4281,4377,0,56541
194634,2833,-2784,0,56543
194635,2909,-2757,0,56543
194636,2963,-2725,0,56543
194637,2999,-2694,0,56543
194638,3026,-2627,0,56543
194639,3030,-2591,0,56543
194640,2981,-2487,0,56543
194641,2909,-2434,0,56543
194642,2819,-2425,0,56543
194643,2761,-2465,0,56543
194644,2707,-2716,0,56543
194645,2730,-2779,0,56543
194694,4637,-5059,0,56547
194695,4735,-5027,0,56547
194696,4798,-4929,0,56547
194697,4807,-4852,0,56547
194698,4789,-4749,0,56547
194699,4722,-4695,0,56547
194700,4637,-4691,0,56547
194701,4520,-4727,0,56547
194702,4457,-4798,0,56547
194703,4408,-4906,0,56547
194704,4417,-4973,0,56547
194705,4457,-5018,0,56547
194730,7073,-1854,0,56549
194731,7127,-1805,0,56549
194732,7152,-1696,0,56549
194733,7097,-1611,0,56549
194734,7055,-1550,0,56549
194735,7018,-1513,0,56549
194736,6957,-1471,0,56549
194737,6842,-1489,0,56549
194738,6787,-1550,0,56549
194739,6763,-1617,0,56549
194740,6775,-1702,0,56549
194741,6969,-1842,0,56549
194766,6896,-1179,0,56551
194767,6957,-1112,0,56551
194768,6988,-1039,0,56551
194769,6988,-948,0,56551
194770,6878,-930,0,56551
194771,6817,-930,0,56551
194772,6732,-930,0,56551
194773,6684,-942,0,56551
194774,6647,-1009,0,56551
194775,6653,-1100,0,56551
194776,6726,-1155,0,56551
194777,6805,-1197,0,56551
194802,7267,-164,0,56553
194803,7377,-140,0,56553
194804,7474,-97,0,56553
194805,7541,-6,0,56553
194806,7571,90,0,56553
194807,7577,224,0,56553
194808,7529,364,0,56553
194809,7358,346,0,56553
194810,7255,291,0,56553
194811,7188,200,0,56553
194812,7146,66,0,56553
194813,7134,-73,0,56553
194838,6741,405,0,56555
194839,6816,416,0,56555
194840,6934,464,0,56555
194841,7009,577,0,56555
194842,7004,711,0,56555
194843,6912,764,0,56555
194844,6789,764,0,56555
194845,6709,748,0,56555
194846,6634,716,0,56555
194847,6532,662,0,56555
194848,6500,528,0,56555
194849,6607,427,0,56555
194935,6982,3841,0,56562
194936,7170,3910,0,56562
194937,7234,4028,0,56562
194938,7256,4237,0,56562
194939,7218,4345,0,56562
194940,7127,4489,0,56562
194941,7041,4527,0,56562
194942,6934,4468,0,56562
194943,6859,4318,0,56562
194944,6832,4221,0,56562
194945,6805,4109,0,56562
194946,6832,3926,0,56562
194971,7765,3401,0,56564
194972,7920,3449,0,56564
194973,7990,3519,0,56564
194974,8027,3578,0,56564
194975,8044,3680,0,56564
194976,7947,3766,0,56564
194977,7851,3787,0,56564
194978,7722,3787,0,56564
194979,7540,3755,0,56564
194980,7481,3728,0,56564
194981,7449,3600,0,56564
194982,7625,3444,0,56564
195007,5662,-3121,0,56566
195008,5709,-3113,0,56566
195009,5745,-3099,0,56566
195010,5774,-3033,0,56566
195011,5749,-2986,0,56566
195012,5702,-2935,0,56566
195013,5640,-2914,0,56566
195014,5578,-2939,0,56566
195015,5546,-2990,0,56566
195016,5546,-3033,0,56566
195017,5582,-3099,0,56566
195018,5629,-3116,0,56566
195043,5313,-2250,0,56568
195044,5393,-2221,0,56568
195045,5419,-2166,0,56568
195046,5382,-2094,0,56568
195047,5350,-2057,0,56568
195048,5288,-2061,0,56568
195049,5259,-2079,0,56568
195050,5226,-2115,0,56568
195051,5212,-2141,0,56568
195052,5208,-2202,0,56568
195053,5219,-2253,0,56568
195054,5263,-2261,0,56568
195091,5016,-1865,0,56570
195092,5223,-1802,0,56570
195093,5277,-1738,0,56570
195094,5262,-1673,0,56570
195095,5226,-1665,0,56570
195096,5150,-1657,0,56570
195097,5092,-1657,0,56570
195098,5030,-1662,0,56570
195099,4990,-1676,0,56570
195100,4954,-1720,0,56570
195101,4932,-1802,0,56570
195102,4947,-1868,0,56570
195127,4406,-2166,0,56572
195128,4460,-2162,0,56572
195129,4504,-2119,0,56572
195130,4515,-2083,0,56572
195131,4515,-2039,0,56572
195132,4482,-1985,0,56572
195133,4449,-1956,0,56572
195134,4402,-1967,0,56572
195135,4380,-1996,0,56572
195136,4366,-2039,0,56572
195137,4366,-2090,0,56572
195138,4373,-2141,0,56572
195163,4598,-3465,0,56574
195164,4660,-3422,0,56574
195165,4696,-3371,0,56574
195166,4740,-3291,0,56574
195167,4751,-3222,0,56574
195168,4754,-2979,0,56574
195169,4653,-2917,0,56574
195170,4573,-2896,0,56574
195171,4515,-2903,0,56574
195172,4497,-2986,0,56574
195173,4507,-3393,0,56574
195174,4544,-3451,0,56574
195199,-6944,4567,0,56576
195200,-6828,4567,0,56576
195201,-6708,4575,0,56576
195202,-6538,4633,0,56576
195203,-6484,4761,0,56576
195204,-6721,4894,0,56576
195205,-6816,4907,0,56576
195206,-7193,4857,0,56576
195207,-7239,4799,0,56576
195208,-7235,4691,0,56576
195209,-7168,4596,0,56576
195210,-7081,4571,0,56576
195235,-7243,4724,0,56578
195236,-6555,4844,0,56578
195237,-6389,4936,0,56578
195238,-6385,5089,0,56578
195239,-6418,5184,0,56578
195240,-7243,5350,0,56578
195241,-7425,5309,0,56578
195242,-7517,5238,0,56578
195243,-7583,5043,0,56578
195244,-7529,4919,0,56578
195245,-7475,4853,0,56578
195246,-7376,4766,0,56578
195271,-7554,3791,0,56580
195272,-7338,3837,0,56580
195273,-7268,3870,0,56580
195274,-7185,4247,0,56580
195275,-7185,4368,0,56580
195276,-7264,4401,0,56580
195277,-7351,4397,0,56580
195278,-7413,4335,0,56580
195279,-7554,4152,0,56580
195280,-7633,4003,0,56580
195281,-7670,3912,0,56580
195282,-7674,3816,0,56580
195320,-4711,-5293,0,56583
195321,-4620,-5226,0,56583
195322,-4580,-5176,0,56583
195323,-4553,-5068,0,56583
195324,-4553,-4991,0,56583
195325,-4589,-4870,0,56583
195326,-4679,-4820,0,56583
195327,-4783,-4883,0,56583
195328,-4801,-4982,0,56583
195329,-4805,-5104,0,56583
195330,-4805,-5185,0,56583
195331,-4774,-5280,0,56583
195392,-2976,-4789,0,56587
195393,-2926,-4780,0,56587
195394,-2877,-4744,0,56587
195395,-2841,-4671,0,56587
195396,-2827,-4622,0,56587
195397,-2895,-4509,0,56587
195398,-2976,-4509,0,56587
195399,-3030,-4559,0,56587
195400,-3070,-4604,0,56587
195401,-3093,-4640,0,56587
195402,-3102,-4703,0,56587
195403,-3048,-4762,0,56587
195464,-8839,-1772,0,56591
195465,-8807,-1692,0,56591
195466,-8807,-1581,0,56591
195467,-8817,-1481,0,56591
195468,-8839,-1347,0,56591
195469,-8950,-1295,0,56591
195470,-9003,-1338,0,56591
195471,-9056,-1443,0,56591
195472,-9082,-1592,0,56591
195473,-9087,-1666,0,56591
195474,-9045,-1777,0,56591
195475,-8960,-1814,0,56591
195572,-11263,-761,0,56597
195573,-11205,-643,0,56597
195574,-11194,-581,0,56597
195575,-11194,-491,0,56597
195576,-11210,-379,0,56597
195577,-11300,-369,0,56597
195578,-11427,-379,0,56597
195579,-11491,-411,0,56597
195580,-11570,-533,0,56597
195581,-11581,-643,0,56597
195582,-11533,-739,0,56597
195583,-11390,-766,0,56597
195608,-9553,-246,0,56599
195609,-9506,-147,0,56599
195610,-9532,6,0,56599
195611,-9627,90,0,56599
195612,-9712,112,0,56599
195613,-9807,128,0,56599
195614,-9876,128,0,56599
195615,-9993,75,0,56599
195616,-9977,-4,0,56599
195617,-9876,-115,0,56599
195618,-9707,-221,0,56599
195619,-9622,-263,0,56599
195644,-10633,228,0,56601
195645,-10527,281,0,56601
195646,-10432,392,0,56601
195647,-10421,514,0,56601
195648,-10501,599,0,56601
195649,-10564,619,0,56601
195650,-10718,630,0,56601
195651,-10808,630,0,56601
195652,-10930,540,0,56601
195653,-10961,419,0,56601
195654,-10887,308,0,56601
195655,-10781,255,0,56601
195716,-9193,218,0,56605
195717,-9114,228,0,56605
195718,-9077,265,0,56605
195719,-9093,366,0,56605
195720,-9204,488,0,56605
195721,-9299,535,0,56605
195722,-9357,503,0,56605
195723,-9389,435,0,56605
195724,-9389,382,0,56605
195725,-9379,296,0,56605
195726,-9347,265,0,56605
195727,-9289,228,0,56605
195752,-8637,-485,0,56607
195753,-8579,-485,0,56607
195754,-8516,-459,0,56607
195755,-8479,-395,0,56607
195756,-8489,-353,0,56607
195757,-8532,-295,0,56607
195758,-8579,-295,0,56607
195759,-8717,-305,0,56607
195760,-8791,-316,0,56607
195761,-8849,-369,0,56607
195762,-8828,-459,0,56607
195763,-8743,-475,0,56607
198756,-3138,-5289,0,56585
198757,-3075,-5275,0,56585
198758,-3053,-5162,0,56585
198759,-3287,-5045,0,56585
198760,-3381,-4816,0,56585
198761,-3480,-4784,0,56585
198762,-3539,-4874,0,56585
198763,-3526,-5005,0,56585
198764,-3458,-5117,0,56585
198765,-3381,-5190,0,56585
198766,-3336,-5217,0,56585
198767,-3206,-5271,0,56585
198770,6409,-4671,0,56537
198771,6503,-4659,0,56537
198772,6571,-4624,0,56537
198773,6610,-4565,0,56537
198774,6640,-4449,0,56537
198775,6623,-4351,0,56537
198776,6546,-4296,0,56537
198777,6460,-4291,0,56537
198778,6384,-4330,0,56537
198779,6294,-4420,0,56537
198780,6264,-4530,0,56537
198781,6285,-4607,0,56537
198782,-7644,-3742,0,56375
198783,-7478,-3594,0,56375
198784,-7496,-3323,0,56375
198785,-7546,-3206,0,56375
198786,-7669,-3083,0,56375
198787,-7879,-3070,0,56375
198788,-8051,-3083,0,56375
198789,-8168,-3101,0,56375
198790,-8329,-3200,0,56375
198791,-8224,-3416,0,56375
198792,-8027,-3607,0,56375
198793,-7798,-3711,0,56375
198794,-3055,1604,0,56333
198795,-3008,1634,0,56333
198796,-2966,1711,0,56333
198797,-2960,1788,0,56333
198798,-2960,1853,0,56333
198799,-3031,1919,0,56333
198800,-3103,1936,0,56333
198801,-3174,1895,0,56333
198802,-3204,1835,0,56333
198803,-3227,1717,0,56333
198804,-3204,1645,0,56333
198805,-3144,1616,0,56333
198806,-3493,-1959,0,54126
198807,-3321,-1934,0,54126
198808,-3282,-1831,0,54126
198809,-3331,-1764,0,54126
198810,-3359,-1739,0,54126
198811,-3437,-1690,0,54126
198812,-3497,-1665,0,54126
198813,-3586,-1693,0,54126
198814,-3656,-1768,0,54126
198815,-3656,-1838,0,54126
198816,-3639,-1902,0,54126
198817,-3593,-1955,0,54126
