ID,ModelFileDataID,BaseMissileSpeed,Scale,MinAllowedScale,MaxAllowedScale,Alpha,Flags,TextureFileDataID,EffectRadius,Type,GenericID,RibbonQualityID,DissolveEffectID,ModelPosition,Field_1_15_4_56400_014
451,165594,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
452,166065,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
453,166067,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
454,165799,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
455,165722,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
456,165856,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
457,165857,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
458,165798,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
459,166830,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
460,166842,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
461,166932,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
462,165838,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
463,165647,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
464,165919,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
465,166167,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
466,166636,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
467,166539,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
468,167175,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
469,165675,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
470,166637,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
474,165837,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
475,166546,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
476,165763,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
477,166938,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
478,165949,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
479,166996,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
480,166764,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
481,165913,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
482,165668,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
502,166131,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
503,166128,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
522,166534,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
523,166158,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
524,166217,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
525,165714,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
526,165713,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
527,166597,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
528,166598,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
529,166549,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
532,165399,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
533,165400,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
534,165398,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
535,165404,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
536,165399,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
537,165405,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
538,165400,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
539,165854,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
540,166829,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
542,166763,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
543,165931,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
544,166428,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
545,166731,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
546,166951,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
547,166420,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
548,166798,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
565,165970,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
585,166623,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
586,167178,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
587,166584,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
588,166113,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
589,166048,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
590,166047,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
591,165958,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
592,166438,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
593,166708,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
594,166616,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
595,167195,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
596,166778,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
614,166193,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
615,166387,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
616,166213,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
617,165959,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
618,167194,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
619,165681,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
620,166644,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
621,165738,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
622,166939,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
623,166811,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
624,166795,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
625,165811,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
626,165969,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
627,166304,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
628,166303,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
629,166358,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
630,166359,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
631,165851,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
632,166113,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
634,165784,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
654,165852,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
655,166360,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
674,166342,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
675,166254,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
694,166504,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
714,166144,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
715,166147,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
716,166286,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
717,166237,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
718,166540,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
719,165874,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
720,165562,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
734,165576,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
735,165578,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
754,165411,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
794,166470,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
814,166810,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
834,166827,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
835,165855,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
836,166040,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
837,166041,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
854,167174,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
855,165648,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
856,166529,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
874,166528,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
894,165812,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
914,165756,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
915,165957,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
934,166931,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
954,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
955,166737,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
974,165680,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
994,167144,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1014,165863,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1015,165864,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1016,165873,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1034,166890,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1054,166799,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1074,167199,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1094,166557,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1095,167211,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1114,166061,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1115,166278,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1134,197051,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1154,166255,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1174,166165,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1175,166166,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1176,166169,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1177,166168,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1178,166170,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1179,166674,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1180,191098,0,1,1,1,1,0,0,0,0,0,0,0,-1,0
1181,197042,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1182,167177,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1183,165970,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1184,166952,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1185,165970,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1202,165760,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1223,165760,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1242,166783,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1262,166801,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1282,165887,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1302,165795,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1303,165976,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1304,165749,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1305,197044,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1306,197047,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1307,197054,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1308,197055,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1309,166280,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1322,165751,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1342,165532,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1343,166766,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1344,166215,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1345,166176,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1362,165942,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1382,166788,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1402,166922,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1403,166691,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1422,166297,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1423,166305,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1442,166558,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1462,166537,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1463,166197,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1482,165613,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1483,165616,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1502,165619,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1503,165617,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1522,166648,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1523,166536,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1524,166542,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1542,165989,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1543,165988,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1544,165954,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1545,165953,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1546,166767,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1547,165687,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1548,166709,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1562,166362,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1563,166363,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1582,165669,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1583,165670,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1602,165592,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1603,165596,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1604,201008,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1605,201009,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1606,200981,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1607,201049,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1608,166682,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1622,166995,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1623,165615,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1624,166189,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1625,166643,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1626,165983,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1642,166878,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1643,165796,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1644,165996,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1645,166508,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1646,166509,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1647,166510,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1648,166511,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1649,165987,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1650,166186,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1662,166055,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1682,166892,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1702,166523,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1703,166808,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1722,166350,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1742,166177,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1762,165614,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1782,167128,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1783,166595,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1784,166172,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1785,166173,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1802,166219,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1822,165591,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1842,166936,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1843,166565,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1862,166935,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1863,166564,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1882,167214,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1883,167212,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1884,167213,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1885,166593,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1886,125995,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1902,166973,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1922,167135,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1923,167134,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1942,167115,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1943,165826,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1962,166563,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1982,166647,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1983,166285,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1984,166981,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
1985,165715,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2002,166624,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2022,165915,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2023,165659,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2024,165678,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2042,167229,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2062,166239,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2082,166543,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2102,166388,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2103,166392,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2122,165589,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2123,166419,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2142,166203,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2162,166638,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2163,167189,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2164,165554,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2182,167003,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2202,165908,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2203,166658,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2222,166812,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2223,166066,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2242,167150,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2262,166566,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2282,166443,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2302,166059,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2322,166980,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2342,166629,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2362,166414,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2382,165964,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2383,165965,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2402,166927,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2422,165923,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2423,166505,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2442,167117,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2462,165813,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2482,166024,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2483,166800,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2502,166294,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2503,166675,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2522,166843,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2542,165818,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2562,165947,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2582,165924,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2583,165925,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2584,165926,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2585,166982,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2602,166541,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2622,166567,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2642,165820,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2662,166570,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2663,166912,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2682,166571,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2683,165977,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2684,166743,0,1,0.01,100,0.9,0,0,0,0,0,0,0,-1,0
2702,165681,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2722,165815,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2762,166613,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2763,166614,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2782,167152,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2802,166612,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2803,166611,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2822,165654,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2842,166568,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2843,166466,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2844,166508,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2862,166149,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2863,166216,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2864,166824,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2865,166498,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2882,166361,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2883,165560,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2902,165655,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2922,166698,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2942,166594,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2962,166323,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2963,165778,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2964,166934,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2965,165529,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2966,166302,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2968,166442,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2969,166469,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2970,167196,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2971,165656,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2972,165724,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2973,165723,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2975,166182,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2978,166441,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2979,165549,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2980,165552,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2981,166634,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2982,167139,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2983,167140,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2984,167139,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2985,167140,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2986,167120,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2987,166705,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2988,166137,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2989,166590,0,1,0.01,100,1,4,0,0,0,0,0,0,-1,0
2991,166913,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2992,166913,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2993,166759,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2994,165765,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2995,166760,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2996,166163,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2997,166164,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2998,166896,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
2999,165850,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3000,166744,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3001,166897,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3002,165533,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3003,166163,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3004,166163,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3005,166391,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3006,165889,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3007,166554,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3008,165757,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3009,166318,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3010,166314,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3011,166315,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3012,0,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3013,166317,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3014,166313,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3015,166421,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3016,166316,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3021,166196,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3023,200155,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3024,166672,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3026,166498,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3027,165552,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3028,166610,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3029,166610,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3030,165889,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3031,166642,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3032,167130,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
3035,166791,0,4,2,6,1,0,0,0,0,0,0,0,-1,0
3036,166240,0,1,0.01,100,1,0,0,0,0,0,0,0,-1,0
