ID,SpellID,EquippedItemClass,EquippedItemInvTypes,EquippedItemSubclass
185908,26743,2,0,175603
185928,27116,4,512,30
185950,27825,2,0,173555
185991,27117,4,0,64
186008,27118,4,65536,31
186009,27119,4,65536,31
186022,27113,4,1024,31
186023,27114,4,1024,31
186024,27115,4,512,30
186038,27100,2,0,189939
186044,27106,2,0,189939
186052,27102,2,0,189939
186089,27633,2,0,173555
186105,27107,4,1048608,31
186109,27109,4,1024,31
186122,27108,4,1024,31
186126,26793,2,0,175603
186127,27110,4,1024,31
186128,27111,4,1024,31
186129,27112,4,1024,31
186137,26792,2,0,175603
186179,27615,2,0,173555
186219,30187,4,1024,31
186221,30190,4,1024,31
186249,29082,2,0,44083
186261,29084,2,0,44083
186343,28891,2,0,1097203
186431,29480,4,8,30
186432,29483,4,8,30
186437,30183,2,0,189939
186440,30229,2,0,136290
186537,27991,2,0,173555
186546,29086,2,0,44083
186565,29087,2,0,44083
186566,29088,2,0,44083
186789,28898,2,6430720,0
186884,29415,2,0,262148
186885,29416,2,0,262148
186886,29417,2,0,262148
186887,29418,2,0,262148
186912,29413,2,0,262148
186966,29414,2,0,262148
187031,29475,4,8,30
187039,31016,2,0,173555
226942,365663,2,0,173555
251218,398196,2,0,262156
251226,398538,4,512,31
251232,398608,2,0,173555
251235,399699,4,2,30
251236,399956,2,0,32768
251237,399960,2,0,32768
251238,399961,2,0,32768
251239,399963,2,0,173555
251240,399985,2,0,173555
251242,400009,2,0,262156
251247,400080,4,1048608,30
251248,400081,4,128,30
251249,400082,4,1048608,30
251253,400093,4,256,30
251254,400094,4,1024,30
251255,400095,4,1048608,30
251256,400096,4,64,30
251258,400099,4,128,30
251259,400101,4,64,30
251260,400102,4,128,30
251261,400104,4,128,30
251262,400105,4,1024,30
251296,401488,4,128,30
251305,401722,4,65536,30
251306,401749,4,2,30
251307,401752,4,256,30
251308,401754,4,2,30
251310,401757,4,1024,30
251311,401759,4,1048608,30
251312,401760,4,1024,30
251313,401761,4,512,30
251314,401762,4,64,30
251315,401763,4,64,30
251316,401764,4,65536,30
251317,401765,4,1048608,30
251318,401767,4,1048608,30
251319,401768,4,128,30
251350,402848,4,128,30
251351,402849,4,1024,30
251352,402850,4,65536,30
251354,402852,4,128,30
251355,402853,4,65536,30
251356,402854,4,128,30
251357,402855,4,256,30
251359,402857,4,65536,30
251360,402859,4,1024,30
251361,402861,4,128,30
251362,402862,4,1024,30
251364,402864,4,2,30
251366,402911,2,0,173555
251368,403196,2,8192,173555
251369,403332,2,0,262156
251370,403446,4,128,30
251371,403467,4,256,30
251372,403470,4,1024,30
251374,403472,4,256,30
251376,403474,4,1048608,30
251377,403475,4,1024,30
251378,403476,4,128,30
251380,403480,4,1048608,30
251383,403489,4,2,30
251397,403919,4,1024,30
251398,403920,4,65536,30
251401,403925,4,1024,30
251406,403932,4,1048608,30
251408,403936,4,1024,30
251409,403937,4,1048608,30
251410,403938,4,1024,30
251475,407632,2,0,145
251478,407669,4,0,64
251479,407676,2,0,173555
251480,407778,2,0,173555
251484,407813,2,0,262156
251485,407819,2,0,262156
251486,407821,2,0,262156
251547,409163,4,64,30
251549,409239,2,0,173555
251550,409240,2,0,173555
251556,409433,2,0,262156
251569,409552,2,0,262156
251573,409593,2,0,262156
251580,409691,2,0,173555
251581,409693,2,0,173555
251582,409748,2,0,173555
251583,409750,2,0,173555
251584,409751,2,0,173555
251585,409752,2,0,173555
251586,409754,2,0,173555
251587,409755,2,0,173555
251589,409999,4,1024,30
251590,410001,4,1024,30
251591,410002,4,1024,30
251594,410005,4,128,30
251595,410008,4,128,30
251597,410010,4,128,30
251598,410011,4,128,30
251600,410013,4,512,30
251601,410014,4,1048608,30
251602,410015,4,65536,30
251604,410021,4,1048608,30
251605,410023,4,128,30
251606,410025,4,1024,30
251607,410027,4,256,30
251608,410028,4,1024,30
251609,410029,4,64,30
251612,410033,4,128,30
251616,410059,4,64,30
251617,410060,4,256,30
251618,410061,4,1048608,30
251619,410093,4,64,30
251620,410094,4,1048608,30
251621,410095,4,1024,30
251622,410096,4,1048608,30
251623,410097,4,1024,30
251624,410098,4,1048608,30
251625,410099,4,128,30
251626,410100,4,64,30
251627,410101,4,128,30
251629,410103,4,256,30
251630,410104,4,1024,30
251631,410105,4,512,30
251632,410107,4,128,30
251634,410109,4,64,30
251635,410110,4,1048608,30
251636,410111,4,128,30
251637,410113,4,1048608,30
251638,410114,4,64,30
251639,410115,4,1024,30
251640,410116,4,256,30
251642,410118,4,256,30
251645,410121,4,1024,30
251646,410122,4,1048608,30
251647,410123,4,1024,30
251668,412096,2,0,173555
251705,413446,2,0,4
251712,413479,4,0,64
251769,415335,2,0,173555
251770,415336,2,0,173555
251771,415337,2,0,173555
251772,415338,2,0,173555
251773,415340,2,0,173555
251774,415341,2,0,173555
251775,415342,2,0,173555
251776,415343,2,0,173555
251783,415918,4,65536,2
251787,415922,4,65536,2
251789,415926,4,256,30
251793,415934,4,256,30
251794,415936,4,1024,30
251796,415939,4,128,30
251798,415942,4,1048608,30
251802,415948,4,64,30
251804,415991,4,2,30
251808,415995,4,1048608,30
251809,415996,4,1024,30
251810,415997,4,1048608,30
251814,416002,4,256,30
251815,416003,4,1024,30
251816,416004,4,64,30
251817,416005,4,64,30
251820,416008,4,128,30
251821,416009,4,1048608,30
251826,416014,4,256,30
251827,416015,4,512,30
251828,416017,4,256,30
251830,416028,4,256,30
251833,416031,4,256,30
251836,416035,4,256,30
251837,416037,4,128,30
251841,416042,4,1048608,30
251843,416044,4,1024,30
251845,416046,4,1024,30
251847,416049,4,128,30
251848,416050,4,1048608,30
251849,416051,4,512,30
251851,416054,4,64,30
251852,416055,4,2,30
251853,416057,4,1048608,30
251855,416062,4,65536,30
251859,416066,4,2,30
251862,416083,4,2,30
251863,416084,4,64,30
251864,416085,4,2,30
251865,416086,4,64,30
251866,416087,4,64,30
251867,416089,4,256,30
251868,416090,4,2,30
251869,416091,4,128,30
251871,416093,4,512,30
251908,418506,2,0,2097151
251991,424718,4,128,30
251992,424760,4,64,30
251993,424765,4,256,30
251994,424785,2,0,173555
251995,424799,2,0,173555
251996,424800,2,0,173555
251997,424919,2,0,173555
251999,424984,4,1024,30
252000,424988,4,1024,30
252001,424990,4,1024,30
252002,424992,4,1048608,30
252003,425012,2,0,173555
252004,425013,2,0,173555
252005,425102,4,64,30
252006,425103,4,256,30
252007,425170,4,128,30
252008,425171,4,128,30
252010,425189,4,256,30
252014,425213,4,512,30
252015,425215,4,1048608,30
252016,425216,4,256,30
252030,425309,4,64,30
252031,425310,4,64,30
252032,425312,4,256,30
252033,425314,4,256,30
252035,425343,4,128,30
252036,425344,4,1024,30
252040,425443,4,1024,30
252041,425444,4,1048608,30
252042,425445,4,1048608,30
252043,425446,4,128,30
252044,425447,4,128,30
252045,425476,4,128,30
252046,425477,4,128,30
252049,425618,4,1048608,30
252050,425619,4,1048608,30
252051,425621,4,128,30
252060,425758,4,1024,30
252061,425759,4,1048608,30
252062,425760,4,128,30
252063,425762,4,128,30
252066,425882,4,256,30
252067,425883,4,256,30
252071,425894,2,0,2097151
252074,426175,4,64,30
252075,426178,4,64,30
252076,426180,4,64,30
252083,426443,4,64,30
252084,426445,4,64,30
252085,426452,4,64,30
252086,426467,4,256,30
252087,426470,4,2,30
252089,426491,4,256,30
252104,426981,4,0,64
252107,427076,4,2,30
252108,427078,4,2,30
252109,427080,4,2,30
252110,427081,4,512,30
252111,427082,4,512,30
252112,427084,4,512,30
252160,429242,4,512,30
252161,429247,4,2,30
252162,429249,4,2,30
252163,429251,4,2,30
252164,429255,4,512,30
252165,429261,4,512,30
252166,429304,4,2,30
252167,429306,4,2,30
252168,429308,4,512,30
252169,429309,4,512,30
252170,429311,4,512,30
252183,429765,2,131072,1378
252186,429821,2,0,262156
252200,430391,2,0,42483
252201,430392,2,0,42483
252217,408507,2,4194304,173555
252219,430585,2,0,42483
252221,16342,2,0,173555
252227,431046,2,131072,136546
252230,431447,4,2,30
252231,431449,4,2,30
252232,431451,4,2,30
252233,431461,4,512,30
252234,431468,4,512,30
252235,431601,4,512,30
252236,431611,4,512,30
252237,431650,4,2,30
252239,431663,4,64,30
252240,431669,4,512,30
252241,431673,4,512,30
252243,431705,4,512,30
252244,431743,4,2,30
252245,431745,4,2,30
252246,431747,4,512,30
252247,431756,4,512,30
252248,431758,4,512,30
252250,432139,4,8,30
252260,432190,4,2,6
252261,432234,4,2,30
252262,432236,4,512,30
252263,432238,4,512,30
252264,432241,4,512,30
252266,432291,4,2,30
252267,432293,4,2,30
252268,432295,4,2,30
252269,432297,4,512,30
252270,432299,4,512,30
252271,432301,4,512,30
252279,425711,2,0,173555
252280,433100,2,0,173555
252297,415320,2,0,173555
252310,435481,2,0,189939
252326,435903,4,1048608,31
252360,436368,4,1048608,30
252377,436477,2,0,173555
252395,436609,4,65536,2
252409,437123,2,0,262156
252469,439431,2,0,173555
252470,439462,2,0,173555
252471,439464,2,0,173555
252472,439465,2,0,173555
252478,439765,4,65536,2
252479,439767,4,65536,2
252480,439770,4,65536,2
252497,440488,4,0,64
252498,440492,4,65536,2
252499,440494,4,65536,2
252500,440496,4,65536,2
252501,440557,4,65536,2
252502,440560,4,65536,2
252503,440563,4,65536,2
252510,440630,4,65536,2
252511,440634,4,65536,2
252512,440658,4,0,64
252515,440788,4,65536,2
252516,440790,4,65536,2
252517,440792,4,65536,2
252519,440858,4,65536,2
252520,440922,4,256,30
252521,440924,4,65536,2
252522,440926,4,65536,2
252543,443358,2,0,173555
252692,446354,4,0,96
252704,446451,4,8,30
252706,446459,4,8,30
252708,446472,4,8,30
252711,446573,2,0,262156
252714,446637,2,0,42483
252715,446640,2,0,42483
252803,450403,2,0,327692
252873,453635,4,2048,1
252874,453688,4,2048,1
252875,453689,4,2048,1
252876,453690,4,2048,1
252877,453691,4,2048,1
252878,453692,4,2048,1
252879,453694,4,2048,1
252880,453695,4,2048,1
252881,453696,4,2048,1
252882,453697,4,2048,1
252883,453698,4,2048,1
252884,453700,4,2048,1
252885,453702,4,2048,1
252886,453703,4,2048,1
252936,457848,2,0,173555
252953,458436,2,0,1378
252955,458481,2,0,1378
252956,458482,2,0,1378
252959,458821,2,0,173555
252977,459293,2,0,8192
252978,459313,4,2048,1
252985,459621,2,0,3
253002,460399,2,0,65536
253022,460963,4,8,30
253028,461129,4,65536,31
253029,461139,2,0,65536
253030,461142,2,0,65536
253031,461189,2,0,65536
253050,461633,2,0,173555
253051,461634,2,0,173555
253052,461635,2,0,173555
253053,461636,2,0,173555
253137,462584,2,0,173555
253141,462666,2,0,262156
253142,462709,2,0,32768
253143,462710,2,0,32768
253144,462711,2,0,32768
253145,462712,2,0,32768
253146,462713,2,0,32768
253147,462714,2,0,32768
253148,462715,2,0,32768
253149,462716,2,0,32768
253150,462717,2,0,32768
253151,462718,2,0,32768
253152,462719,2,0,32768
253153,462720,2,0,32768
253154,462721,2,0,32768
253155,462722,2,0,32768
253156,462723,2,0,32768
253172,462891,2,0,173555
253173,462893,2,0,173555
253174,462895,2,0,173555
253175,462896,2,0,173555
253176,462897,2,0,173555
253182,461298,2,0,42035
253200,463868,2,16384,0
253202,463871,4,0,64
253311,468071,2,0,173555
253318,468314,4,130,31
253319,468318,4,130,31
253320,468321,4,130,31
253321,468323,4,130,31
253322,468325,4,130,31
253323,468328,4,130,31
253324,468330,4,130,31
253325,468332,4,130,31
253326,468339,4,130,31
253327,468342,4,130,31
253328,468344,4,130,31
253329,468347,4,130,31
253330,468349,4,130,31
253331,468351,4,130,31
253332,468354,4,130,31
253333,468359,4,130,31
253334,468362,4,130,31
253335,468365,4,130,31
253336,468368,4,130,31
253337,468373,4,130,31
253338,468376,4,130,31
253339,468380,4,130,31
253340,468383,4,130,31
253342,468436,2,0,32768
253343,468438,2,0,32768
253360,468761,4,2048,1
253361,468763,4,2048,1
253415,469569,2,0,173555
253418,469647,2,0,1097203
253423,469753,4,0,64
253435,470264,4,0,64
253436,470265,4,0,64
253445,470535,2,0,173555
253458,471401,2,16384,0
253552,1213272,2,0,262156
253577,1213406,2,0,354
253585,1213441,2,0,173555
253590,1213462,4,0,96
253638,1213616,4,1048608,31
253641,1213622,4,1024,31
253645,1213626,4,1024,31
253684,1213829,4,1050016,30
253685,1213833,4,1050016,30
253714,1214004,2,6447104,0
253735,1214171,2,0,173555
253863,1217189,4,512,30
253864,1217203,4,512,30
253865,1217206,2,0,262156
253875,1218134,2,0,262156
253959,1219507,4,8,30
253960,1219510,4,8,30
253961,1219511,4,8,30
253962,1219512,4,8,30
253982,1219577,4,8388608,0
253983,1219578,4,8388608,0
253984,1219579,4,8388608,0
253985,1219580,2,0,1378
253986,1219581,4,16384,0
253989,1219586,4,1024,0
253990,1219587,4,65536,0
253992,1219740,4,8,30
253993,1219742,4,8,30
253994,1219743,4,8,30
253995,1219745,4,8,30
253996,1219747,4,8,30
253997,1219748,4,8,30
253998,1219749,4,8,30
253999,1219751,4,8,30
254000,1219752,4,8,30
254001,1219753,4,8,30
254002,1219754,4,8,30
254003,1219755,4,8,30
254004,1219756,4,8,30
254005,1219757,4,8,30
254006,1219758,4,8,30
254007,1219760,4,8,30
254008,1219762,4,8,30
254009,1219763,4,8,30
254010,1219764,4,8,30
254011,1219766,4,8,30
254012,1219767,4,8,30
254013,1219768,4,8,30
254014,1219769,4,8,30
254015,1219770,4,8,30
254016,1219771,4,8,30
254017,1219772,4,8,30
254018,1219773,4,8,30
254019,1219774,4,8,30
254020,1219775,4,8,30
254021,1219776,4,8,30
254022,1219777,4,8,30
254023,1219778,4,8,30
254024,1219779,4,8,30
254025,1219780,4,8,30
254026,1219781,4,8,30
254027,1219782,4,8,30
254028,1219783,4,8,30
254029,1219784,4,8,30
254030,1219785,4,8,30
254031,1219786,4,8,30
254032,1219787,4,8,30
254033,1219788,4,8,30
254034,1219789,4,8,30
254035,1219790,4,8,30
254036,1219791,4,8,30
254037,1219792,4,8,30
254038,1219793,4,8,30
254039,1219794,4,8,30
254040,1219795,4,8,30
254041,1219796,4,8,30
254042,1219797,4,8,30
254043,1219798,4,8,30
254044,1219799,4,8,30
254045,1219800,4,8,30
254046,1219801,4,8,30
254047,1219802,4,8,30
254048,1219803,4,8,30
254049,1219804,4,8,30
254050,1219805,4,8,30
254051,1219806,4,8,30
254052,1219807,4,8,30
254053,1219808,4,8,30
254054,1219809,4,8,30
254055,1219810,4,8,30
254056,1219811,4,8,30
254057,1219812,4,8,30
254058,1219813,4,8,30
254059,1219815,4,8,30
254060,1219816,4,8,30
254062,1219818,4,8,30
254063,1219819,4,8,30
254064,1219820,4,8,30
254065,1219821,4,8,30
254066,1219822,4,8,30
254067,1219823,4,8,30
254068,1219824,4,8,30
254069,1219825,4,8,30
254070,1219826,4,8,30
254071,1219827,4,8,30
254072,1219828,4,8,30
254073,1219829,4,8,30
254074,1219830,4,8,30
254075,1219831,4,8,30
254076,1219832,4,8,30
254077,1219833,4,8,30
254078,1219834,4,8,30
254079,1219835,4,8,30
254080,1219836,4,8,30
254081,1219837,4,8,30
254082,1219838,4,8,30
254083,1219839,4,8,30
254084,1219840,4,8,30
254085,1219841,4,8,30
254086,1219842,4,8,30
254087,1219843,4,8,30
254088,1219844,4,8,30
254089,1219845,4,8,30
254090,1219846,4,8,30
254091,1219847,4,8,30
254092,1219848,4,8,30
254093,1219849,4,8,30
254094,1219850,4,8,30
254095,1219851,4,8,30
254096,1219852,4,8,30
254097,1219853,4,8,30
254098,1219854,4,8,30
254099,1219855,4,8,30
254100,1219856,4,8,30
254101,1219857,4,8,30
254102,1219858,4,8,30
254103,1219859,4,8,30
254104,1219860,4,8,30
254105,1219861,4,8,30
254106,1219862,4,8,30
254107,1219863,4,8,30
254108,1219864,4,8,30
254109,1219865,4,8,30
254110,1219866,4,8,30
254111,1219867,4,8,30
254112,1219868,4,8,30
254113,1219869,4,8,30
254114,1219870,4,8,30
254115,1219871,4,8,30
254116,1219872,4,8,30
254117,1219873,4,8,30
254118,1219874,4,8,30
254119,1219875,4,8,30
254120,1219876,4,8,30
254121,1219877,4,8,30
254122,1219878,4,8,30
254123,1219879,4,8,30
254124,1219880,4,8,30
254125,1219881,4,8,30
254126,1219882,4,8,30
254127,1219883,4,8,30
254128,1219884,4,8,30
254129,1219885,4,8,30
254130,1219886,4,8,30
254131,1219887,4,8,30
254132,1219888,4,8,30
254133,1219889,4,8,30
254134,1219890,4,8,30
254135,1219891,4,8,30
254136,1219892,4,8,30
254137,1219893,4,8,30
254138,1219894,4,8,30
254139,1219895,4,8,30
254140,1219896,4,8,30
254141,1219897,4,8,30
254142,1219898,4,8,30
254143,1219899,4,8,30
254144,1219900,4,8,30
254145,1219901,4,8,30
254146,1219902,4,8,30
254147,1219903,4,8,30
254148,1219904,4,8,30
254149,1219905,4,8,30
254150,1219906,4,8,30
254151,1219907,4,8,30
254152,1219908,4,8,30
254153,1219909,4,8,30
254154,1219910,4,8,30
254155,1219911,4,8,30
254156,1219912,4,8,30
254157,1219913,4,8,30
254158,1219914,4,8,30
254159,1219915,4,8,30
254160,1219916,4,8,30
254161,1219917,4,8,30
254162,1219918,4,8,30
254163,1219919,4,8,30
254164,1219920,4,8,30
254165,1219921,4,8,30
254166,1219922,4,8,30
254167,1219923,4,8,30
254168,1219924,4,8,30
254169,1219925,4,8,30
254170,1219926,4,8,30
254171,1219927,4,8,30
254172,1219928,4,8,30
254173,1219929,4,8,30
254174,1219930,4,8,30
254175,1219931,4,8,30
254176,1219932,4,8,30
254177,1219933,4,8,30
254178,1219934,4,8,30
254179,1219935,4,8,30
254180,1219936,4,8,30
254181,1219937,4,8,30
254182,1219938,4,8,30
254183,1219939,4,8,30
254184,1219940,4,8,30
254185,1219941,4,8,30
254186,1219942,4,8,30
254187,1219943,4,8,30
254188,1219944,4,8,30
254189,1219945,4,8,30
254190,1219946,4,8,30
254191,1219947,4,8,30
254192,1219948,4,8,30
254193,1219949,4,8,30
254194,1219950,4,8,30
254195,1219951,4,8,30
254196,1219952,4,8,30
254197,1219953,4,8,30
254198,1219954,4,8,30
254415,1220623,4,16384,0
254416,1220624,4,512,0
254422,1219176,2,0,42483
254481,1222207,2,0,173555
254506,1223689,2,0,5474
254541,1224410,2,6447104,0
254542,1224422,2,6447104,0
254610,1226210,4,64,30
254611,1226211,4,64,0
254612,1226212,4,64,0
254646,1226800,4,2026,30
254735,1229760,2,0,173555
254744,1230438,2,0,262156
254757,1231128,2,0,189939
254759,1231139,2,0,1378
254762,1231164,2,0,189939
254764,1231293,2,0,26099
254765,1231297,2,0,2097151
254767,1231314,2,0,173555
254817,1232172,2,0,189939
254826,1232685,2,0,173555
254827,1232702,4,0,64
254836,1232839,2,0,262156
254837,1232840,2,0,262156
254874,1234870,2,0,173555
254875,1234893,2,0,173555
254876,1234894,2,0,173555
254904,1236177,2,0,173555
254905,1236179,4,0,96
254907,1236182,2,0,173555
254908,1236183,2,0,173555
254909,1236188,2,0,262156
254910,1236190,2,0,262156
254911,1236191,2,0,262156
254877,1235011,2,0,262156
