Name_lang,Field_12_0_0_63534_001[0],Field_12_0_0_63534_001[1],Field_12_0_0_63534_001[2],ID,Size,ParentComponentID,ModelFileDataID,Flags,Field_12_0_0_63534_007,Type,Field_12_0_0_63534_009,GameObjectID,Field_11_2_7_64044_011,HouseExteriorWmoDataID
Hide Roof,0,0,0,3835,3,0,7118904,2,2,10,0,0,37,87
Vented Roof,0,0,0,3841,3,0,7118903,3,2,10,0,0,37,87
Vented Roof,0,0,0,3847,4,0,7118909,3,2,10,0,0,37,87
Hide Roof,0,0,0,3853,4,0,7118910,2,2,10,0,0,37,87
Relic Chimney - Ocean,0,0,0,5467,1,0,7515175,2,4,16,0,0,40,55
Embellished Chimney - Ocean,0,0,0,5468,1,0,7515174,2,4,16,0,0,40,55
Rustic Chimney - Ocean,0,0,0,5469,1,0,7515173,2,4,16,0,0,40,55
Tall Relic Chimney - Ocean,0,0,0,5470,1,0,7515172,2,4,16,0,0,40,55
Woodland Chimney - Ocean,0,0,0,5471,1,0,7515171,2,4,16,0,0,40,55
Relic Chimney - Plum,0,0,0,5472,1,0,7515170,2,4,16,0,0,34,55
Embellished Chimney - Plum,0,0,0,5473,1,0,7515169,2,4,16,0,0,34,55
Rustic Chimney - Plum,0,0,0,5474,1,0,7515168,2,4,16,0,0,34,55
Tall Relic Chimney - Plum,0,0,0,5475,1,0,7515167,2,4,16,0,0,34,55
Woodland Chimney - Plum,0,0,0,5476,1,0,7515166,2,4,16,0,0,34,55
Relic Chimney - Ochre,0,0,0,5477,1,0,7515165,2,4,16,0,0,44,55
Embellished Chimney - Ochre,0,0,0,5478,1,0,7515164,2,4,16,0,0,44,55
Rustic Chimney - Ochre,0,0,0,5479,1,0,7515163,2,4,16,0,0,44,55
Tall Relic Chimney - Ochre,0,0,0,5480,1,0,7515162,2,4,16,0,0,44,55
Woodland Chimney - Ochre,0,0,0,5481,1,0,7515161,2,4,16,0,0,44,55
Relic Chimney - Nutmeg,0,0,0,5482,1,0,7515160,2,4,16,0,0,9,55
Embellished Chimney - Nutmeg,0,0,0,5483,1,0,7515159,2,4,16,0,0,9,55
Rustic Chimney - Nutmeg,0,0,0,5484,1,0,7515158,2,4,16,0,0,9,55
Tall Relic Chimney - Nutmeg,0,0,0,5485,1,0,7515153,2,4,16,0,0,9,55
Woodland Chimney - Nutmeg,0,0,0,5486,1,0,7515152,2,4,16,0,0,9,55
Relic Chimney - Forest,0,0,0,5487,1,0,7513277,2,4,16,0,0,21,55
Embellished Chimney - Forest,0,0,0,5488,1,0,7513274,2,4,16,0,0,21,55
Rustic Chimney - Forest,0,0,0,5489,1,0,7513273,2,4,16,0,0,21,55
Tall Relic Chimney - Forest,0,0,0,5490,1,0,7513271,2,4,16,0,0,21,55
Woodland Chimney - Forest,0,0,0,5491,1,0,7513270,2,4,16,0,0,21,55
Embellished Dormer - Ocean,0,0,0,5492,1,0,7478179,2,4,14,0,0,40,55
Woodland Dormer - Ocean,0,0,0,5493,1,0,7478099,2,4,14,0,0,40,55
Embellished Dormer - Plum,0,0,0,5494,1,0,7478180,2,4,14,0,0,34,55
Woodland Dormer - Plum,0,0,0,5495,1,0,7478100,2,4,14,0,0,34,55
Embellished Dormer - Ochre,0,0,0,5496,1,0,7478181,2,4,14,0,0,44,55
Woodland Dormer - Ochre,0,0,0,5497,1,0,7478101,2,4,14,0,0,44,55
Embellished Dormer - Nutmeg,0,0,0,5498,1,0,7478183,2,4,14,0,0,9,55
Woodland Dormer - Nutmeg,0,0,0,5499,1,0,7478103,2,4,14,0,0,9,55
Embellished Dormer - Forest,0,0,0,5500,1,0,7478182,2,4,14,0,0,21,55
Woodland Dormer - Forest,0,0,0,5501,1,0,7478102,2,4,14,0,0,21,55
Embellished Stone Tower - Ocean,0,0,0,5502,1,0,7478209,2,4,15,0,0,40,55
Rustic Tower - Ocean,0,0,0,5503,1,0,7478204,2,4,15,0,0,40,55
Stone Tower - Ocean,0,0,0,5504,1,0,7478199,2,4,15,0,0,40,55
Embellished Tower - Ocean,0,0,0,5505,1,0,7478194,2,4,15,0,0,40,55
Woodland Tower - Ocean,0,0,0,5506,1,0,7478189,2,4,15,0,0,40,55
Embellished Stone Tower - Plum,0,0,0,5507,1,0,7478210,2,4,15,0,0,34,55
Rustic Tower - Plum,0,0,0,5508,1,0,7478205,2,4,15,0,0,34,55
Stone Tower - Plum,0,0,0,5509,1,0,7478200,2,4,15,0,0,34,55
Embellished Tower - Plum,0,0,0,5510,1,0,7478195,2,4,15,0,0,34,55
Woodland Tower - Plum,0,0,0,5511,1,0,7478190,2,4,15,0,0,34,55
Embellished Stone Tower - Ochre,0,0,0,5512,1,0,7478211,2,4,15,0,0,44,55
Rustic Tower - Ochre,0,0,0,5513,1,0,7478206,2,4,15,0,0,44,55
Stone Tower - Ochre,0,0,0,5514,1,0,7478201,2,4,15,0,0,44,55
Embellished Tower - Ochre,0,0,0,5515,1,0,7478196,2,4,15,0,0,44,55
Woodland Tower - Ochre,0,0,0,5516,1,0,7478191,2,4,15,0,0,44,55
Embellished Stone Tower - Nutmeg,0,0,0,5517,1,0,7478213,2,4,15,0,0,9,55
Rustic Tower - Nutmeg,0,0,0,5518,1,0,7478208,2,4,15,0,0,9,55
Stone Tower - Nutmeg,0,0,0,5519,1,0,7478203,2,4,15,0,0,9,55
Embellished Tower - Nutmeg,0,0,0,5520,1,0,7478198,2,4,15,0,0,9,55
Woodland Tower - Nutmeg,0,0,0,5521,1,0,7478193,2,4,15,0,0,9,55
Embellished Stone Tower - Forest,0,0,0,5522,1,0,7478212,2,4,15,0,0,21,55
Rustic Tower - Forest,0,0,0,5523,1,0,7478207,2,4,15,0,0,21,55
Stone Tower - Forest,0,0,0,5524,1,0,7478202,2,4,15,0,0,21,55
Embellished Tower - Forest,0,0,0,5525,1,0,7478197,2,4,15,0,0,21,55
Woodland Tower - Forest,0,0,0,5526,1,0,7478192,2,4,15,0,0,21,55
Embellished Entryway - Ocean,2.8441,0.0423,1.6625,5532,1,597,7513268,2,4,11,0,613905,40,55
Embellished Entryway - Plum,2.8441,0.0423,1.6625,5533,1,597,7513265,2,4,11,0,613905,34,55
Embellished Entryway - Ochre,2.8441,0.0423,1.6625,5534,1,597,7513262,2,4,11,0,613905,44,55
Embellished Entryway - Nutmeg,2.8441,0.0423,1.6625,5535,1,597,7513259,2,4,11,0,613905,9,55
Embellished Entryway - Forest,2.8441,0.0423,1.6625,5536,1,597,7513256,2,4,11,0,613905,21,55
Woodland Entryway - Ocean,5.2331,0.0432,1.6591,5538,1,590,7513267,2,4,11,0,613904,40,55
Woodland Entryway - Plum,5.2331,0.0432,1.6591,5539,1,590,7513264,2,4,11,0,613904,34,55
Woodland Entryway - Ochre,5.2331,0.0432,1.6591,5540,1,590,7513261,2,4,11,0,613904,44,55
Woodland Entryway - Nutmeg,5.2331,0.0432,1.6591,5541,1,590,7513258,2,4,11,0,613904,9,55
Woodland Entryway - Forest,5.2331,0.0432,1.6591,5542,1,590,7513255,2,4,11,0,613904,21,55
Rustic Entryway - Ocean,2.9381,0.0423,1.6541,5549,1,596,7513269,2,4,11,0,613906,40,55
Rustic Entryway - Plum,2.9381,0.0423,1.6541,5550,1,596,7513266,2,4,11,0,613906,34,55
Rustic Entryway - Ochre,2.9381,0.0423,1.6541,5551,1,596,7513263,2,4,11,0,613906,44,55
Rustic Entryway - Nutmeg,2.9381,0.0423,1.6541,5552,1,596,7513260,2,4,11,0,613906,9,55
Rustic Entryway - Forest,2.9381,0.0423,1.6541,5553,1,596,7513257,2,4,11,0,613906,21,55
Embellished Roof,0,0,0,5558,2,584,7478039,2,4,10,0,0,40,55
Embellished Roof,0,0,0,5559,2,584,7478040,2,4,10,0,0,34,55
Embellished Roof,0,0,0,5560,2,584,7478041,2,4,10,0,0,44,55
Embellished Roof,0,0,0,5561,2,584,7478043,2,4,10,0,0,9,55
Embellished Roof,0,0,0,5562,2,584,7478042,2,4,10,0,0,21,55
Woodland Roof,0,0,0,5564,2,582,7478029,2,4,10,0,0,40,55
Woodland Roof,0,0,0,5565,2,582,7478030,2,4,10,0,0,34,55
Woodland Roof,0,0,0,5566,2,582,7478031,2,4,10,0,0,44,55
Woodland Roof,0,0,0,5567,2,582,7478033,2,4,10,0,0,9,55
Woodland Roof,0,0,0,5568,2,582,7478032,2,4,10,0,0,21,55
Rustic Roof,0,0,0,5570,2,579,7478049,2,4,10,0,0,40,55
Rustic Roof,0,0,0,5571,2,579,7478050,2,4,10,0,0,34,55
Rustic Roof,0,0,0,5572,2,579,7478051,2,4,10,0,0,44,55
Rustic Roof,0,0,0,5573,2,579,7478053,2,4,10,0,0,9,55
Rustic Roof,0,0,0,5574,2,579,7478052,2,4,10,0,0,21,55
Rustic Roof,0,0,0,5576,4,576,7478089,2,4,10,0,0,40,55
Rustic Roof,0,0,0,5577,4,576,7478090,2,4,10,0,0,34,55
Rustic Roof,0,0,0,5578,4,576,7478091,2,4,10,0,0,44,55
Rustic Roof,0,0,0,5579,4,576,7478093,2,4,10,0,0,9,55
Rustic Roof,0,0,0,5580,4,576,7478092,2,4,10,0,0,21,55
Rustic Roof,0,0,0,5582,3,575,7478018,2,4,10,0,0,40,55
Rustic Roof,0,0,0,5583,3,575,7478019,2,4,10,0,0,34,55
Rustic Roof,0,0,0,5584,3,575,7478020,2,4,10,0,0,44,55
Rustic Roof,0,0,0,5585,3,575,7478022,2,4,10,0,0,9,55
Rustic Roof,0,0,0,5586,3,575,7478021,2,4,10,0,0,21,55
Embellished Roof,0,0,0,5587,3,573,7478006,2,4,10,0,0,40,55
Embellished Roof,0,0,0,5588,3,573,7478007,2,4,10,0,0,34,55
Embellished Roof,0,0,0,5589,3,573,7478008,2,4,10,0,0,44,55
Embellished Roof,0,0,0,5590,3,573,7478010,2,4,10,0,0,9,55
Embellished Roof,0,0,0,5591,3,573,7478009,2,4,10,0,0,21,55
Woodland Roof,0,0,0,5592,3,572,7477990,2,4,10,0,0,40,55
Woodland Roof,0,0,0,5593,3,572,7477991,2,4,10,0,0,34,55
Woodland Roof,0,0,0,5594,3,572,7477992,2,4,10,0,0,44,55
Woodland Roof,0,0,0,5595,3,572,7477994,2,4,10,0,0,9,55
Woodland Roof,0,0,0,5596,3,572,7477993,2,4,10,0,0,21,55
Woodland Roof,0,0,0,5598,4,569,7478069,2,4,10,0,0,40,55
Woodland Roof,0,0,0,5599,4,569,7478070,2,4,10,0,0,34,55
Woodland Roof,0,0,0,5600,4,569,7478071,2,4,10,0,0,44,55
Woodland Roof,0,0,0,5601,4,569,7478073,2,4,10,0,0,9,55
Woodland Roof,0,0,0,5602,4,569,7478072,2,4,10,0,0,21,55
Embellished Roof,0,0,0,5603,4,568,7478079,2,4,10,0,0,40,55
Embellished Roof,0,0,0,5604,4,568,7478080,2,4,10,0,0,34,55
Embellished Roof,0,0,0,5605,4,568,7478081,2,4,10,0,0,44,55
Embellished Roof,0,0,0,5606,4,568,7478083,2,4,10,0,0,9,55
Embellished Roof,0,0,0,5607,4,568,7478082,2,4,10,0,0,21,55
Domed Window - Plum,0,0,0,5731,1,0,7513135,2,5,12,0,0,42,56
Regal Window - Plum,0,0,0,5732,1,0,7513134,2,5,12,0,0,42,56
Domed Window - Charcoal,0,0,0,5733,1,0,7513133,2,5,12,0,0,7,56
Regal Window - Charcoal,0,0,0,5734,1,0,7513132,2,5,12,0,0,7,56
Domed Window - Emerald,0,0,0,5735,1,0,7513131,2,5,12,0,0,21,56
Regal Window - Emerald,0,0,0,5736,1,0,7513130,2,5,12,0,0,21,56
Domed Window - Ocean,0,0,0,5737,1,0,7513129,2,5,12,0,0,40,56
Regal Window - Ocean,0,0,0,5738,1,0,7513128,2,5,12,0,0,40,56
Domed Window - Sapphire,0,0,0,5739,1,0,7513127,2,5,12,0,0,8,56
Regal Window - Sapphire,0,0,0,5740,1,0,7513126,2,5,12,0,0,8,56
Regal Dormer - Plum,0,0,0,5741,1,0,7478282,2,5,14,0,0,42,56
Regal Dormer - Charcoal,0,0,0,5742,1,0,7478286,2,5,14,0,0,7,56
Regal Dormer - Emerald,0,0,0,5743,1,0,7478285,2,5,14,0,0,21,56
Regal Dormer - Ocean,0,0,0,5744,1,0,7478283,2,5,14,0,0,40,56
Regal Dormer - Sapphire,0,0,0,5745,1,0,7478284,2,5,14,0,0,8,56
Sturdy Spire - Plum,0,0,0,5746,1,0,7478292,2,5,15,0,0,42,56
Sturdy Spire - Charcoal,0,0,0,5747,1,0,7478296,2,5,15,0,0,7,56
Sturdy Spire - Emerald,0,0,0,5748,1,0,7478295,2,5,15,0,0,21,56
Sturdy Spire - Ocean,0,0,0,5749,1,0,7478293,2,5,15,0,0,40,56
Sturdy Spire - Sapphire,0,0,0,5750,1,0,7478294,2,5,15,0,0,8,56
Elegant Dormer - Plum,0,0,0,5751,1,0,7478277,2,5,14,0,0,42,56
Domed Dormer - Plum,0,0,0,5752,1,0,7478272,2,5,14,0,0,42,56
Elegant Dormer - Charcoal,0,0,0,5753,1,0,7478281,2,5,14,0,0,7,56
Domed Dormer - Charcoal,0,0,0,5754,1,0,7478276,2,5,14,0,0,7,56
Elegant Dormer - Emerald,0,0,0,5755,1,0,7478280,2,5,14,0,0,21,56
Domed Dormer - Emerald,0,0,0,5756,1,0,7478275,2,5,14,0,0,21,56
Elegant Dormer - Ocean,0,0,0,5757,1,0,7478278,2,5,14,0,0,40,56
Domed Dormer - Ocean,0,0,0,5758,1,0,7478273,2,5,14,0,0,40,56
Elegant Dormer - Sapphire,0,0,0,5759,1,0,7478279,2,5,14,0,0,8,56
Domed Dormer - Sapphire,0,0,0,5760,1,0,7478274,2,5,14,0,0,8,56
Simple Spire - Plum,0,0,0,5761,1,0,7478307,2,5,15,0,0,42,56
Faceted Spire - Plum,0,0,0,5762,1,0,7478302,2,5,15,0,0,42,56
Tiered Spire - Plum,0,0,0,5763,1,0,7478297,2,5,15,0,0,42,56
Elegant Spire - Plum,0,0,0,5764,1,0,7478287,2,5,15,0,0,42,56
Simple Spire - Charcoal,0,0,0,5765,1,0,7478311,2,5,15,0,0,7,56
Faceted Spire - Charcoal,0,0,0,5766,1,0,7478306,2,5,15,0,0,7,56
Tiered Spire - Charcoal,0,0,0,5767,1,0,7478301,2,5,15,0,0,7,56
Elegant Spire - Charcoal,0,0,0,5768,1,0,7478291,2,5,15,0,0,7,56
Simple Spire - Emerald,0,0,0,5769,1,0,7478310,2,5,15,0,0,21,56
Faceted Spire - Emerald,0,0,0,5770,1,0,7478305,2,5,15,0,0,21,56
Tiered Spire - Emerald,0,0,0,5771,1,0,7478300,2,5,15,0,0,21,56
Elegant Spire - Emerald,0,0,0,5772,1,0,7478290,2,5,15,0,0,21,56
Simple Spire - Ocean,0,0,0,5773,1,0,7478308,2,5,15,0,0,40,56
Faceted Spire - Ocean,0,0,0,5774,1,0,7478303,2,5,15,0,0,40,56
Tiered Spire - Ocean,0,0,0,5775,1,0,7478298,2,5,15,0,0,40,56
Elegant Spire - Ocean,0,0,0,5776,1,0,7478288,2,5,15,0,0,40,56
Simple Spire - Sapphire,0,0,0,5777,1,0,7478309,2,5,15,0,0,8,56
Faceted Spire - Sapphire,0,0,0,5778,1,0,7478304,2,5,15,0,0,8,56
Tiered Spire - Sapphire,0,0,0,5779,1,0,7478299,2,5,15,0,0,8,56
Elegant Spire - Sapphire,0,0,0,5780,1,0,7478289,2,5,15,0,0,8,56
Tiered Roof,0,0,0,5781,2,645,7478248,2,5,10,0,0,42,56
Tiered Roof,0,0,0,5782,2,645,7478256,2,5,10,0,0,7,56
Tiered Roof,0,0,0,5783,2,645,7478251,2,5,10,0,0,21,56
Tiered Roof,0,0,0,5784,2,645,7478249,2,5,10,0,0,40,56
Tiered Roof,0,0,0,5785,2,645,7478250,2,5,10,0,0,8,56
Faceted Roof,0,0,0,5790,3,636,7478224,2,5,10,0,0,42,56
Faceted Roof,0,0,0,5791,3,636,7478228,2,5,10,0,0,7,56
Faceted Roof,0,0,0,5792,3,636,7478227,2,5,10,0,0,21,56
Faceted Roof,0,0,0,5793,3,636,7478225,2,5,10,0,0,40,56
Faceted Roof,0,0,0,5794,3,636,7478226,2,5,10,0,0,8,56
Domed Roof,0,0,0,5795,4,634,7478257,2,5,10,0,0,42,56
Domed Roof,0,0,0,5796,4,634,7478261,2,5,10,0,0,7,56
Domed Roof,0,0,0,5797,4,634,7478260,2,5,10,0,0,21,56
Domed Roof,0,0,0,5798,4,634,7478258,2,5,10,0,0,40,56
Domed Roof,0,0,0,5799,4,634,7478259,2,5,10,0,0,8,56
Faceted Roof,0,0,0,5800,2,629,7478243,2,5,10,0,0,42,56
Faceted Roof,0,0,0,5801,2,629,7478247,2,5,10,0,0,7,56
Faceted Roof,0,0,0,5802,2,629,7478246,2,5,10,0,0,21,56
Faceted Roof,0,0,0,5803,2,629,7478244,2,5,10,0,0,40,56
Faceted Roof,0,0,0,5804,2,629,7478245,2,5,10,0,0,8,56
Domed Roof,0,0,0,5805,3,628,7478219,2,5,10,0,0,42,56
Domed Roof,0,0,0,5806,3,628,7478223,2,5,10,0,0,7,56
Domed Roof,0,0,0,5807,3,628,7478222,2,5,10,0,0,21,56
Domed Roof,0,0,0,5808,3,628,7478220,2,5,10,0,0,40,56
Domed Roof,0,0,0,5809,3,628,7478221,2,5,10,0,0,8,56
Tiered Roof,0,0,0,5810,3,627,7478229,2,5,10,0,0,42,56
Tiered Roof,0,0,0,5811,3,627,7478237,2,5,10,0,0,7,56
Tiered Roof,0,0,0,5812,3,627,7478236,2,5,10,0,0,21,56
Tiered Roof,0,0,0,5813,3,627,7478230,2,5,10,0,0,40,56
Tiered Roof,0,0,0,5814,3,627,7478235,2,5,10,0,0,8,56
Tiered Roof,0,0,0,5815,4,626,7478267,2,5,10,0,0,42,56
Tiered Roof,0,0,0,5816,4,626,7478271,2,5,10,0,0,7,56
Tiered Roof,0,0,0,5817,4,626,7478270,2,5,10,0,0,21,56
Tiered Roof,0,0,0,5818,4,626,7478268,2,5,10,0,0,40,56
Tiered Roof,0,0,0,5819,4,626,7478269,2,5,10,0,0,8,56
Faceted Roof,0,0,0,5820,4,623,7478262,2,5,10,0,0,42,56
Faceted Roof,0,0,0,5821,4,623,7478266,2,5,10,0,0,7,56
Faceted Roof,0,0,0,5822,4,623,7478265,2,5,10,0,0,21,56
Faceted Roof,0,0,0,5823,4,623,7478263,2,5,10,0,0,40,56
Faceted Roof,0,0,0,5824,4,623,7478264,2,5,10,0,0,8,56
Domed Roof,0,0,0,5825,2,621,7478238,2,5,10,0,0,42,56
Domed Roof,0,0,0,5826,2,621,7478242,2,5,10,0,0,7,56
Domed Roof,0,0,0,5827,2,621,7478241,2,5,10,0,0,21,56
Domed Roof,0,0,0,5828,2,621,7478239,2,5,10,0,0,40,56
Domed Roof,0,0,0,5829,2,621,7478240,2,5,10,0,0,8,56
Elegant Entryway - Plum,16.8511,0,1.427,5831,1,620,7513124,2,5,11,0,613908,42,56
Elegant Entryway - Charcoal,16.8511,0,1.427,5832,1,620,7513122,2,5,11,0,613908,7,56
Elegant Entryway - Emerald,16.8511,0,1.427,5833,1,620,7513120,2,5,11,0,613908,21,56
Elegant Entryway - Ocean,16.8511,0,1.427,5834,1,620,7513118,2,5,11,0,613908,40,56
Elegant Entryway - Sapphire,16.8511,0,1.427,5835,1,620,7513116,2,5,11,0,613908,8,56
Grand Entryway - Plum,16.7481,0.0001,1.427,5837,1,619,7513125,2,5,11,0,613909,42,56
Grand Entryway - Charcoal,16.7481,0.0001,1.427,5838,1,619,7513123,2,5,11,0,613909,7,56
Grand Entryway - Emerald,16.7481,0.0001,1.427,5839,1,619,7513121,2,5,11,0,613909,21,56
Grand Entryway - Ocean,16.7481,0.0001,1.427,5840,1,619,7513119,2,5,11,0,613909,40,56
Grand Entryway - Sapphire,16.7481,0.0001,1.427,5841,1,619,7513117,2,5,11,0,613909,8,56
Stone Chimney - Nutmeg,0,0,0,6090,1,0,7509654,2,2,16,0,0,9,87
Stone Chimney - Rust,0,0,0,6091,1,0,7509653,2,2,16,0,0,32,87
Stone Chimney - Ocean,0,0,0,6092,1,0,7509652,2,2,16,0,0,8,87
Stone Chimney - Mustard,0,0,0,6093,1,0,7509651,2,2,16,0,0,44,87
Stone Chimney - Forest,0,0,0,6094,1,0,7509650,2,2,16,0,0,21,87
Scrap Metal Entry - Nutmeg,-2.9469,0.4999,2.1383,6101,1,977,7509667,2,2,11,0,602707,9,87
Scrap Metal Entry - Rust,-2.9469,0.4999,2.1383,6102,1,977,7509665,2,2,11,0,602707,32,87
Scrap Metal Entry - Ocean,-2.9469,0.4999,2.1383,6103,1,977,7509663,2,2,11,0,602707,8,87
Scrap Metal Entry - Mustard,-2.9469,0.4999,2.1383,6104,1,977,7509660,2,2,11,0,602707,44,87
Scrap Metal Entry - Forest,-2.9469,0.4999,2.1383,6105,1,977,7509657,2,2,11,0,602707,21,87
Drawbridge Entry - Rust,-4.4534,0.3277,2.4228,6107,1,976,7509669,2,2,11,0,602705,32,87
Drawbridge Entry - Nutmeg,-4.4534,0.3277,2.4228,6108,1,976,7509668,2,2,11,0,602705,9,87
Drawbridge Entry - Ocean,-4.4534,0.3277,2.4228,6109,1,976,7509661,2,2,11,0,602705,8,87
Drawbridge Entry - Mustard,-4.4534,0.3277,2.4228,6110,1,976,7509658,2,2,11,0,602705,44,87
Drawbridge Entry - Forest,-4.4534,0.3277,2.4228,6111,1,976,7509655,2,2,11,0,602705,21,87
Covered Entry - Nutmeg,-3.7703,0.1048,1.383,6113,1,975,7509666,2,2,11,0,602706,9,87
Covered Entry - Rust,-3.7703,0.1048,1.383,6114,1,975,7509664,2,2,11,0,602706,32,87
Covered Entry - Ocean,-3.7703,0.1048,1.383,6115,1,975,7509662,2,2,11,0,602706,8,87
Covered Entry - Mustard,-3.7703,0.1048,1.383,6116,1,975,7509659,2,2,11,0,602706,44,87
Covered Entry - Forest,-3.7703,0.1048,1.383,6117,1,975,7509656,2,2,11,0,602706,21,87
