ID,Value_lang,ReqID,ParentWidgetID
4932,,19,1740
4933,,208,1740
4934,,273,1740
4935,,19,1739
4936,,208,1739
4937,,273,1739
4938,,19,1738
4939,,208,1738
4940,,273,1738
4941,,19,1737
4942,,208,1737
4943,,273,1737
4944,,19,1736
4945,,208,1736
4946,,273,1736
4947,,19,1735
4948,,208,1735
4949,,273,1735
4950,,19,1727
4951,,208,1727
4952,,273,1727
4965,,2,2049
4966,,3,2049
4967,,4,2049
4968,Summon Completes In,19,1909
4969,Time remaining until Azshara's minions finish summoning.,208,1909
4970,,273,1909
4982,Demolishers,33,2054
4983,%17974w,35,2054
4984,Siege Engine,33,2055
4985,%17975w,35,2055
4994,Favor: %304198as,2,2060
4995,Favor earned.,3,2060
4996,,4,2060
4997,,212,2061
4998,,212,2062
4999,,212,2063
5000,,212,2064
5001,,212,2065
5002,,212,2066
5003,The Haunting,19,2067
5004,Time remaining...,273,2067
5005,,208,2067
5006,,14,1907
5007,,250,1907
5008,,251,1907
5009,,212,1624
5010,,277,1624
5011,,212,1915
5012,,277,1915
5013,,212,1630
5014,,277,1630
5015,,212,1916
5016,,277,1916
5017,,212,1917
5018,,277,1917
5019,,212,1631
5020,,277,1631
5021,,212,1918
5022,,277,1918
5023,,212,1921
5024,,277,1921
5025,,212,1922
5026,,277,1922
5027,,212,1923
5028,,277,1923
5029,,212,1924
5030,,277,1924
5031,,212,1925
5032,,277,1925
5033,,212,1926
5034,,277,1926
5035,,212,1927
5036,,277,1927
5037,,212,1928
5038,,277,1928
5039,,212,1929
5040,,277,1929
5041,,212,1930
5042,,277,1930
5043,,212,1931
5044,,277,1931
5045,,212,1934
5046,,277,1934
5047,,212,1932
5048,,277,1932
5049,,212,1933
5050,,277,1933
5054,,208,1621
5055,%2389fn,273,1621
5056,,208,1613
5057,%2375fn,273,1613
5058,,208,1940
5059,%2376fn,273,1940
5060,,208,1966
5061,%2377fn,273,1966
5062,Time Remaining: %8529k,2,2069
5063,,3,2069
5064,,4,2069
5065,Purple Team: %3600w Players Remaining,2,2070
5066,,3,2070
5067,,4,2070
5068,Gold Team: %3601w Players Remaining,2,2071
5069,,3,2071
5070,,4,2071
5071,%18010w,15,2072
5072,%18012w,15,2073
5075,Testing UI Widgets,19,2076
5076,This is a UI tool tip.,208,2076
5077,,273,2076
5083,|A:QuestDaily:0:0:0:0|a Quest Available,52,2080
5084,|A:QuestDaily:0:0:0:0|a Quest Available,52,2081
5085,|A:QuestDaily:0:0:0:0|a Quest Available,52,2082
5086,|A:QuestDaily:0:0:0:0|a Quest Available,52,2083
5087,|A:QuestDaily:0:0:0:0|a Quest Available,52,2084
5088,|A:QuestDaily:0:0:0:0|a Quest Available,52,2085
5090,Test,275,1939
5092,,204,2087
5093,Snowblossom Village,205,2087
5094,,204,2088
5095,Snowblossom Village,205,2088
5096,,204,2089
5097,Snowblossom Village,205,2089
5098,,204,2090
5099,Crestfall,205,2090
5100,,204,2091
5101,Crestfall,205,2091
5102,,204,2092
5103,Crestfall,205,2092
5104,%316557n,52,2093
5105,%316557n,52,2094
5114,Recruiting this ally will add daily quests to your map.,394,2080
5115,Recruiting this ally will add daily quests to your map.,394,2081
5116,Recruiting this ally will add daily quests to your map.,394,2082
5117,Recruiting this ally will add daily quests to your map.,394,2083
5118,Recruiting this ally will add daily quests to your map.,394,2084
5119,Recruiting this ally will add daily quests to your map.,394,2085
5122,Time Remaining: %17754k,2,2098
5123,Time Remaining,3,2098
5124,,4,2098
5125,%2vn,52,2099
5126,,394,2099
5128,%2vn,52,2100
5129,,394,2100
5130,%2vt,52,2101
5131,,394,2101
5133,%16629w,15,2102
5134,%16628w,15,2103
5135,%9385w,15,2104
5136,%9384w,15,2105
5176,,212,2120
5177,%311344d,277,2120
5178,- Defeat Thrall to end the Vision,52,2121
5179,,394,2121
5180,%311344n,52,2122
5181,,394,2122
5184,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2124
5185,,394,2124
5186,,394,2125
5187,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2125
5188,,394,2126
5189,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2126
5190,,394,2127
5191,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2127
5193,,394,2093
5195,,394,2094
5204,Eye of the Jailer,407,2128
5205,Eye of the Jailer,413,2128
5206,,31,1747
5207,,32,1747
5212,,19,2130
5213,,208,2130
5214,,273,2130
5227,Assaults Repelled,19,2134
5228,,273,2134
5229,,208,2134
5230,Anima Collector progress:,19,2135
5231,,273,2135
5232,,208,2135
5233,,208,1622
5234,Trashin' the Camp: Camp Disrupted,19,2136
5235,,273,2136
5236,Draw the attention of Warden Iaxa by disrupting the camp.,208,2136
5237,- Aid Kelsey and play with explosives,52,2137
5238,,394,2137
5239,Corrupted Area,52,2138
5240,,394,2138
5241,,212,2139
5242,%18206w Sanity drained per sec.,277,2139
5249,- Defeat Alleria to end the Vision,52,2143
5250,,394,2143
5251,Tainted Area,52,2144
5252,,394,2144
5253,,212,2145
5254,%18205w Sanity drained per sec.,277,2145
5255,- Free the captives,52,2146
5256,,394,2146
5257,Corrupted Area,52,2147
5258,,394,2147
5259,,212,2148
5260,%18206w Sanity drained per sec.,277,2148
5267,- Assist Valeera with some |nDefias Company downsizing,52,2152
5268,,394,2152
5269,Lost Area,52,2153
5270,,394,2153
5271,,212,2154
5272,%18207w Sanity drained per sec.,277,2154
5279,- Stop Magister Umbric's assault,52,2158
5280,,394,2158
5281,Lost Area,52,2159
5282,,394,2159
5283,,212,2160
5284,%18207w Sanity drained per sec.,277,2160
5294,Damaged Ballista,19,2165
5295,,208,2165
5296,,273,2165
5297,,19,2166
5298,Venthyr suffer immensely in the Light. They will slowly lose control of themselves.,208,2166
5299,Willpower,273,2166
5300,,19,2167
5301,,208,2167
5302,,273,2167
5303,Time Remaining: %18214k,2,2168
5304,,4,2168
5305,Time remaining until the Honeyback Harvester returns.,3,2168
5306,,19,2170
5307,,273,2170
5308,,208,2170
5309,,273,1626
5310,,273,1627
5311,,273,1628
5312,,273,1629
5313,,273,1632
5330,,19,2169
5331,,273,2169
5332,,208,2169
5424,Select a Pod to Rejuvenate,14,2212
5425,Primal Alkorn,250,2212
5426,Elder Dunmira,251,2212
5427,,212,2213
5428,Sanity Restoration Orbs remaining: %18209w,277,2213
5429,,212,2214
5430,,277,2214
5436,,14,2216
5437,Alliance Player Reinforcements remaining.,250,2216
5438,Horde Player Reinforcements remaining.,251,2216
5447,,19,2219
5448,,273,2219
5449,,208,2219
5453,,19,2221
5454,,273,2221
5455,,208,2221
5456,|Hspell:331380|h,275,2528
5457,%310636as%,52,2223
5458,,394,2223
5459,,394,2007
5460,,394,2006
5461,,394,2015
5462,%2vt,52,2224
5463,,394,2224
5473,Tainted Area,52,2227
5474,,394,2227
5475,,212,2228
5476,%18205w Sanity drained per sec.,277,2228
5477,,394,2014
5478,,394,2008
5479,,394,2009
5480,,394,2011
5481,,394,2012
5482,,212,2229
5483,|n%306413d,277,2229
5484,%306413n,52,2230
5485,,394,2230
5486,,212,2231
5487,%316707d,277,2231
5488,%316707n,52,2232
5489,,394,2232
5490,,212,2233
5491,|n%306888d,277,2233
5492,%306888n,52,2234
5493,,394,2234
5494,,212,2235
5495,%306241d,277,2235
5496,%306241n,52,2236
5497,,394,2236
5498,,212,2237
5499,%306954d,277,2237
5500,%306954n,52,2238
5501,,394,2238
5502,,212,2239
5503,%311389d,277,2239
5504,%311389n,52,2240
5505,,394,2240
5506,,212,2241
5507,%306241d,277,2241
5508,%306241n,52,2242
5509,,394,2242
5510,,212,2243
5511,%306954d,277,2243
5512,%306954n,52,2244
5513,,394,2244
5514,,212,2245
5515,%311389d,277,2245
5516,%311389n,52,2246
5517,,394,2246
5518,,212,2247
5519,%306531d,277,2247
5520,%306531n,52,2248
5521,,394,2248
5522,,212,2249
5523,%306579d,277,2249
5524,%306579n,52,2250
5525,,394,2250
5526,,212,2251
5527,%306531d,277,2251
5528,%306531n,52,2252
5529,,394,2252
5530,,212,2253
5531,%306579d,277,2253
5532,%306579n,52,2254
5533,,394,2254
5534,%306888n,52,2255
5535,,394,2255
5536,%306413n,52,2256
5537,,394,2256
5538,%311344n,52,2257
5539,,394,2257
5540,%316707n,52,2258
5541,,394,2258
5542,,212,2259
5543,|n%306888d,277,2259
5544,,212,2260
5545,%306413d,277,2260
5546,,212,2261
5547,%311344d,277,2261
5548,,212,2262
5549,%316707d,277,2262
5552,%306241n,52,2264
5553,,394,2264
5554,%311389n,52,2265
5555,,394,2265
5556,%306954n,52,2266
5557,,394,2266
5558,,212,2267
5559,%306241d,277,2267
5562,,212,2269
5563,%311389d,277,2269
5564,,212,2270
5565,%306954d,277,2270
5566,,394,2271
5567,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2271
5570,%306241n,52,2273
5571,,394,2273
5572,%311389n,52,2274
5573,,394,2274
5574,%306954n,52,2275
5575,,394,2275
5578,,212,2277
5579,%306241d,277,2277
5580,,212,2278
5581,%311389d,277,2278
5582,,212,2279
5583,%306954d,277,2279
5584,,394,2280
5585,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2280
5586,,394,2281
5587,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2281
5588,,212,2282
5589,%316557d,277,2282
5590,,212,2283
5591,%306531d,277,2283
5592,,212,2284
5593,%306579d,277,2284
5594,%316557n,52,2285
5595,,394,2285
5596,%306531n,52,2286
5597,,394,2286
5598,%306579n,52,2287
5599,,394,2287
5600,,394,2288
5601,"|cffff2020 Warning! This area is very challenging. |n Upgrade Ashjra'kamas, Shroud of Resolve.",52,2288
5602,,212,2289
5603,%316557d,277,2289
5604,,212,2290
5605,%306531d,277,2290
5606,,212,2291
5607,%306579d,277,2291
5608,%316557n,52,2292
5609,,394,2292
5610,%306531n,52,2293
5611,,394,2293
5612,%306579n,52,2294
5613,,394,2294
5617,"I SEE YOU, MAW-WALKER. BEGONE FROM MY TOWER!",52,2296
5618,You cannot progress any further.,394,2296
5627,Pool of Potions,19,2299
5628,,208,2299
5629,,273,2299
5630,,14,2074
5631,,250,2074
5632,,251,2074
5636,,19,2302
5637,,273,2302
5638,,208,2302
5639,Testing: %17569x %17569w,52,2303
5640,,394,2303
5642,,212,2304
5643,,277,2304
5644,,212,2305
5645,,277,2305
5646,,212,2306
5647,,277,2306
5648,,212,2307
5649,,277,2307
5650,,212,2308
5651,,277,2308
5652,,212,2309
5653,,277,2309
5656,,212,2311
5657,,277,2311
5658,,212,2312
5659,,277,2312
5660,,212,2313
5661,,277,2313
5662,,212,2314
5663,,277,2314
5664,,212,2315
5665,,277,2315
5666,,212,2316
5667,,277,2316
5668,Deaths: %18581w/%18582w,2,2317
5669,Dying will attract the attention of Torghast's defender.,3,2317
5670,,4,2317
5671,The Tarragrue is here! Hurry!,2,2318
5672,Find the floor's exit before he blocks your way!,3,2318
5673,,4,2318
5680,Current Level: %0jl,2,2320
5681,You have climbed %0ji |4floor:floors; of the tower.,3,2320
5682,,4,2320
5683,Guests arrive in:,19,2515
5684,,273,2515
5685,|Hspell:336623|h,208,2515
5686,,212,2322
5687,,277,2322
5688,,212,2323
5689,,277,2323
5690,,212,2324
5691,,277,2324
5692,,212,2325
5693,,277,2325
5694,,212,2326
5695,,277,2326
5696,,212,2327
5697,,277,2327
5698,,212,2328
5699,,277,2328
5702,,212,2330
5703,,277,2330
5704,,212,2331
5705,,277,2331
5706,,212,2332
5707,,277,2332
5708,Total Phantasma: %1728c,2,2333
5709,,3,2333
5710,,4,2333
5711,,394,1749
5712,,14,967
5713,Number of Ingredients gathered by the Alliance,250,967
5714,Number of Ingredients gathered by the Horde,251,967
5742,|cFFFFFFFFFatigue|r|nFlying in N'Zoth's presence is fatiguing your mounts.|nAt 0 your mounts become |cFFFF0000Exhausted|r.|nRegenerates while grounded.,275,2334
5743,,19,2340
5744,,208,2340
5745,%2432fn,273,2340
5746,|Hspell:317002|h,275,2341
5747,,19,2342
5748,%2427fn,273,2342
5749,,208,2342
5798,,273,1333
5802,3/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2362
5803,,273,2362
5804,"Eye of the Jailer|nTier 3/5|n|nYour actions the Maw incur the Eye of the Jailer, which will bring about increasing threats.|n|nCurrent Threats:|n|cFFFFFFFFSoulseekers attack you on sight|n|nTowers bombard your location, dealing damage and slowing you|n|nAssassins are sent to kill you|r|n|nNext Threat:|n|cFFFFFFFFElite Assassins|r",208,2362
5805,0/5: |TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2359
5806,,273,2359
5807,"Eye of the Jailer|nTier 0/5|n|nYour actions the Maw incur the Eye of the Jailer, which will bring about increasing threats.|n|nCurrent Threats:|n|cFFFFFFFFNone|r|n|nNext Threat:|n|cFFFFFFFFSoulseekers|r",208,2359
5808,4/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2363
5809,,273,2363
5810,"Eye of the Jailer|nTier 4/5|n|nYour actions the Maw incur the Eye of the Jailer, which will bring about increasing threats.|n|nCurrent Threats:|n|cFFFFFFFFSoulseekers attack you on sight|n|nTowers bombard your location, dealing damage and slowing you|n|nElite assassins are sent to kill you|r|n|nNext Threat:|n|cFFFFFFFFImmediate Extermination|r",208,2363
5811,1/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2360
5812,,273,2360
5813,"Eye of the Jailer|nTier 1/5|n|nYour actions the Maw incur the Eye of the Jailer, which will bring about increasing threats.|n|nCurrent Threats:|n|cFFFFFFFFSoulseekers attack you on sight|r|n|nNext Threat:|n|cFFFFFFFFBombardment|r",208,2360
5814,2/5: |TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TINTERFACE\ICONS\ACHIEVEMENT_DUNGEON_CLASSICRAIDER.BLP:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t|TInterface\ICONS\artifactability_BalanceDruid_NewMoon.blp:32|t,19,2361
5815,,273,2361
5816,"Eye of the Jailer|nTier 2/5|n|nYour actions the Maw incur the Eye of the Jailer, which will bring about increasing threats.|n|nCurrent Threats:|n|cFFFFFFFFSoulseekers attack you on sight|n|nTowers bombard your location, dealing damage and slowing you|r|n|nNext Threat:|n|cFFFFFFFFAssassins|r",208,2361
5817,%1751c,56,2364
5818,"Rescue Freed Souls from the Maw, then return them to your covenant sanctum.",57,2364
5819,,59,2364
5820,,60,2364
5821,,62,2364
5822,,63,2364
5823,,67,2364
5824,,66,2364
5825,Souls,72,2364
5826,,73,2364
5827,,74,2364
5828,,75,2364
5829,Current Level: %0jl,52,2365
5830,You have climbed %0ji |4floor:floors; of the tower.,394,2365
5831,%174942ic,56,2366
5832,Bring Stygia to Ve'nari in the Maw to purchase Cyphers.,57,2366
5833,,59,2366
5834,,60,2366
5835,,62,2366
5836,,63,2366
5837,,67,2366
5838,,66,2366
5839,Stygia,72,2366
5840,,73,2366
5841,,74,2366
5842,,75,2366
5852,,19,2220
5853,,273,2220
5854,,208,2220
5858,Test Text %qr,15,2371
5860,Exanima Breach,19,2371
5861,Entropic Exanima slain,273,2371
5862,|Hquestreward:60344|h,208,2371
5891,,212,2382
5892,,277,2382
5901,,19,2388
5902,Anima Remaining,273,2388
5903,,208,2388
5904,Zone 1 State 1 Test,342,2389
5905,Zone 1 State 2 Test,348,2389
5906,Zone 2 State 1 Test,356,2389
5907,Zone 2 State 2 Test,362,2389
5908,Zone 3 State 1 Test,370,2389
5909,Zone 3 State 2 Test,376,2389
5910,Zone 4 State 1 Test,384,2389
5911,Zone 4 State 2 Test,390,2389
5912,New Calling Available!     ,2,2390
5913,bbbb,3,2390
5914,,4,2390
5915,"This will eventually cast a spell that takes you to Bastion, for now you can just type ""cast Call to Bastion"" in console to replicate the effect.",212,2391
5916,New Calling Available!     ,277,2391
5922,,19,2394
5923,You're late for a very important date!,208,2394
5924,Time Remaining,273,2394
5925,,19,2395
5926,Lost Sybille refuses to give into the Light.,208,2395
5927,Willpower,273,2395
5928,Halkias' Anima,19,2396
5929,Halkias' Anima,273,2396
5930,"Defeating Shards of Halkias will unleash their Anima, freeing the Goliath.",208,2396
5944,,19,2399
5945,,273,2399
5946,Bottled Anima,208,2399
5947,,19,2400
5948,,273,2400
5949,Sins and Suffering,208,2400
5950,,19,2401
5951,,273,2401
5952,Concentrated Anima,208,2401
5953,,19,2402
5954,Prince Renathal's Mana,273,2402
5955,,208,2402
5974,,15,2486
5975,|Hitem:178886|hMood: Miserable,212,2486
5976, ,277,2486
5977,|Hitem:178677|hCurrent Happiness: %18981w,212,2404
5978,Prince Renathal,277,2404
5979,,15,2404
5980,|Hitem:178677|hCurrent Happiness: %18981w,212,2405
5981,Prince Renathal,277,2405
5982,,15,2405
5983,|Hitem:178677|hCurrent Happiness: %18981w,212,2406
5984,Prince Renathal,277,2406
5985,,15,2406
5986,|Hitem:178677|hMiserable,212,2407
5987, ,277,2407
5988,,19,2408
5989,,273,2408
5990,,208,2408
5991,,212,2409
5992,,277,2409
5993,,212,2410
5994,,277,2410
5995,,212,2411
5996,,277,2411
5997,,212,2412
5998,,277,2412
5999,,212,2413
6000,,277,2413
6001,,212,2414
6002,,277,2414
6003,,212,2415
6004,,277,2415
6005,,19,2416
6006,,208,2416
6007,%2446fn,273,2416
6008,,19,2417
6009,,208,2417
6010,%2452fn,273,2417
6011,,19,2418
6012,,208,2418
6013,%2454fn,273,2418
6014,,19,2419
6015,,208,2419
6016,%2455fn,273,2419
6017,,212,2420
6018,,277,2420
6019,,212,2421
6020,,277,2421
6021,,212,2422
6022,,277,2422
6023,,212,2423
6024,,277,2423
6025,,212,2424
6026,,277,2424
6027,,212,2425
6028,,277,2425
6029,,212,2426
6030,,277,2426
6031,,212,2427
6032,,277,2427
6033,,212,2428
6034,,277,2428
6035,,212,2429
6036,,277,2429
6037,,212,2430
6038,,277,2430
6039,,212,2431
6040,,277,2431
6041,,277,2432
6042,,212,2432
6043,,212,2433
6044,,277,2433
6045,,212,2434
6046,,277,2434
6047,,212,2435
6048,,277,2435
6049,,212,2436
6050,,277,2436
6051,,212,2437
6052,,277,2437
6053,,212,2438
6054,,277,2438
6055,,212,2439
6056,,277,2439
6057,,212,2440
6058,,277,2440
6059,,212,2441
6060,,277,2441
6061,,212,2442
6062,,277,2442
6063,,212,2443
6064,,277,2443
6065,,277,2444
6066,,212,2444
6067,,212,2445
6068,,277,2445
6069,,212,2446
6070,,277,2446
6071,,212,2447
6072,,277,2447
6073,,212,2448
6074,,277,2448
6075,,212,2449
6076,,277,2449
6077,,212,2450
6078,,277,2450
6079,,212,2451
6080,,277,2451
6081,,277,2452
6082,,212,2452
6083,,212,2453
6084,,277,2453
6085,,212,2454
6086,,277,2454
6087,,212,2455
6088,,277,2455
6090,,212,2457
6091, ,277,2457
6092,,19,2458
6093,,273,2458
6094,Bottled Anima,208,2458
6095,,19,2459
6096,,273,2459
6097,Sins and Suffering,208,2459
6098,,19,2460
6099,,273,2460
6100,Concentrated Anima,208,2460
6101,,212,2461
6102, ,277,2461
6103,,212,2462
6104, ,277,2462
6105,,212,2463
6106, ,277,2463
6107,|Hitem:178886|hMood: Uncomfortable,212,2485
6108, ,277,2485
6109,,15,2485
6110,|Hitem:178886|hMood: Happy,212,2484
6111, ,277,2484
6112,,15,2484
6113,|Hitem:178886|hMood: Elated,212,2483
6114, ,277,2483
6115,,15,2483
6116,|Hitem:178887|hMood: Miserable,212,2468
6117, ,277,2468
6118,,15,2468
6119,|Hitem:178887|hMood: Uncomfortable,212,2469
6120, ,277,2469
6121,,15,2469
6122,|Hitem:178887|hMood: Happy,212,2470
6123, ,277,2470
6124,,15,2470
6125,|Hitem:178887|hMood: Elated,212,2471
6126, ,277,2471
6127,,15,2471
6128,|Hitem:178888|hMood: Miserable,212,2472
6129, ,277,2472
6130,,15,2472
6131,|Hitem:178888|hMood: Uncomfortable,212,2473
6132, ,277,2473
6133,,15,2473
6134,|Hitem:178888|hMood: Happy,212,2474
6135, ,277,2474
6136,,15,2474
6137,|Hitem:178888|hMood: Elated,212,2475
6138, ,277,2475
6139,,15,2475
6140,|Hitem:178889|hMood: Miserable,212,2476
6141, ,277,2476
6142,,15,2476
6143,|Hitem:178677|hCurrent Happiness: %18981w,212,2481
6144, ,277,2481
6145,,15,2481
6146,|Hitem:178677|hCurrent Happiness: %18981w,212,2482
6147, ,277,2482
6148,,15,2482
6149,|Hitem:178677|hCurrent Happiness: %18981w,212,2480
6150, ,277,2480
6151,,15,2480
6152,|Hitem:178886|hMood: Uncomfortable,212,2465
6153, ,277,2465
6154,,212,2518
6155, ,277,2518
6156,|Hitem:178886|hMood: Miserable,212,2464
6157, ,277,2464
6158,|Hitem:178886|hMood: Happy,212,2466
6159, ,277,2466
6160,|Hitem:178886|hMood: Elated,212,2467
6161, ,277,2467
6162,|Hitem:178889|hMood: Elated,212,2479
6163, ,277,2479
6164,|Hitem:178889|hMood: Happy,212,2478
6165, ,277,2478
6166,|Hitem:178889|hMood: Uncomfortable,212,2477
6167, ,277,2477
6168,|Hitem:178677|hCurrent Happiness: %18981w,212,2487
6169,Prince Renathal,277,2487
6170,,15,2487
6171,|Hitem:178886|hMood: Very Happy,212,2488
6172, ,277,2488
6173,|Hitem:178887|hMood: Very Happy,212,2489
6174, ,277,2489
6175,,15,2489
6176,|Hitem:178888|hMood: Very Happy,212,2490
6177, ,277,2490
6178,,15,2490
6179,|Hitem:178889|hMood: Very Happy,212,2491
6180, ,277,2491
6181,|Hitem:178677|hCurrent Happiness: %18981w,212,2492
6182, ,277,2492
6183,,15,2492
6184,|Hitem:178886|hMood: Very Happy,212,2493
6185, ,277,2493
6186,,15,2493
6187,|Hitem:178887|hMood: Miserable,212,2494
6188, ,277,2494
6189,,15,2494
6190,|Hitem:178887|hMood: Uncomfortable,212,2495
6191, ,277,2495
6192,,15,2495
6193,|Hitem:178887|hMood: Happy,212,2496
6194, ,277,2496
6195,,15,2496
6196,|Hitem:178887|hMood: Very Happy,212,2497
6197, ,277,2497
6198,,15,2497
6199,|Hitem:178887|hMood: Elated,212,2498
6200, ,277,2498
6201,,15,2498
6202,|Hitem:178888|hMood: Miserable,212,2499
6203, ,277,2499
6204,,15,2499
6205,|Hitem:178888|hMood: Uncomfortable,212,2500
6206, ,277,2500
6207,,15,2500
6208,|Hitem:178888|hMood: Happy,212,2501
6209, ,277,2501
6210,,15,2501
6211,|Hitem:178888|hMood: Very Happy,212,2502
6212, ,277,2502
6213,,15,2502
6214,|Hitem:178888|hMood: Elated,212,2503
6215, ,277,2503
6216,,15,2503
6217,|Hitem:178889|hMood: Miserable,212,2504
6218, ,277,2504
6219,,15,2504
6220,|Hitem:178889|hMood: Uncomfortable,212,2505
6221, ,277,2505
6222,,15,2505
6223,|Hitem:178889|hMood: Happy,212,2506
6224, ,277,2506
6225,,15,2506
6226,|Hitem:178889|hMood: Very Happy,212,2507
6227, ,277,2507
6228,,15,2507
6229,|Hitem:178889|hMood: Elated,212,2508
6230, ,277,2508
6231,,15,2508
6250,,19,2513
6251,Teapot Temperature,273,2513
6252,Serve the tea before it gets cold! (|cfffb95ff+Formal|r),208,2513
6253,Pieces Caught: %329473as/5,19,2514
6254,Time Remaining,273,2514
6255,Catch all five pieces before they break! (|cfff2e699+Bonus Happiness|r),208,2514
6256,Court closes in:,19,2517
6257,,273,2517
6258,|Hspell:336622|h,208,2517
6259,,212,2519
6260, ,277,2519
6261,,212,2520
6262, ,277,2520
6263,,212,2521
6264, ,277,2521
6265,,212,2522
6266, ,277,2522
6267,,212,2523
6268, ,277,2523
6269,,212,2524
6270, ,277,2524
6271,,212,2525
6272, ,277,2525
6273,,212,2526
6274, ,277,2526
6275,,212,2527
6276, ,277,2527
6280,Guest Preferences,52,2529
6281,,394,2529
6282,Court Atmosphere,52,2530
6283,|Hspell:336484|h,394,2530
6288,|Hspell:331385|h,275,2535
6289,|Hspell:331384|h,275,2536
6290,|Hspell:331383|h,275,2537
6291,|Hspell:331382|h,275,2538
6309,Tarragrue arrives in:,19,2321
6310,Hurry!,273,2321
6311,Get to the exit quickly!,208,2321
6314,Total Score: %19343w,52,2509
6315,|Hspell:336491|h,394,2509
6316,,212,2403
6317,,277,2403
6318,,415,2515
6319,,212,2539
6320,,277,2539
6321,,212,2541
6322,,277,2541
6325,,19,2380
6326,,273,2380
6327,Vat of Iniquity,208,2380
6328,,19,2456
6329,,273,2456
6330,Vat of Iniquity,208,2456
6341,,212,2546
6342, ,277,2546
6343,,212,2547
6344, ,277,2547
6345,,212,2548
6346, ,277,2548
6347,,212,2549
6348, ,277,2549
6349,,212,2550
6350, ,277,2550
6351,,212,2551
6352, ,277,2551
6353,,212,2552
6354, ,277,2552
6359,,212,2554
6360,,277,2554
6361,,212,2553
6362,,277,2553
6363,,212,2555
6364,,277,2555
6365,,212,2556
6366,,277,2556
6367,,212,2557
6368,,277,2557
6369,,212,2558
6370,,277,2558
6371,,212,2559
6372,,277,2559
6373,Gifts from your guests,52,2560
6374,,394,2560
6375,Gifts from your host,52,2561
6376,,394,2561
6377,,212,2562
6378,,277,2562
6379,,19,2563
6380,,208,2563
6381,,273,2563
6382,,19,2564
6383,,208,2564
6384,,273,2564
6385,,19,2565
6386,,208,2565
6387,,273,2565
6388,,19,2566
6389,,208,2566
6390,,273,2566
6391,,19,2567
6392,,208,2567
6393,,273,2567
6394,,19,2568
6395,,208,2568
6396,,273,2568
6397,,19,2569
6398,,208,2569
6399,,273,2569
6403,,212,2571
6404,,277,2571
6405,,212,2572
6406,,277,2572
6407,,19,2573
6408,Guests Served,273,2573
6409,Find hungry and thirsty guests to serve! (|cff1b8729+Decadent|r),208,2573
6410,,212,2574
6411,,277,2574
6416,,212,2577
6417,,277,2577
6420,,212,2579
6421,,277,2579
6422,,19,2580
6423,Teapot Temperature,273,2580
6424,Serve the tea before it gets cold!,208,2580
6425,,212,2581
6426,,277,2581
6427,,19,2582
