ID,BattlePetAbilityTurnID,OrderIndex,BattlePetEffectPropertiesID,AuraBattlePetAbilityID,BattlePetVisualID,Param[0],Param[1],Param[2],Param[3],Param[4],Param[5]
1067,905,1,24,0,0,40,50,0,0,0,0
1068,906,1,24,0,0,20,100,0,0,0,0
1069,907,1,24,0,601,6,100,0,0,0,0
1070,908,1,24,0,601,8,50,0,0,0,0
1071,908,2,24,0,601,8,50,0,1,0,0
1072,910,1,24,0,0,12,100,0,0,0,0
1073,910,2,54,379,0,1,100,4,0,0,0
1074,911,1,24,0,0,15,100,0,0,0,0
1075,912,1,54,633,0,10,100,5,0,0,0
1076,913,1,24,0,0,3,100,1,0,0,0
1077,914,1,50,635,0,0,100,9,0,0,0
1078,915,1,50,637,0,0,100,3,0,0,0
1079,916,1,22,0,0,0,100,0,0,0,0
1083,920,1,24,0,0,5,100,1,0,0,0
1084,921,1,24,0,0,16,100,0,0,0,0
1085,922,1,24,0,571,4,100,0,0,0,0
1086,923,1,24,0,571,9,50,0,0,0,0
1087,923,2,24,0,571,8,50,0,1,0,0
1088,924,1,0,0,0,0,100,0,0,0,0
1089,925,1,24,0,487,12,100,0,0,0,0
1090,925,2,24,0,487,6,100,0,1,0,0
1091,925,3,24,0,487,6,100,0,1,0,0
1092,926,1,24,0,487,14,100,0,0,0,0
1093,926,2,24,0,487,7,100,0,0,0,0
1094,926,3,24,0,487,7,100,0,0,0,0
1095,927,1,24,0,487,16,100,0,0,0,0
1096,927,2,24,0,487,8,100,0,1,0,0
1097,927,3,24,0,487,8,100,0,1,0,0
1099,928,1,26,852,0,0,100,1,0,0,0
1100,929,1,222,0,0,30,100,40,0,0,0
1101,929,2,49,852,0,100,0,0,0,0,0
1102,930,1,24,0,0,30,100,0,0,0,0
1103,930,2,177,0,0,149,0,0,0,0,0
1104,931,1,24,0,0,10,100,0,0,0,0
1105,932,1,24,0,0,20,100,0,0,0,0
1106,933,1,24,0,0,13,100,0,0,0,0
1107,933,2,24,0,0,13,100,0,0,0,0
1108,935,1,24,0,0,20,100,0,0,0,0
1109,937,1,24,0,0,10,100,1,0,0,0
1110,936,1,230,653,335,0,100,4,0,68,1
1111,938,1,24,0,0,40,100,0,0,0,0
1112,938,2,52,174,0,1,100,1,0,0,0
1113,939,1,24,0,0,20,100,0,0,0,0
1115,942,1,23,0,337,4,100,0,0,0,0
1116,941,1,24,0,0,16,100,0,0,0,0
1117,941,2,50,658,0,1,100,5,0,0,0
1118,943,1,24,0,0,20,100,0,0,0,0
1119,943,2,54,660,0,0,100,0,0,0,0
1120,944,1,24,0,0,3,100,0,0,0,0
1121,945,1,24,0,0,3,100,0,0,0,0
1122,946,1,24,0,0,3,100,0,0,0,0
1123,947,1,24,0,0,3,100,0,0,0,0
1124,948,1,24,0,0,3,100,0,0,0,0
1125,949,1,24,0,0,3,100,0,0,0,0
1126,945,2,54,661,0,0,100,0,0,0,0
1127,947,2,54,662,0,0,100,0,0,0,0
1128,950,1,68,0,0,15,100,0,0,0,0
1129,950,2,54,664,0,0,100,4,0,0,0
1130,951,1,62,0,0,5,100,0,0,0,0
1131,952,1,144,0,0,0,0,0,0,0,0
1132,953,1,24,0,0,13,100,0,0,0,0
1133,956,1,24,0,0,15,100,0,0,0,0
1134,956,2,177,0,0,149,0,0,0,0,0
1135,957,1,50,671,0,0,100,9,1,0,0
1163,733,3,24,0,571,10,50,0,1,0,0
1164,733,4,24,0,571,10,50,0,1,0,0
1165,733,5,50,154,0,0,50,3,0,127,0
1166,730,2,158,0,0,0,0,0,0,0,0
1167,743,2,50,516,0,0,100,3,0,0,0
1168,742,1,24,0,0,18,100,0,0,0,0
1169,978,1,24,0,0,4,100,1,0,0,0
1177,747,1,50,683,0,0,100,15,0,0,0
1178,747,2,159,0,0,0,0,0,0,0,0
1182,1004,1,62,0,0,200,100,0,0,0,0
1279,1077,1,24,0,571,3,100,0,0,0,0
1280,1077,2,24,0,571,3,100,0,1,0,0
1281,1077,3,24,0,571,3,100,0,1,0,0
1282,1077,4,50,542,0,0,100,2,1,0,0
1283,1078,1,24,0,571,5,100,0,0,0,0
1284,1078,2,24,0,571,5,100,0,1,0,0
1285,1078,3,24,0,571,5,100,0,1,0,0
1286,1078,4,50,542,0,0,100,2,1,0,0
1287,1079,1,24,0,571,7,100,0,0,0,0
1288,1079,2,24,0,571,7,100,0,1,0,0
1289,1079,3,24,0,571,7,100,0,1,0,0
1290,1079,4,50,542,0,0,100,2,1,0,0
1291,1080,1,62,0,0,10,100,0,0,0,0
1292,550,2,26,485,0,0,100,3,0,0,0
1293,923,3,24,0,571,9,50,0,1,0,0
1294,923,4,24,0,571,8,50,0,1,0,0
1295,923,5,50,641,0,0,200,3,0,0,0
1296,319,3,24,0,571,9,80,0,1,0,0
1297,319,4,50,166,0,0,200,4,0,0,0
1302,1087,1,28,853,0,0,100,0,0,0,0
1304,1088,1,49,853,0,100,0,0,0,0,0
1305,428,3,24,0,571,10,100,0,1,0,0
1306,428,4,29,0,571,10,100,0,64,0,0
1307,542,2,52,338,0,1,100,2,0,0,0
1308,1089,1,54,711,0,0,100,4,3,0,0
1309,1090,1,24,0,0,3,100,0,0,0,0
1310,1091,1,222,0,0,21,100,40,0,0,0
1311,1092,1,24,0,0,10,100,0,0,0,0
1312,1092,2,158,0,0,0,0,0,0,0,0
1313,1092,3,24,0,0,10,50,0,0,0,0
1314,1093,1,79,0,0,20,1000,0,0,0,0
1315,1093,2,116,0,0,0,100,0,0,0,0
1316,1094,1,79,0,0,20,1000,0,0,0,0
1318,1090,2,24,0,0,3,100,0,1,0,0
1319,1090,3,24,0,0,3,100,0,1,0,0
1320,1096,1,111,0,0,100,100,0,0,0,0
1321,1096,2,111,0,0,100,100,0,0,0,0
1322,1096,3,111,0,0,100,100,0,0,0,0
1323,1096,4,111,0,0,100,100,0,0,0,0
1324,1097,1,79,0,0,20,100,0,0,0,0
1325,1097,2,116,0,0,0,100,0,0,0,0
1326,1098,1,79,0,0,20,-1000,0,0,0,0
1330,1103,1,24,0,0,40,100,0,0,0,0
1331,1103,2,49,635,0,200,0,0,0,0,0
1332,817,1,24,0,0,15,100,0,0,0,0
1333,1106,1,79,0,0,20,10000,0,0,0,0
1334,1106,2,116,0,0,0,0,0,0,0,0
1335,1107,1,79,0,0,20,-10000,0,0,0,0
1336,908,3,24,0,601,8,50,0,1,0,0
1337,908,4,24,0,601,8,50,0,1,0,0
1338,908,5,50,627,0,0,200,3,0,0,0
1339,1108,1,31,0,0,28,0,0,0,0,0
1340,1109,1,31,0,0,28,1,0,0,0,0
1342,934,1,24,0,0,17,100,0,0,0,0
1343,934,2,52,248,0,1,100,2,0,0,0
1344,950,3,135,0,0,100,100,0,0,0,0
1345,369,2,80,203,0,0,200,5,0,0,0
1346,371,2,80,205,0,0,200,9,0,0,0
1347,1111,1,52,248,0,0,200,3,0,0,0
1348,827,1,24,0,0,36,100,0,0,0,0
1349,827,2,80,718,0,0,200,9,0,0,0
1350,327,2,80,171,0,0,200,9,0,0,0
1353,672,2,80,454,0,0,200,5,0,0,0
1354,401,2,23,0,605,9,100,0,0,0,0
1355,401,3,23,0,605,9,100,0,0,0,0
1356,401,4,80,229,0,0,200,9,0,0,0
1357,620,2,24,0,604,15,100,0,0,0,0
1358,620,3,24,0,604,15,100,0,0,0,0
1359,620,4,80,403,0,0,200,9,0,0,0
1360,607,2,158,0,0,0,0,0,0,0,0
1361,607,3,24,0,0,10,50,0,0,0,0
1363,1115,1,31,0,0,100,0,0,0,0,0
1364,1116,1,31,0,0,100,1,0,0,0,0
1365,1116,2,123,0,0,0,100,0,0,0,0
1368,670,2,121,0,0,50,0,0,0,0,0
1369,670,3,122,0,0,0,0,0,0,0,0
1370,670,4,26,720,0,0,100,3,0,0,0
1371,1118,1,79,0,0,20,10000,0,0,0,0
1372,1118,2,116,0,0,0,100,0,0,0,0
1373,1119,1,79,0,0,20,-10000,0,0,0,0
1376,436,2,24,0,498,6,100,0,0,0,0
1377,436,3,24,0,498,6,100,0,0,0,0
1378,436,4,23,0,499,6,101,0,0,0,0
1379,436,5,23,0,499,6,101,0,0,0,0
1380,436,6,23,0,499,6,101,0,0,0,0
1381,436,7,80,596,0,0,200,9,0,0,0
1382,679,2,80,403,0,0,200,9,0,0,0
1383,830,1,24,0,0,10,100,0,0,0,0
1384,830,2,50,721,0,0,100,4,0,0,0
1385,1120,1,77,725,0,0,100,0,0,0,0
1387,1121,1,49,822,0,100,20,0,0,0,0
1388,1121,2,111,0,0,20,100,0,0,0,0
1389,1122,1,49,822,0,100,0,0,0,0,0
1390,1122,2,111,0,0,1,100,0,0,0,0
1392,1125,1,53,0,0,4,100,0,0,0,0
1394,676,2,158,0,0,0,0,0,0,0,0
1395,685,2,158,0,0,0,0,0,0,0,0
1396,1129,1,31,0,0,28,0,0,0,0,0
1397,1130,1,31,0,0,28,100,0,0,0,0
1398,1131,1,22,0,0,0,100,0,0,0,0
1407,1140,1,128,0,0,24,100,0,0,0,0
1408,1096,5,111,0,0,100,100,0,0,0,0
1409,1096,6,111,0,0,100,100,0,0,0,0
1410,1141,1,22,0,0,0,100,0,0,0,0
1411,822,1,24,0,0,15,100,0,0,0,0
1412,822,2,26,544,0,0,100,1,0,0,0
1413,875,1,22,0,0,5,0,0,0,0,0
1414,876,2,116,0,0,0,0,0,0,0,0
1415,821,1,24,0,0,15,100,0,0,0,0
1416,821,2,79,0,0,25,20,0,10000,0,0
1418,1143,1,168,738,0,0,100,2,0,0,0
1419,832,1,22,0,0,5,0,0,0,0,0
1420,831,2,116,0,0,0,0,0,0,0,0
1421,826,1,24,0,0,20,100,0,0,0,0
1422,826,2,156,0,0,149,0,0,0,0,0
1423,921,2,54,639,0,0,100,2,0,0,0
1425,682,2,50,462,0,1,100,2,0,0,0
1426,584,2,26,485,0,0,100,3,0,0,0
1427,834,1,24,0,0,10,100,0,0,0,0
1428,834,2,26,735,0,0,100,4,0,0,0
1429,742,2,54,677,0,0,100,2,1,0,0
1431,349,2,222,0,0,6,35,50,0,0,0
1432,349,3,222,0,0,6,35,50,0,0,0
1439,833,1,53,0,0,25,100,0,0,0,0
1440,1150,1,22,0,0,5,0,0,0,0,0
1441,591,2,50,381,0,1,100,3,0,0,0
1442,1151,1,22,0,0,5,0,0,0,0,0
1443,1152,1,129,0,0,5,0,0,0,0,0
1444,1152,2,49,738,0,100,0,0,0,0,0
1446,955,1,141,0,252,19,100,60,5,0,0
1450,1153,1,141,0,252,19,100,60,5,0,0
1454,1154,1,141,0,252,19,100,60,5,0,0
1458,825,1,24,0,0,10,100,0,0,0,0
1459,825,2,107,0,0,25,0,0,0,0,0
1461,954,1,31,0,0,141,1,0,0,0,0
1462,911,2,52,370,0,1,100,2,0,0,0
1463,1156,1,24,0,0,10,100,0,0,0,0
1464,1156,2,26,739,0,0,100,3,0,0,0
1465,1157,1,141,0,0,27,100,0,0,0,0
1469,1159,1,24,0,0,20,100,0,0,0,0
1470,1159,2,178,927,0,1,100,1,149,1,1
1471,1160,1,22,0,0,30,0,3,0,0,0
1473,1162,1,65,0,0,7,100,3,55,1,0
1474,1163,1,54,742,0,0,100,4,0,0,0
1475,1164,1,24,0,0,5,100,1,0,0,0
1476,1164,2,32,0,439,100,100,1,0,0,0
1477,1165,1,24,0,0,10,100,0,0,0,0
1478,1165,2,23,0,439,10,100,0,0,0,0
1479,1165,3,54,744,0,1,100,1,0,0,0
1480,1166,1,50,747,0,0,100,2,3,0,0
1481,1168,1,24,0,0,10,100,1,0,0,0
1482,1170,1,54,748,0,0,100,3,0,0,0
1483,1173,1,26,750,0,0,100,-1,0,0,0
1484,1174,1,24,0,0,30,100,0,0,0,0
1485,1174,2,177,0,0,149,0,0,0,0,0
1486,1175,1,24,0,0,40,100,0,0,0,0
1487,1175,2,158,0,0,0,0,0,0,0,0
1488,1175,3,170,0,0,20,100,61,0,0,0
1489,1176,1,31,0,0,114,1,0,0,0,0
1490,1177,1,31,0,0,114,1,0,0,0,0
1491,1178,1,24,0,0,20,100,0,0,0,0
1492,1178,2,177,0,0,149,0,0,0,0,0
1493,1179,1,24,0,0,5,100,1,0,0,0
1494,1180,1,24,0,0,12,100,0,0,0,0
1495,1181,1,26,251,0,0,100,4,0,0,0
1496,1180,2,54,755,0,1,100,4,0,0,0
1497,1182,1,68,0,0,50,100,0,0,0,0
1498,1182,2,121,0,0,50,0,0,0,0,0
1499,1182,3,122,0,0,0,100,0,0,0,0
1500,1182,4,26,799,0,0,100,3,0,0,0
1501,1183,1,28,759,0,0,100,0,0,0,0
1502,1184,1,26,839,0,0,100,1,0,0,0
1503,1185,1,222,0,0,30,100,40,0,0,0
1504,1185,2,49,839,0,100,0,0,0,0,0
1505,1186,1,24,0,0,50,50,0,0,0,0
1506,1186,2,194,0,0,0,0,0,0,0,0
1507,1187,1,31,0,0,141,1,0,0,0,0
1508,1188,1,26,311,0,0,100,1,0,0,0
1509,1189,1,222,0,0,21,100,40,0,0,0
1510,1190,1,178,927,0,1,100,1,149,0,1
1511,1191,1,31,0,0,113,1,0,0,0,0
1512,1192,1,24,0,0,50,100,0,0,0,0
1513,1193,1,24,0,597,4,100,0,0,0,0
1514,1193,2,24,0,597,4,100,0,0,0,0
1515,1193,3,24,0,597,4,100,0,0,0,0
1516,1193,4,24,0,0,3,100,0,1,0,0
1517,1193,5,24,0,0,3,100,0,0,0,0
1518,1193,6,24,0,0,3,100,0,0,0,0
1519,1194,1,24,0,0,25,100,0,0,0,0
1520,1194,2,177,0,0,149,0,0,0,0,0
1521,1194,3,172,927,0,0,56,1,56,1,25
1523,1195,1,53,0,0,25,100,0,0,0,0
1524,1196,1,79,0,0,20,10000,0,0,0,0
1525,1197,1,79,0,0,20,-10000,0,0,0,0
1526,1198,1,24,0,0,20,100,0,0,0,0
1527,1199,1,178,927,0,1,100,1,149,0,1
1528,1200,1,31,0,0,113,1,0,0,0,0
1529,1201,1,24,0,0,50,100,0,0,0,0
1530,1202,1,24,0,279,4,100,0,0,0,0
1531,1202,2,24,0,279,4,100,0,0,0,0
1532,1202,3,24,0,279,4,100,0,0,0,0
1533,1202,4,24,0,279,3,100,0,0,0,0
1534,1202,5,24,0,279,3,100,0,0,0,0
1535,1202,6,24,0,279,3,100,0,0,0,0
1536,1203,1,24,0,0,20,100,0,0,0,0
1537,1203,2,177,0,0,149,0,0,0,0,0
1538,1204,1,53,0,0,25,100,0,0,0,0
1539,1205,1,79,0,0,20,10000,0,0,0,0
1540,1206,1,79,0,0,20,-10000,0,0,0,0
1541,752,2,50,494,0,1,100,3,0,0,0
1543,1208,1,222,0,0,21,100,40,0,0,0
1544,1209,1,24,0,0,15,100,0,0,0,0
1545,1210,1,79,0,0,20,10000,0,10000,0,0
1546,1210,2,116,0,0,0,100,0,0,0,0
1547,1211,1,79,0,0,20,-10000,0,10000,0,0
1548,1212,1,141,0,286,36,100,0,0,0,0
1549,1214,1,24,0,0,5,100,1,0,0,0
1550,667,1,24,0,0,14,100,0,0,0,0
1551,667,2,54,781,0,1,100,3,0,0,0
1552,1215,1,24,0,0,17,100,0,0,0,0
1553,1215,2,177,0,0,149,0,0,0,0,0
1554,1213,1,24,0,0,10,100,0,0,0,0
1555,1213,2,158,0,0,0,0,0,0,0,0
1557,781,2,31,0,0,114,0,0,0,0,0
1558,782,2,31,0,0,114,0,0,0,0,0
1559,1191,2,31,0,0,113,0,0,0,0,0
1560,1200,2,31,0,0,113,0,0,0,0,0
1561,852,2,31,0,0,114,0,0,0,0,0
1562,853,2,31,0,0,114,0,0,0,0,0
1563,847,2,80,590,0,0,200,9,0,0,0
1566,602,2,26,544,0,0,100,2,0,0,0
1567,1216,1,24,0,0,20,100,0,0,0,0
1568,1218,1,24,0,0,10,100,0,0,0,0
1569,1218,2,50,494,0,1,100,3,0,0,0
1570,1219,1,50,785,0,0,100,4,0,0,0
1571,1220,1,24,0,0,2,100,1,0,0,0
1572,1221,1,54,787,0,0,100,3,5,0,0
1573,1221,2,140,787,0,3,0,0,0,0,0
1574,1222,1,49,787,0,100,0,0,0,0,0
1575,933,3,24,0,0,13,100,0,0,0,0
1576,933,4,62,0,0,10,100,0,0,0,0
1577,1223,1,135,0,0,100,0,0,0,0,0
1578,321,2,31,0,0,113,0,0,0,0,0
1579,1224,1,222,0,0,22,100,60,0,0,0
1580,1225,1,24,0,0,10,100,0,0,0,0
1581,1225,2,158,0,0,0,0,0,0,0,0
1582,1225,3,24,0,0,10,50,0,0,0,0
1583,1227,1,26,790,0,0,100,5,0,0,0
1584,1228,1,24,0,0,25,100,0,0,0,0
1585,1228,2,50,793,0,1,100,2,0,0,0
1586,1229,1,26,795,0,0,100,-1,0,0,0
1587,1231,1,62,0,0,20,100,1,0,0,0
1588,1230,1,138,0,0,146,1,0,0,0,0
1589,1230,2,157,0,0,1,1,0,0,0,0
1590,1230,3,111,0,462,100,100,0,1,0,0
1591,1232,1,124,0,0,0,100,0,0,0,0
1593,686,2,122,0,0,0,100,0,0,0,0
1594,686,3,26,720,0,0,100,1,0,0,0
1596,1234,1,31,0,0,119,0,0,0,0,0
1597,697,1,85,0,0,124,0,0,0,0,0
1599,1237,1,31,0,0,100,0,0,0,0,0
1600,1238,1,31,0,0,100,1,0,0,0,0
1601,1238,2,123,0,0,0,0,0,0,0,0
1602,1239,1,124,0,0,0,0,0,0,0,0
1603,1240,1,66,0,326,25,100,100,0,0,0
1605,1241,1,24,0,0,20,100,0,0,0,0
1607,1242,1,24,0,0,20,100,0,0,0,0
1608,1242,2,104,0,37,20,100,0,1,20,0
1609,1243,1,24,0,0,20,100,0,0,0,0
1610,1243,2,104,0,37,20,100,0,1,20,0
1611,952,2,61,0,0,50,100,0,120,0,0
1612,1244,1,24,491,0,10,100,0,0,0,0
1613,1244,2,54,491,0,1,100,5,1,0,0
1614,931,2,50,819,0,0,100,3,0,0,0
1615,829,1,85,0,0,124,0,0,0,0,0
1616,1246,1,28,804,0,0,100,0,0,0,0
1625,1253,1,49,853,0,100,0,0,0,0,0
1626,1253,2,116,0,0,0,0,0,0,0,0
1627,953,2,50,807,0,1,100,3,0,0,0
1628,1256,1,24,0,0,10,100,0,0,0,0
1629,1256,2,26,485,0,0,100,3,0,0,0
1630,1257,1,22,0,0,30,0,3,0,0,0
1631,1258,1,24,0,0,20,100,0,0,0,0
1632,1258,2,178,927,0,1,100,1,149,1,1
1634,1260,1,50,810,0,0,100,9,1,0,0
1635,1261,1,222,0,0,22,100,60,0,0,0
1636,1262,1,68,0,0,50,200,0,0,0,0
1637,1262,2,121,0,0,50,0,0,0,0,0
1638,1262,3,122,0,0,0,100,0,0,0,0
1639,1262,4,26,720,0,0,200,3,0,0,0
1640,707,3,26,485,476,0,100,2,0,0,0
1641,854,1,27,0,0,10,100,10,30,0,0
1642,1263,1,24,0,0,30,100,0,0,0,0
1643,1263,2,177,0,0,149,0,0,0,0,0
1647,936,2,158,0,0,0,0,0,0,0,0
1648,1266,1,165,0,148,100,0,0,0,0,0
1650,1268,1,31,0,0,32,0,0,0,0,0
1651,264,3,138,0,0,91,1,0,0,52,0
1652,264,4,29,0,96,5,100,91,0,0,0
1653,264,5,29,0,96,5,100,91,0,0,0
1654,1271,1,31,0,0,91,0,0,0,0,0
1659,854,2,177,0,0,149,0,0,0,0,0
1660,1274,1,24,0,0,5,10,0,0,0,0
1662,1276,1,24,0,0,35,100,0,0,0,0
1663,1276,2,178,927,0,1,100,1,149,1,1
1665,1278,1,157,0,0,91,1,0,0,0,0
1666,1107,2,116,0,0,0,0,0,0,0,0
1667,1119,2,116,0,0,0,100,0,0,0,0
1668,1211,2,116,0,0,0,100,0,0,0,0
1670,1279,1,156,0,0,141,0,0,0,0,0
1671,1280,1,156,0,0,141,0,0,0,0,0
1674,1282,1,31,0,0,32,0,0,0,0,0
1677,1286,1,24,0,0,10,100,0,0,0,0
1678,952,3,31,0,0,120,0,0,0,0,0
1681,633,2,50,415,0,1,100,2,0,0,0
1682,1288,1,23,0,0,8,100,0,0,0,0
1684,502,2,26,220,0,0,100,30,0,0,0
1685,502,3,26,220,0,0,100,30,0,0,0
1689,1299,1,149,0,0,20,100,0,0,0,0
1690,1300,1,24,0,0,5,100,0,0,0,0
1691,1300,2,24,0,0,5,100,0,1,0,0
1692,1301,1,26,829,0,0,200,2,0,0,0
1693,1301,2,26,827,0,0,100,2,0,0,0
1696,478,1,22,0,0,0,0,0,0,0,0
1701,1309,1,26,281,484,0,100,2,0,0,0
1702,821,3,28,831,0,0,0,0,0,0,0
1703,266,2,233,0,0,18,100,0,0,0,0
1704,1311,1,24,0,0,5,100,0,0,0,0
1705,1311,2,49,262,0,100,0,0,0,0,0
1709,1278,2,23,0,37,10,100,20,0,0,0
1713,1313,1,24,0,0,33,100,0,0,0,0
1714,1316,1,169,0,0,2,100,0,0,0,0
1715,474,2,49,833,0,100,0,0,0,0,0
1717,1319,1,49,671,0,25,0,0,0,0,0
1720,1323,1,31,0,0,141,1,0,0,0,0
1721,1324,1,68,0,0,40,100,0,0,0,0
1722,1324,2,135,0,0,100,100,0,0,0,0
1723,1326,1,24,0,0,10,100,0,0,0,0
1724,1326,2,26,837,0,0,100,2,0,0,0
1729,1193,7,22,0,0,7,0,0,0,0,0
1731,569,2,26,365,619,0,200,9,0,0,0
1732,569,3,26,365,619,0,200,9,0,0,0
1733,1343,1,24,491,0,12,100,0,0,0,0
1734,1343,2,54,491,0,1,100,4,1,0,0
1736,1345,1,24,0,0,10,100,0,0,0,0
1737,1345,2,26,850,0,0,100,2,0,0,0
1740,1348,1,49,438,0,200,0,0,0,0,0
1741,1348,2,49,438,0,200,0,0,0,0,0
1742,621,2,59,0,0,20,100,0,0,0,0
1743,574,2,52,370,0,1,100,5,0,0,0
1744,1087,2,116,0,0,0,0,0,0,0,0
1745,1088,2,116,0,0,0,0,0,0,0,0
1748,1351,1,49,717,0,100,0,0,0,0,0
1749,1352,1,157,0,0,58,1,0,0,0,0
1750,1352,2,28,853,0,0,100,0,0,0,0
1751,1352,3,116,0,0,0,0,0,0,0,0
1752,1353,1,49,853,0,0,0,0,0,0,0
1753,1353,2,116,0,0,0,0,0,0,0,0
1754,1278,3,104,0,0,10,100,0,64,20,0
1755,1278,4,31,0,0,91,0,0,0,0,0
1756,1354,1,31,0,0,91,1,0,0,0,0
1757,1355,1,169,0,424,4,100,0,47,1,0
1758,1355,2,169,0,424,4,100,0,47,1,0
1765,1365,1,49,810,0,25,0,0,0,0,0
1766,1196,2,116,0,0,0,0,0,0,0,0
1767,1197,2,116,0,0,0,0,0,0,0,0
1768,1205,2,116,0,0,0,0,0,0,0,0
1769,1206,2,116,0,0,0,0,0,0,0,0
1770,416,1,49,822,0,100,0,0,0,0,0
1771,1121,3,26,244,0,0,100,-1,0,0,0
1772,10,2,24,0,0,50,100,0,0,0,0
1773,1122,3,26,242,0,0,100,1,0,0,0
1774,502,4,50,220,0,0,100,30,100,0,0
1775,1366,1,28,853,0,0,100,0,0,0,0
1776,1366,2,116,0,0,0,0,0,0,0,0
1789,1383,1,24,0,0,15,100,0,0,0,0
1790,1383,2,50,502,0,1,100,2,0,0,0
1825,1415,1,79,0,0,30,1,0,0,0,0
1826,1416,1,79,0,0,30,-1,0,0,0,0
1827,1417,1,79,0,0,30,1,0,0,0,0
1828,1418,1,79,0,0,30,-1,0,0,0,0
1851,1444,1,24,0,0,10,100,0,0,0,0
1852,1444,2,50,153,0,1,100,2,0,0,0
1853,1444,3,26,485,476,0,100,2,0,0,0
1855,1445,1,24,0,571,3,100,0,0,0,0
1856,1445,2,24,0,571,3,100,0,1,0,0
1857,1445,3,24,0,571,3,100,0,1,0,0
1858,1445,4,50,542,0,0,100,2,1,0,0
1859,1446,1,24,0,571,5,100,0,0,0,0
1860,1446,2,24,0,571,5,100,0,1,0,0
1861,1446,3,24,0,571,5,100,0,1,0,0
1862,1446,4,50,542,0,0,100,2,1,0,0
1863,1447,1,24,0,571,7,100,0,0,0,0
1864,1447,2,24,0,571,7,100,0,1,0,0
1865,1447,3,24,0,571,7,100,0,1,0,0
1866,1447,4,50,542,0,0,100,2,1,0,0
1878,1187,2,136,0,0,1,0,0,0,0,0
1879,1187,3,136,0,0,1,0,0,0,0,0
1880,1323,2,136,0,0,1,0,0,0,0,0
1881,1323,3,136,0,0,1,0,0,0,0,0
1882,954,2,136,0,0,1,0,0,0,0,0
1883,954,3,136,0,0,1,0,0,0,0,0
1908,710,2,158,0,0,0,0,0,0,0,0
1909,711,2,158,0,0,0,0,0,0,0,0
1910,712,2,158,0,0,0,0,0,0,0,0
1911,899,3,24,0,0,15,200,0,0,0,0
1912,1230,4,26,796,0,0,100,-1,0,0,0
1920,1230,5,49,795,0,200,0,0,0,0,0
1925,1284,1,26,903,0,0,100,0,0,0,0
1957,1511,1,24,0,0,5,100,1,0,0,0
1958,1512,1,24,0,0,12,100,0,0,0,0
1959,1512,2,54,900,0,1,100,4,0,0,0
1964,876,3,116,0,0,0,0,0,0,0,0
1965,876,4,116,0,0,0,0,0,0,0,0
1966,876,5,23,0,0,28,100,20,0,0,0
1969,1092,4,103,0,0,10,100,0,0,0,0
1970,639,4,24,0,0,10,33,0,0,0,0
1974,281,2,158,0,0,0,0,0,0,0,0
1975,281,3,136,0,0,0,0,0,0,0,0
1976,214,2,158,0,0,0,0,0,0,0,0
1977,214,3,136,0,0,0,0,0,0,0,0
1978,1253,3,49,903,0,100,0,0,0,0,0
1981,1187,4,31,0,0,141,0,0,0,0,0
1982,1323,4,31,0,0,141,0,0,0,0,0
1983,954,4,31,0,0,141,0,0,0,0,0
1984,596,1,22,0,0,0,0,0,0,0,0
1985,1517,1,24,0,0,30,200,0,0,0,0
1986,674,4,103,0,0,10,100,0,0,0,0
1987,354,4,103,0,0,10,100,0,0,0,0
1988,607,4,103,0,0,10,100,0,0,0,0
1989,344,4,103,0,0,10,100,0,0,0,0
1990,660,4,103,0,533,10,100,0,0,0,0
1991,883,4,103,0,0,10,100,0,0,0,0
1992,367,4,103,0,0,10,100,0,0,0,0
1993,399,4,103,0,0,10,100,0,0,0,0
1994,558,4,24,0,0,10,33,0,0,0,0
1995,1225,4,103,0,0,10,100,0,0,0,0
1996,1519,1,26,904,0,0,100,4,0,0,0
1997,1520,1,26,907,0,0,100,2,0,0,0
1998,1521,1,179,0,358,15,100,0,0,0,0
1999,1522,1,24,0,0,25,100,0,0,0,0
2000,1523,1,24,0,0,30,100,0,0,0,0
2001,1523,2,52,248,0,1,100,3,0,0,0
2002,1524,1,24,0,0,18,100,0,0,0,0
2003,1524,2,50,154,0,1,100,1,0,0,0
2005,1526,1,24,0,0,30,100,0,0,0,0
2006,1526,2,50,911,0,1,100,2,0,0,0
2007,1527,1,24,0,0,25,100,0,0,0,0
2008,1527,2,50,462,0,1,50,1,0,0,0
2009,1528,1,26,915,0,0,100,1,0,0,0
2010,1529,1,179,0,0,20,100,0,0,0,0
2011,1530,1,24,0,0,25,100,0,0,0,0
2012,1531,1,24,0,0,25,100,0,0,0,0
2014,1533,1,24,0,0,25,100,0,0,0,0
2015,1533,2,158,0,0,0,0,0,0,0,0
2016,1535,1,50,918,0,0,100,3,0,0,0
2017,1536,1,24,0,0,10,100,0,0,0,0
2018,1536,2,50,154,0,1,100,4,0,0,0
2019,1536,3,24,0,0,10,100,0,0,0,0
2020,1536,4,50,154,0,1,100,4,0,0,0
2021,1536,5,24,0,0,10,100,0,0,0,0
2022,1536,6,50,154,0,1,100,4,0,0,0
2024,1537,1,24,0,571,5,100,0,0,0,0
2025,1537,2,24,0,571,5,100,0,1,0,0
2026,1537,3,24,0,571,5,100,0,1,0,0
2027,1537,4,50,542,0,0,100,1,0,0,0
2028,1538,1,24,0,571,5,100,0,0,0,0
