ID,Text,Language
1681,\bkikes\b,0
1690,\bkunt\b,0
1694,\blesbo\b,0
1701,\blongusdongus\b,0
1702,\blsd\b,0
1708,\bmangina\b,0
1709,\bmansatchel\b,0
1710,\bmarijuana\b,0
1712,\bmast[eu]rbat,0
1719,\bmeth\b,0
1729,\bmorningwood\b,0
1732,\bmonstercock,0
1736,\bmoulie\b,0
1740,\bmuffdiver,0
1745,\bnatzi\b,0
1748,\bnecrophil,0
1751,\bnegrolicious\b,0
1752,\bnegromancer\b,0
1755,\bnicklebag\b,0
1767,\bniglet,0
1769,\bnignog\b,0
1770,\bnigs\b,0
1776,\boface\b,0
1780,\bonanism\b,0
1781,\bopium\b,0
1783,\borgasm\b,0
1790,\bpcp\b,0
1792,\bpedophile\b,0
1794,\bpenis,0
1799,\bphugface\b,0
1800,\bpikajew\b,0
1811,\bpoontang\b,0
1817,\bporn\b,0
1822,\bpriapism\b,0
1823,\bpr[o0]n\b,0
1824,\bpudendum\b,0
1829,\bpussyfart,0
1833,\bpussylick,0
1834,\bpussystomp,0
1835,\bputo\b,0
1836,\bquaaludes\b,0
1842,\bqueers\b,0
1843,\bqweef\b,0
1845,\braghead\b,0
1852,\breefer\b,0
1853,\breggin\b,0
1856,\brimjob\b,0
1857,\brohypnol\b,0
1860,\brugmunch,0
1866,nig+er\b,0
1873,\bscrotum,0
1878,\bsemen\b,0
1881,\bsexmachine\b,0
1892,\bslut\b,0
1893,\bslutmuffin\b,0
1894,\bsmegma\b,0
1895,\bspanishfly\b,0
1903,\bspics\b,0
1907,\bsquarehead\b,0
1908,\bstfu\b,0
1912,\bstrapon\b,0
1921,\btalliwhacker\b,0
1924,\btards\b,0
1926,\bteabagging\b,0
1933,\bthrobknobbin\b,0
1934,\bthunderfuck\b,0
1935,\btirdburglar,0
1955,\bturdburglars\b,0
1957,\btwatlick,0
1958,\btwats\b,0
1959,\btwatsuck,0
1972,\bviagra\b,0
1979,\bwhitti?ey?\b,0
1980,\bwhop\b,0
1985,\bzoophilia\b,0
2003,法$轮,4
2004,法$$轮,4
2005,法^轮,4
2006,法^^轮,4
2007,法@轮,4
2008,法@@轮,4
2009,法~轮,4
2010,法~~轮,4
2011,外挂,4
2018,外~挂,4
2019,外~~挂,4
2022,私服,4
2025,毛泽东,4
2026,周恩来,4
2027,马克思,4
2028,恩格斯,4
2029,列宁,4
2030,赵紫阳,4
2031,胡耀邦,4
2032,刘少奇,4
2033,邓小平,4
2034,江泽民,4
2035,胡锦涛,4
2036,吴邦国,4
2037,温家宝,4
2038,贾庆林,4
2039,曾庆红,4
2040,黄菊,4
2041,吴官正,4
2042,李长春,4
2043,罗干,4
2044,王乐泉,4
2045,王兆国,4
2046,回良玉,4
2047,刘淇,4
2048,刘云山,4
2049,吴仪,4
2050,张立昌,4
2051,张德江,4
2052,陈良宇,4
2054,周永康,4
2055,俞正声,4
2056,贺国强,4
2057,郭伯雄,4
2058,曹刚川,4
2059,曾培炎,4
2060,李鹏,4
2061,朱镕基,4
2062,李瑞环,4
2063,尉健行,4
2064,李岚清,4
2065,李洪志,4
2066,萨达姆,4
2068,法轮,4
2069,法轮功,4
2070,法轮大法,4
2072,台独,4
2073,台湾独立,4
2074,恐怖主义,4
2078,淫秽,4
2079,阴部,4
2080,阴道,4
2082,操逼,4
2083,军妓,4
2084,卖淫,4
2085,阴唇,4
2086,鸡八,4
2087,骚货,4
2088,强奸,4
2089,阴毛,4
2090,轮奸,4
2091,叫床,4
2092,妓院,4
2093,鸡鸡,4
2094,奶子,4
2096,爱滋,4
2097,淫水,4
2098,打炮,4
2099,龟头,4
2100,乳房,4
2101,妓女,4
2103,嫖客,4
2105,包皮,4
2106,月经,4
2107,荡妇,4
2109,婊子,4
2111,招妓,4
2112,他妈的,4
2114,狗日的,4
2115,王八蛋,4
2117,婊子养的,4
2118,狗狼养的,4
2119,操你奶奶,4
2120,操你妈,4
2121,傻逼,4
2122,共产党,4
2123,共军,4
2124,国民党,4
2125,纳粹,4
2126,皇军,4
2127,日本帝国,4
2128,大东亚,4
2129,共荣圈,4
2130,赤匪,4
2131,共匪,4
2141,yuckfu,0
2142,yuckfou,0
2144,transsexual,0
2145,testicle,0
2146,tampon,0
2147,sphincter,0
2148,sperm,0
2149,phuck,0
2150,gangbang,0
2151,felch,0
2152,bukkake,0
2153,bukakke,0
2154,bukake,0
2157,\bvagina,0
2158,\btwaty\b,0
2159,\btwatty\b,0
2160,\bturbanhead,0
2161,\btitsnass\b,0
2162,\btitnass\b,0
2163,\bsh[ie][ie]thead\b,0
2164,\bpeckerwood\b,0
2166,\bnegroid\b,0
2167,\bmooncricket\b,0
2168,\bkyke,0
2169,\bjigg,0
2170,\bjerkoff\b,0
2171,\bhentai\b,0
2172,\bgringo\b,0
2173,\bgoddamn,0
2174,\bgizm\b,0
2175,\bgism\b,0
2176,\bganja\b,0
2177,\bfellatio,0
2178,\bfawk,0
2180,\bdimebag\b,0
2181,\bdickholster\b,0
2182,\bdiaperhead\b,0
2183,\bcunny\b,0
2184,\bbustanut\b,0
2185,\basshat\b,0
2186,\baryan\b,0
2187,\barsehole\b,0
2188,\barse\b,0
2189,\bamericunt\b,0
2190,\balphanigg,0
2191,\baggin\b,0
2192,\baftercum\b,0
3401,\banale\b,2
3405,\bbandent\b,2
3408,\bbatard\b,2
3411,\bboucaque\b,2
3412,\bbougnoule\b,2
3413,\bbranlage\b,2
3414,\bbranle\b,2
3415,\bbranlé\b,2
3416,\bbranler\b,2
3417,\bbranles\b,2
3418,\bbranlette\b,2
3419,\bbranlettes\b,2
3420,\bcaca\b,2
3421,\bcacas\b,2
3422,\bclitoridienne\b,2
3423,\bconar[dt]s?\b,2
3424,\bcon*asses?\b,2
3425,\bconnes?\b,2
3426,\bcouilles?\b,2
3427,\bcul\b,2
3428,\bcul[es]?\b,2
3429,\bcunni\b,2
3432,\béjaculation\b,2
3433,\béjaculer\b,2
3434,\benflure\b,2
3435,\bfel*ation\b,2
3436,\bfellat\b,2
3437,\bfourer\b,2
3438,\bfoutre,2
3439,\bfumier\b,2
3440,\bgouinasses?\b,2
3441,\bgouin*es?\b,2
3443,\bmerdeu\b,2
3444,\bmerdeuse\b,2
3445,\bmerdeuses\b,2
3446,\bmerdeux\b,2
3448,\bnibard\b,2
3449,\bniker\b,2
3452,\bpartou[sz]e\b,2
3453,\bpédale\b,2
3456,\bpedophil\b,2
3457,\bpetasses?\b,2
3458,\bpiner\b,2
3459,\bpinnes?\b,2
3460,\bpouffiasse\b,2
3461,\bputains?\b,2
3462,\bputasses?\b,2
3463,\bputes?\b,2
3464,\bputtains?\b,2
3465,\bputtes?\b,2
3466,\britale?\b,2
3467,\bsalauds?\b,2
3468,\bsalop[es]*\b,2
3469,\bsodomi,2
3470,\bsousmerde\b,2
3471,\bsperme\b,2
3473,\btantouzes?\b,2
3474,\btapet*es?\b,2
3475,\btarlou[sz]es\b,2
3479,\btringle[rs]\b,2
3481,\btroncher\b,2
3482,\bturlut*e[rs]?\b,2
3483,\bvagin\b,2
3484,\bvaginale\b,2
3485,\byoupin\b,2
3486,\byoupins\b,2
3487,\bzob[eis]?[rs]?\b,2
3488,\banus\b,3
3489,\barsch\b,3
3494,erotisch\b,3
3495,\bfick\b,3
3496,flittchen\b,3
3497,fotze,3
3500,\bhure\b,3
3502,\bkack\b,3
3503,\bkiff\b,3
3507,möse,3
3508,\bmu[cs]*hi\b,3
3510,\bschiss\b,3
3516,\baasgeier\b,3
3517,\babgefuckt\b,3
3518,\babgespritzt\b,3
3519,\babkacken\b,3
3520,\babschaum\b,3
3523,\bachselhaarratte\b,3
3524,\bachsellecker\b,3
3526,\baffenarsch\b,3
3530,\banalerotiker\b,3
3531,\banalgeburt\b,3
3532,\banalintruder\b,3
3533,\banalkriecher\b,3
3534,\banalrakete\b,3
3535,\banalsex\b,3
3536,\banaltranse\b,3
3537,\banaltrompete\b,3
3538,\banwichsen\b,3
3539,\barier\b,3
3541,\barsch,3
3542,\basselarsch\b,3
3543,\basylantensau\b,3
3546,\bbabystrich\b,3
3548,\bbaumhure\b,3
3553,\bbeknackt,3
3559,\bbillighure\b,3
3564,\bbordsteinschwalbe\b,3
3567,\bbuk*ake\b,3
3569,\bbumsbalken\b,3
3571,\bbumsen\b,3
3572,\bbumser\b,3
3574,\bcallboy\b,3
3575,\bcallgirl\b,3
3582,\bdickarsch\b,3
3584,\bdildolutscher\b,3
3589,\bdopamin\b,3
3590,\bdorfdepp\b,3
3593,\bdreckfurz\b,3
3596,\bdroge\b,3
3597,\bdum[bp]fbacke\b,3
3602,\bdummerchen\b,3
3603,\bdummfick\b,3
3607,\bdummschwein\b,3
3608,\bdunkelmann\b,3
3610,\bdurchficken\b,3
3611,\bdurchgefickt\b,3
3616,\beichelbirne\b,3
3622,\bejakul,3
3623,\belefantenschwanz\b,3
3627,\berektion\b,3
3629,\beunuch\b,3
3632,\bfehlgeburt\b,3
3635,\bfettkloß\b,3
3636,\bfettsack\b,3
3637,\bfettsau\b,3
3638,\bfettschwein\b,3
3639,\bfettwanst\b,3
3641,\bfickarsch\b,3
3642,\bfickbanane\b,3
3643,\bficken\b,3
3644,\bficker\b,3
3645,\bfickfehler\b,3
3646,\bfickfrosch\b,3
3647,\bfickgelegenheit\b,3
3649,\bficknudel\b,3
3650,\bficksau\b,3
3652,\bfischarsch\b,3
3653,\bfischkopf\b,3
3654,\bflachwichser\b,3
3655,\bflatterfotze\b,3
3658,\bflittchen\b,3
3662,\bfotze\b,3
3663,\bfotzenbär\b,3
3664,\bfotzenknecht\b,3
3665,\bfotzenkopf\b,3
3666,\bfotzenlecker\b,3
3667,\bfotzenschleim\b,3
3670,\bfroschfotze\b,3
3671,\bfroschfresse\b,3
3676,\bfuttkopp\b,3
3678,\bgefickt\b,3
3683,\bgenital,3
3686,\bgeschissen\b,3
3687,\bgeschmeiß\b,3
3689,\bgesichtsbesamung\b,3
3690,\bgesichtstampon\b,3
3691,\bgesocks\b,3
3692,\bgesox\b,3
3698,\bgoebbels\b,3
3701,\bgroßkotz\b,3
3702,\bgroßmaul\b,3
3703,\bgruppensex\b,3
3705,\bgummifotzenficker\b,3
3709,\bhammelficker\b,3
3714,\bherpes\b,3
3716,\bhimmler\b,3
3718,\bhirbelkind\b,3
3719,\bhirni\b,3
3720,\bhirnloser\b,3
3723,\bhitler\b,3
3726,\bhodenloser\b,3
3728,\bhohlkopf\b,3
3729,\bholzkopf\b,3
3730,\bhomolette\b,3
3731,\bhomoonanierer\b,3
3732,\bhomosau\b,3
3735,\bhosenpisser\b,3
3736,\bhosenscheißer\b,3
3741,\bhundesohn\b,3
3743,\bhurenbock\b,3
3744,\bhurensohn\b,3
3745,\bhurenstecher\b,3
3746,\bhurentochter\b,3
3747,\bimpotenter\b,3
3748,\bimpotenz\b,3
3752,\bjudenarsch\b,3
3753,\bjudensau\b,3
3754,\bkacke\b,3
3755,\bkacken\b,3
3756,\bkacker\b,3
3757,\bkackschlampe\b,3
3759,\bkamelsamenspender\b,3
3761,\bkanackensau\b,3
3762,\bkanackenschwein\b,3
3763,\bkanake?\b,3
3766,\bkasilacke\b,3
3767,\bkäskopf\b,3
3768,\bkastrat\b,3
3769,\bkastrier,3
3770,\bketamin\b,3
3771,\bkiffen\b,3
3772,\bkiffer\b,3
3773,\bkinderficken\b,3
3774,\bkinderficker\b,3
3775,\bkissenficker\b,3
3782,\bknickpimmel\b,3
3783,\bknoblauchfresser\b,3
3784,\bkokain\b,3
3785,\bkoks\b,3
3786,\bkoksen\b,3
3788,\bkondom\b,3
3790,\bkotfotze\b,3
3791,\bkotnascher\b,3
3792,\bkotnaschie\b,3
3795,\bkotzen\b,3
3796,\bkrüppel\b,3
3797,\bkuhfotze\b,3
3803,\blendenlutscher\b,3
3805,\blinkswichser\b,3
3806,\blinxwichser\b,3
3807,\bluder\b,3
3809,\blumpenpack\b,3
3813,\bmarihuana\b,3
3814,\bmassenwichser\b,3
3815,\bmastdarmtourist\b,3
3816,\bmasturb\b,3
3817,\bmasturbationsakrobat\b,3
3818,\bmasturbieren\b,3
3821,\bmeerschweinchenfotze\b,3
3823,\bmengele\b,3
3826,\bmiststück\b,3
3829,\bmoehse\b,3
3830,\bmoese\b,3
3835,\bmu[sc]+hi\b,3
3836,\bmüllmann\b,3
3837,\bmuschidose\b,3
3838,\bmuschilecker\b,3
3839,\bmuschis\b,3
3840,\bmutterbefruchter\b,3
3841,\bmutterficker\b,3
3843,\bnasenficker\b,3
3845,\bneger\b,3
3846,\bnegerpenis\b,3
3848,\bnille\b,3
3849,\bnillenficker\b,3
3850,\bnillenkäs\b,3
3851,\bnonnenfoz\b,3
3853,\bnillenkopf\b,3
3854,\bnutte\b,3
3855,\bnuttenbefruchter\b,3
3856,\bnuttenficker\b,3
3857,\bonanierer\b,3
3858,\bosama\b,3
3859,\bpenner\b,3
3863,\bpickelarsch\b,3
3864,\bpickelfresse\b,3
3865,\bpimmel\b,3
3866,\bpimmelkauer\b,3
3867,\bpimmelzwerg\b,3
3868,\bpimpern\b,3
3869,\bpissen\b,3
3870,\bpissgesicht\b,3
3872,\bpisskopp\b,3
3873,\bpissnelke\b,3
3874,\bpissrinne\b,3
3875,\bpissritze\b,3
3879,\bpopohinhalter\b,3
3880,\bpottsau\b,3
3883,\bpromillepapst\b,3
3887,\bpuffmutter\b,3
3888,\bpuffratte\b,3
3889,\bpuffwanze\b,3
3892,\bpussi\b,3
3895,\bquatschkopf\b,3
3896,\braffke\b,3
3897,\braffzahn\b,3
3900,\brandsteinbefruchter\b,3
3901,\brindvieh\b,3
3902,\britzenputzer\b,3
3903,\brosettenficker\b,3
3904,\brosettenlecker\b,3
3905,\brosettenschlemmer\b,3
3907,\brotzbengel\b,3
3908,\brotzlöffel\b,3
3909,\brotznase\b,3
3910,\brumficken\b,3
3911,\brumjuderei\b,3
3914,\bsackratte\b,3
3916,\bsamenspender\b,3
3917,\bsamentoilette\b,3
3918,\bsau\b,3
3919,\bsaublöd\b,3
3927,\bschamritze\b,3
3928,\bscharon\b,3
3942,\bschimmelscheide\b,3
3943,\bschisser\b,3
3944,\bschisskopf\b,3
3946,\bschlampe\b,3
3949,\bschlappschwanz\b,3
3953,\bschleimscheisser\b,3
3954,\bschlitzpisser\b,3
3955,\bschmalspurpisser\b,3
3960,\bschnapsnase\b,3
3962,\bschnellonanierer\b,3
3963,\bschokohure\b,3
3964,\bschokostecher\b,3
3966,\bschrumpelfotze\b,3
3967,\bschwachkopf\b,3
3968,\bschwachsinniger\b,3
3969,\bschwanzgrapscher\b,3
3970,\bschwanzloser\b,3
3971,\bschwanzlutscher\b,3
3974,\bschwuchtel\b,3
3976,\bschwulenkrebs\b,3
3978,\bschwulette\b,3
3979,\bschwuli\b,3
3981,\bsekierer\b,3
3982,\bselbstbefriedig\b,3
3983,\bselbstbefriedigung\b,3
3991,\bspacken\b,3
3992,\bspacko\b,3
3993,\bspasst\b,3
3994,\bspastiker\b,3
3997,\bsperma\b,3
3998,\bspermalecker\b,3
3999,\bspermarutsche\b,3
4000,\bspermaschlucker\b,3
4001,\bspermien\b,3
4002,\bstalin\b,3
4005,\bsteckdosenbefruchter\b,3
4008,\bstinkfotze\b,3
4010,\bstinksack\b,3
4011,\bstinkschlitz\b,3
4012,\bstinkstiefel\b,3
4015,\bstrandscheisser\b,3
4016,\bstricher\b,3
4017,\bstrichjunge\b,3
4018,\bstrohkopf\b,3
4019,\bsturzgeburt\b,3
4020,\bsuffkopf\b,3
4022,\btitte\b,3
4023,\btitten\b,3
4024,\btittenfick\b,3
4025,\btittenficker\b,3
4029,\btucke\b,3
4030,\btunte\b,3
4031,\bvagina\b,3
4032,\bvaginalausfluß\b,3
4033,\bverfickt\b,3
4034,\bverfickte\b,3
4036,\bvergasen\b,3
4037,\bverkackt\b,3
4038,\bverpiss\b,3
4039,\bverpisse[nr]\b,3
4040,\bvogelfotze\b,3
4043,\bvotze\b,3
4044,\bwaldhure\b,3
4045,\bwandervakuum\b,3
4047,\bwichsbirne\b,3
4048,\bwichsbolzen\b,3
4049,\bwichse[nr]\b,3
4050,\bwichser\b,3
4051,\bwichsfleck\b,3
4052,\bwichsfrosch\b,3
4053,\bwichssau\b,3
4054,\bwichsvorlage\b,3
4055,\bwichswurst\b,3
4056,\bwix+e[nr]\b,3
4057,\bzigeunerkind\b,3
4058,\bzigeunermuschi\b,3
4061,\bzweihandwichser\b,3
4062,\bzwergenpimmel\b,3
4086,乱伦,4
4087,乳交,4
4089,做爱,4
4090,傻B,4
4093,卵子,4
4094,口交,4
4095,喇嘛,4
4096,基地组织,4
4101,孙中山,4
4102,射精,4
4103,小泉纯一郎,4
4105,小鸡鸡,4
4106,屄,4
4107,屌,4
4110,希特勒,4
4111,干死,4
4112,弟大物勃,4
4114,性交,4
4116,我操,4
4117,我日,4
4118,操你,4
4119,支那,4
4120,日你,4
4121,日你妈,4
4124,李大师,4
4125,李登辉,4
4126,梅毒,4
4129,淫荡,4
4130,淫魔,4
4132,煞笔,4
4135,疆独,4
4136,精子,4
4137,精液,4
4139,肛交,4
4140,茎候佳阴,4
4141,蒋介石,4
4144,达赖,4
4145,阴茎,4
4148,韩正,4
4149,骚逼,4
4150,鸡巴,4
4151,黑手党,4
4161,\benfoiré\b,2
4162,\bencule\b,2
4163,\benculé\b,2
4164,\bconnard\b,2
4165,\bconnasse\b,2
4166,\bsplif+\b,2
4167,\btarpé\b,2
4168,\bfacho\b,2
4169,\bsalo\b,2
4170,\bviet\b,2
4171,\bmerde\b,2
4172,\bpénis\b,2
4173,國民黨,4
4174,親民黨,4
4175,民進黨,4
4176,台聯黨,4
4177,台獨,4
4178,台灣獨立,4
4180,呂秀蓮,4
4181,宋楚瑜,4
4182,李登輝,4
4184,馬英九,4
4195,幹你,4
4196,幹妳,4
4200,操妳,4
4201,肏,4
4203,欠幹,4
4205,媽的,4
4210,雞八,4
4211,雞巴,4
4212,雞雞,4
4213,小穴,4
4214,懶叫,4
4215,吃屎,4
4217,淫,4
4218,淫蕩,4
4219,淫賤,4
4220,賤,4
4222,婊,4
4229,做愛,4
4232,陰蒂,4
4233,陰道,4
4234,睪丸,4
4244,強姦,4
4245,強暴,4
4248,陰莖,4
4253,屁眼,4
4254,陽具,4
4255,乳頭,4
4256,奶頭,4
4259,代練,4
4261,雞掰,4
4262,\bgmworkers\b,0
4263,\bthsale\b,0
4264,\boffgamers\b,0
4265,\bmysupersales\b,0
4266,\bigxe\b,0
4267,\bezgaming\b,0
4270,\bitembay\b,0
4271,\bzlywy\b,0
4272,\bwowsupplier\b,0
4273,\bGMworker\b,0
4274,\bOffgamers\b,0
4275,\bMysupersales\b,0
4276,\bEzgaming\b,0
4278,\bcunnilingus\b,2
4280,shit,2
4282,fuck,2
4283,\bkkk\b,2
4284,\bnazi,2
4285,\bclit,2
4286,penis\b,2
4287,\bcann[aio]bis\b,2
4288,\bhashish\b,2
4290,\blsd\b,2
4291,\bmarijuana\b,2
4292,\bnecrophil,2
4293,\bonanism\b,2
4294,\bopium\b,2
4295,\borgasm\b,2
4296,\bpcp\b,2
4297,\bpedophile\b,2
4299,\bpenis,2
4300,\bporn\b,2
4301,\bpriapism\b,2
4302,\brohypnol\b,2
4303,\bscrotum,2
4304,\bsexmachine\b,2
4306,sphincter,2
4307,sperm,2
4308,bukkake,2
4309,bukakke,2
4310,bukake,2
4311,\bhentai\b,2
4312,\bganja\b,2
4313,\bfellatio,2
4314,\bgoebbels\b,2
4315,\bhimmler\b,2
4316,\bhitler\b,2
4317,\bgmworkers\b,2
4318,\bthsale\b,2
4319,\boffgamers\b,2
4320,\bmysupersales\b,2
4321,\bigxe\b,2
4322,\bezgaming\b,2
4323,\bitembay\b,2
4324,\bzlywy\b,2
4325,\bwowsupplier\b,2
4326,\bGMworker\b,2
4327,\bOffgamers\b,2
4328,\bMysupersales\b,2
4329,\bEzgaming\b,2
4340,\banalbürste\b,3
4355,\barse\b,3
4356,\barsehole\b,3
4357,\baryan\b,3
4361,\bausländer,3
4370,\bbettnässer\b,3
4379,\bbumsbrötchen\b,3
4385,\bcann[aio]bis\b,3
4386,\bcocaine\b,3
4387,\bcocksucker\b,3
4388,\bdämlack\b,3
4390,\bdarmdübel\b,3
4395,\bdildo\b,3
4417,\bdurchvögeln\b,3
4419,\beichelkäse\b,3
4446,\bfickkrüppel\b,3
4460,\bfotzenbär>,3
4469,\bfuck\b,3
4505,\bhängetitten?\b,3
4509,\bheroin\b,3
4520,\bhomo\b,3
4529,\bhühnerficker\b,3
4590,\bkümmeltürke\b,3
4600,\blsd\b,3
4602,\blümmeltütenlutscher\b,3
4616,\bmodermöse\b,3
4619,\bmöhse\b,3
4620,\bmöse\b,3
4621,\bmösen\b,3
4632,\bnatzi\b,3
4633,\bnazi,3
4636,\bnegroid\b,3
4638,\bnigga,3
4639,\bnigger,3
4649,\bpenis,3
4671,\bporn\b,3
4673,\bpr[oO]n\b,3
4763,\bsh[ie][ie]thead\b,3
4764,\bshit,3
4784,\bstinkmöse\b,3
4803,\bvagina,3
4805,\bvaginalausfluss>,3
4813,\bviagra\b,3
4838,asshole,3
4839,bukake,3
4840,bukakke,3
4841,bukkake,3
4845,gangbang,3
4846,krüppel,3
4847,möhse,3
4848,nigga\b,3
4849,nigger\b,3
4850,penis\b,3
4851,shit\b,3
4852,sperm,3
4853,whore,3
4903,shit,4
5071,fuck,4
5124,\boffgamers\b,4
5125,\bmysupersales\b,4
5127,\bezgaming\b,4
5404,魔兽金币,4
5406,魔兽金库,4
5448,代练,4
5449,\brohypnol\b,5
5450,\brugmunch,5
5451,nig+er\b,5
5452,\bscrotum,5
5453,\bsemen\b,5
5454,\bsexmachine\b,5
5455,\bslut\b,5
5456,\bslutmuffin\b,5
5457,\bsmegma\b,5
5458,\bspanishfly\b,5
5459,\bspics\b,5
5460,\bsquarehead\b,5
5461,\bstfu\b,5
5462,\bstrapon\b,5
5463,\btalliwhacker\b,5
5464,\btards\b,5
5465,\bteabagging\b,5
5466,\bthrobknobbin\b,5
5467,\bthunderfuck\b,5
5468,\btirdburglar,5
5469,\bturdburglars\b,5
5470,\btwatlick,5
5471,\btwats\b,5
5472,\btwatsuck,5
5473,\bviagra\b,5
5474,\bwhop\b,5
5475,\bzoophilia\b,5
5476,\bfagg[aeiouy]t,5
5477,\bpillowbiter,5
5478,\bpoohstab,5
5479,\bcunnilingus\b,5
5480,\bdildo\b,5
5481,\bheeb\b,5
5482,\bkike\b,5
5483,\bmudshark,5
5484,\bmooley\b,5
5485,\bnig+a,5
5486,\bjap\b,5
5487,feltch,5
5488,\bhomos\b,5
5489,\btittie,5
5490,\btits\b,5
5491,\bslamhound,5
5492,\bgutterslut\b,5
5493,\bcumguz,5
5494,\binjun\b,5
5495,\bgooch\b,5
5496,bong,5
5497,\bpothead,5
5498,shit,5
5499,\btwat\b,5
5500,\bassface\b,5
5501,\bnosecandy\b,5
5502,\btowelhead\b,5
5503,\bfudgepacker\b,5
5504,\bassmaster\b,5
5505,\bejaculate\b,5
5506,\bmilf\b,5
5507,\brumprang,5
5508,\bspic\b,5
5509,\bspick,5
5510,wetback,5
5511,\bqueef,5
5512,\bnig\b,5
5513,fagg[aeiouy]t\b,5
5514,\brapist\b,5
5515,\bgook\b,5
5516,\bpolesmok,5
5517,\bcracksmoker,5
5518,\bjism\b,5
5519,\bdingleberry\b,5
5520,\bmooncricket,5
5521,\bassman\b,5
5522,\bspearchuck,5
5523,\bhardon\b,5
5524,\bstiffy\b,5
5525,\bcumstain,5
5526,\bdunecoon\b,5
5527,\bbuttfloss\b,5
5528,\bpeckertracks\b,5
5529,\bcornhole\b,5
5530,\bwop\b,5
5531,\bcock\b,5
5532,\basspound,5
5533,\bbuttboy,5
5534,\bsploog,5
5535,\bmeatsword\b,5
5536,\bskinbat,5
5537,\basshole,5
5538,\bzipperhead\b,5
5539,\bporchmonk,5
5540,\bjunglebunny\b,5
5541,\bjizz\b,5
5542,\bafricoon\b,5
5543,\baidsbearer\b,5
5544,\banalcumdrip\b,5
5545,\banaldoctor\b,5
5546,\baperape\b,5
5547,\bassbandit\b,5
5548,\bassbasher\b,5
5549,\basshunter\b,5
5550,\basskiss,5
5551,\basslick,5
5552,\bassram,5
5553,\bassrape,5
5554,\bbiotch\b,5
5555,\bblackanese\b,5
5556,\bblaxican\b,5
5557,\bblowjob\b,5
5558,\bblueball\b,5
5559,\bbonch\b,5
5560,\bboners\b,5
5561,nig+a\b,5
5562,\bbullshirt\b,5
5563,\bbuttbang\b,5
5564,\bbuttfucker,5
5565,\bbuttlick,5
5566,\bbuttmonkey\b,5
5567,\bbuttmunch,5
5568,\bbuttnugget,5
5569,\bbuttslam,5
5570,\bbuttstain\b,5
5571,\bcameljockey\b,5
5572,\bcann[aio]bis\b,5
5573,\bcarpetmuncher,5
5574,\bcheapwhore\b,5
5575,\bchinawhite\b,5
5576,\bchinko\b,5
5577,\bchoad\b,5
5578,\bcirclejerk\b,5
5579,\bcircumcise\b,5
5580,\bcocaine\b,5
5581,\bcocksucker\b,5
5582,\bcoon\b,5
5583,\bcracka\b,5
5584,\bcrackerass,5
5585,\bcrackpipe,5
5586,\bcreamtits\b,5
5587,\bcrystalmeth\b,5
5588,\bcumboy,5
5589,\bcumbubble,5
5590,\bcumbucket\b,5
5591,\bcumcatcher,5
5592,\bcumdumpster,5
5593,\bcumeater\b,5
5594,\bcumm\b,5
5595,\bcumonmyface\b,5
5596,\bcums\b,5
5597,\bcumshooter,5
5598,\bcumshot,5
5599,\bcumslot,5
5600,\bdankhoe\b,5
5601,\bdanknugg,5
5602,\bhashish\b,5
5603,\bheroin\b,5
5604,\bholywanker\b,5
5605,\bhonkey\b,5
5606,\bhornytauren\b,5
5607,\bhotslut\b,5
5608,\bhymen\b,5
5609,\bjackoff\b,5
5610,\bkikes\b,5
5611,\bkunt\b,5
5612,\blesbo\b,5
5613,\blongusdongus\b,5
5614,\blsd\b,5
5615,\bmangina\b,5
5616,\bmansatchel\b,5
5617,\bmarijuana\b,5
5618,\bmast[eu]rbat,5
5619,\bmeth\b,5
5621,\bmorningwood\b,5
5622,\bmonstercock,5
5623,\bmoulie\b,5
5624,\bmuffdiver,5
5625,\bnatzi\b,5
5626,\bnecrophil,5
5627,\bnegrolicious\b,5
5628,\bnegromancer\b,5
5629,\bnicklebag\b,5
5630,\bniglet,5
5631,\bnignog\b,5
5632,\bnigs\b,5
5633,\boface\b,5
5634,\bonanism\b,5
5635,\bopium\b,5
5636,\borgasm\b,5
5637,\bpcp\b,5
5638,\bpedophile\b,5
5639,\bpenis,5
5640,\bphugface\b,5
5641,\bpikajew\b,5
5642,\bpoontang\b,5
5643,\bporn\b,5
5644,\bpriapism\b,5
5645,\bpr[o0]n\b,5
5646,\bpudendum\b,5
5647,\bpussyfart,5
5648,\bpussylick,5
5649,\bpussystomp,5
5650,\bputo\b,5
5651,\bquaaludes\b,5
5652,\bqueers\b,5
5653,\bqweef\b,5
5654,\braghead\b,5
5655,\breefer\b,5
5656,\breggin\b,5
5657,\brimjob\b,5
5658,\bgizz\b,5
5659,\bcooze\b,5
5660,\bcumming\b,5
5661,\bboner\b,5
5662,\bhomo\b,5
5663,\bbuttpirate,5
5664,\btitty,5
5665,\bpoostab,5
5666,fuck,5
5667,\bkkk\b,5
5668,\bnazi,5
5669,\bass\b,5
5670,bia?ts?ch,5
5671,\bclit,5
5672,\bcum\b,5
5673,\bcunt,5
5674,\bnig+er,5
5675,penis\b,5
5676,whore,5
5677,yuckfu,5
5678,yuckfou,5
5680,transsexual,5
5681,testicle,5
5682,tampon,5
5683,sphincter,5
5684,sperm,5
5685,phuck,5
5686,gangbang,5
5687,felch,5
5688,bukkake,5
5689,bukakke,5
5690,bukake,5
