ID,DisplayName_lang,Description_lang,Type,Cost_Modifier,Race,Sex,Data
1721,Covered Buns,,0,1,24,1,10
1723,Flowered Buns,,0,1,24,1,11
1725,Twin Tufts,,0,1,24,1,12
1727,Twin Loops,,0,1,24,1,13
1729,Twin Tails,,0,1,24,1,14
1731,Twin Rolls,,0,1,24,1,15
1733,Bun Falls,,0,1,24,1,16
1735,None,,2,0.75,24,1,0
1737,Hoops,,2,0.75,24,1,1
1739,Discs,,2,0.75,24,1,2
1741,Spirals,,2,0.75,24,1,3
1743,Captive Beads,,2,0.75,24,1,4
1745,Seals,,2,0.75,24,1,5
1747,Stern,,2,0.75,24,0,31
1749,Thoughtful,,2,0.75,24,0,32
1751,Cunning,,2,0.75,24,0,33
1753,Bristling,,2,0.75,24,0,34
1815,The Sokka,,0,1,24,0,17
1816,,,3,10,24,0,0
1817,,,3,10,24,0,1
1818,,,3,10,24,0,2
1819,,,3,10,24,0,3
1820,,,3,10,24,0,4
1821,,,3,10,24,0,5
1822,,,3,10,24,0,6
1823,,,3,10,24,0,7
1824,,,3,10,24,0,9
1825,,,3,10,24,0,10
1826,,,3,10,24,0,11
1827,,,3,10,24,0,12
1828,,,3,10,24,0,13
1966,,,3,10,24,1,0
1967,,,3,10,24,1,1
1968,,,3,10,24,1,2
1969,,,3,10,24,1,3
1970,,,3,10,24,1,4
1971,,,3,10,24,1,5
1972,,,3,10,24,1,6
1973,,,3,10,24,1,7
1974,,,3,10,24,1,8
1975,,,3,10,24,1,9
1976,,,3,10,24,1,10
1977,,,3,10,24,1,11
1978,,,3,10,24,1,12
1979,,,3,10,24,1,13
2054,,,3,10,24,0,8
2057,Fur,,0,1,25,0,0
2058,Fur,,0,1,26,0,0
2059,Topknot,,0,1,25,0,18
2060,Topknot,,0,1,26,0,18
2061,Mohawk,,0,1,25,0,1
2062,Mohawk,,0,1,26,0,1
2063,Slicked,,0,1,25,0,2
2064,Slicked,,0,1,26,0,2
2065,Beaded Tail,,0,1,25,0,3
2066,Beaded Tail,,0,1,26,0,3
2067,Backbrushed,,0,1,25,0,4
2068,Backbrushed,,0,1,26,0,4
2069,Mane & Topknot,,0,1,25,0,6
2070,Mane & Topknot,,0,1,26,0,6
2071,Long Topknot,,0,1,25,0,7
2072,Long Topknot,,0,1,26,0,7
2073,Backbrushed Topknot,,0,1,25,0,8
2074,Backbrushed Topknot,,0,1,26,0,8
2075,Tail & Bow,,0,1,25,0,9
2076,Tail & Bow,,0,1,26,0,9
2077,Top Bun,,0,1,25,0,10
2078,Top Bun,,0,1,26,0,10
2079,Tall Topknot,,0,1,25,0,5
2080,Tall Topknot,,0,1,26,0,5
2081,Tuft,,0,1,25,0,11
2082,Tuft,,0,1,26,0,11
2083,Top Bun Mane,,0,1,25,0,12
2084,Top Bun Mane,,0,1,26,0,12
2085,Loop,,0,1,25,0,13
2086,Loop,,0,1,26,0,13
2087,Wrapped Topknot,,0,1,25,0,14
2088,Wrapped Topknot,,0,1,26,0,14
2089,Chopstick,,0,1,25,0,15
2090,Chopstick,,0,1,26,0,15
2091,Spiky,,0,1,25,0,16
2092,Spiky,,0,1,26,0,16
2093,Fur,,2,0.75,25,0,0
2094,Fur,,2,0.75,26,0,0
2095,Temple Rope,,2,0.75,25,0,1
2096,Temple Rope,,2,0.75,26,0,1
2097,Barbel Beard,,2,0.75,25,0,2
2098,Barbel Beard,,2,0.75,26,0,2
2099,Chin Bead,,2,0.75,25,0,3
2100,Chin Bead,,2,0.75,26,0,3
2101,Corded Temple Rope,,2,0.75,25,0,4
2102,Corded Temple Rope,,2,0.75,26,0,4
2103,Piped Chin Bead,,2,0.75,25,0,5
2104,Piped Chin Bead,,2,0.75,26,0,5
2105,Barbels Temple Cord,,2,0.75,25,0,6
2106,Barbels Temple Cord,,2,0.75,26,0,6
2107,Spikes,,2,0.75,25,0,8
2108,Spikes,,2,0.75,26,0,8
2109,Fiery Spike,,2,0.75,25,0,9
2110,Fiery Spike,,2,0.75,26,0,9
2111,Thoughtful Tufts,,2,0.75,25,0,10
2112,Thoughtful Tufts,,2,0.75,26,0,10
2113,Corded Banner,,2,0.75,25,0,11
2114,Corded Banner,,2,0.75,26,0,11
2115,Barbels Temple Rope,,2,0.75,25,0,12
2116,Barbels Temple Rope,,2,0.75,26,0,12
2117,Chops,,2,0.75,25,0,13
2118,Chops,,2,0.75,26,0,13
2119,Banner,,2,0.75,25,0,14
2120,Banner,,2,0.75,26,0,14
2121,Twin Temple Ropes,,2,0.75,25,0,15
2122,Twin Temple Ropes,,2,0.75,26,0,15
2123,Whiskered Blade,,2,0.75,25,0,16
2124,Whiskered Blade,,2,0.75,26,0,16
2125,Stern Triple Tufts,,2,0.75,25,0,17
2126,Stern Triple Tufts,,2,0.75,26,0,17
2127,Temple Cords,,2,0.75,25,0,20
2128,Temple Cords,,2,0.75,26,0,20
2129,Cunning Barbels Chin Bead,,2,0.75,25,0,21
2130,Cunning Barbels Chin Bead,,2,0.75,26,0,21
2131,Temple Cord,,2,0.75,25,0,22
2132,Temple Cord,,2,0.75,26,0,22
2133,Corded  Blade,,2,0.75,25,0,23
2134,Corded  Blade,,2,0.75,26,0,23
2135,Stern Chops & Rope,,2,0.75,25,0,24
2136,Stern Chops & Rope,,2,0.75,26,0,24
2137,Stern Beard,,2,0.75,25,0,25
2138,Stern Beard,,2,0.75,26,0,25
2139,Triple Temple Ropes,,2,0.75,25,0,26
2140,Triple Temple Ropes,,2,0.75,26,0,26
2141,Barbels Spike,,2,0.75,25,0,27
2142,Barbels Spike,,2,0.75,26,0,27
2143,Barbels Chin Bead,,2,0.75,25,0,28
2144,Barbels Chin Bead,,2,0.75,26,0,28
2145,Piped Long Beard,,2,0.75,25,0,29
2146,Piped Long Beard,,2,0.75,26,0,29
2147,Chopped Temple Rope,,2,0.75,25,0,30
2148,Chopped Temple Rope,,2,0.75,26,0,30
2149,Long Beard,,2,0.75,25,0,7
2150,Long Beard,,2,0.75,26,0,7
2151,Stern Big Beard,,2,0.75,25,0,18
2152,Stern Big Beard,,2,0.75,26,0,18
2153,Chopped Spike,,2,0.75,25,0,19
2154,Chopped Spike,,2,0.75,26,0,19
2155,Gathered Tail,,0,1,25,1,0
2156,Gathered Tail,,0,1,26,1,0
2157,Chopsticks Tail,,0,1,25,1,1
2158,Chopsticks Tail,,0,1,26,1,1
2159,Simple Tail,,0,1,25,1,2
2160,Simple Tail,,0,1,26,1,2
2161,Braided Tail,,0,1,25,1,3
2162,Braided Tail,,0,1,26,1,3
2163,Flowered Roll,,0,1,25,1,4
2164,Flowered Roll,,0,1,26,1,4
2165,Topknot,,0,1,25,1,5
2166,Topknot,,0,1,26,1,5
2167,Chopsticks Loop,,0,1,25,1,6
2168,Chopsticks Loop,,0,1,26,1,6
2169,Chopsticks Bun,,0,1,25,1,7
2170,Chopsticks Bun,,0,1,26,1,7
2171,Braid and Falls,,0,1,25,1,8
2172,Braid and Falls,,0,1,26,1,8
2173,Twin Tails Falls,,0,1,25,1,9
2174,Twin Tails Falls,,0,1,26,1,9
2175,Covered Buns,,0,1,25,1,10
2176,Covered Buns,,0,1,26,1,10
2177,Flowered Buns,,0,1,25,1,11
2178,Flowered Buns,,0,1,26,1,11
2179,Twin Tufts,,0,1,25,1,12
2180,Twin Tufts,,0,1,26,1,12
2181,Twin Loops,,0,1,25,1,13
2182,Twin Loops,,0,1,26,1,13
2183,Twin Tails,,0,1,25,1,14
2184,Twin Tails,,0,1,26,1,14
2185,Twin Rolls,,0,1,25,1,15
2186,Twin Rolls,,0,1,26,1,15
2187,Bun Falls,,0,1,25,1,16
2188,Bun Falls,,0,1,26,1,16
2189,None,,2,0.75,25,1,0
2190,None,,2,0.75,26,1,0
2191,Hoops,,2,0.75,25,1,1
2192,Hoops,,2,0.75,26,1,1
2193,Discs,,2,0.75,25,1,2
2194,Discs,,2,0.75,26,1,2
2195,Spirals,,2,0.75,25,1,3
2196,Spirals,,2,0.75,26,1,3
2197,Captive Beads,,2,0.75,25,1,4
2198,Captive Beads,,2,0.75,26,1,4
2199,Seals,,2,0.75,25,1,5
2200,Seals,,2,0.75,26,1,5
2201,Stern,,2,0.75,25,0,31
2202,Stern,,2,0.75,26,0,31
2203,Thoughtful,,2,0.75,25,0,32
2204,Thoughtful,,2,0.75,26,0,32
2205,Cunning,,2,0.75,25,0,33
2206,Cunning,,2,0.75,26,0,33
2207,Bristling,,2,0.75,25,0,34
2208,Bristling,,2,0.75,26,0,34
2209,The Sokka,,0,1,25,0,17
2210,The Sokka,,0,1,26,0,17
2211,,,3,10,25,0,0
2212,,,3,10,26,0,0
2213,,,3,10,25,0,1
2214,,,3,10,26,0,1
2215,,,3,10,25,0,2
2216,,,3,10,26,0,2
2217,,,3,10,25,0,3
2218,,,3,10,26,0,3
2219,,,3,10,25,0,4
2220,,,3,10,26,0,4
2221,,,3,10,25,0,5
2222,,,3,10,26,0,5
2223,,,3,10,25,0,6
2224,,,3,10,26,0,6
2225,,,3,10,25,0,7
2226,,,3,10,26,0,7
2227,,,3,10,25,0,9
2228,,,3,10,26,0,9
2229,,,3,10,25,0,10
2230,,,3,10,26,0,10
2231,,,3,10,25,0,11
2232,,,3,10,26,0,11
2233,,,3,10,25,0,12
2234,,,3,10,26,0,12
2235,,,3,10,25,0,13
2236,,,3,10,26,0,13
2237,,,3,10,25,1,0
2238,,,3,10,26,1,0
2239,,,3,10,25,1,1
2240,,,3,10,26,1,1
2241,,,3,10,25,1,2
2242,,,3,10,26,1,2
2243,,,3,10,25,1,3
2244,,,3,10,26,1,3
2245,,,3,10,25,1,4
2246,,,3,10,26,1,4
2247,,,3,10,25,1,5
2248,,,3,10,26,1,5
2249,,,3,10,25,1,6
2250,,,3,10,26,1,6
2251,,,3,10,25,1,7
2252,,,3,10,26,1,7
2253,,,3,10,25,1,8
2254,,,3,10,26,1,8
2255,,,3,10,25,1,9
2256,,,3,10,26,1,9
2257,,,3,10,25,1,10
2258,,,3,10,26,1,10
2259,,,3,10,25,1,11
2260,,,3,10,26,1,11
2261,,,3,10,25,1,12
2262,,,3,10,26,1,12
2263,,,3,10,25,1,13
2264,,,3,10,26,1,13
2265,,,3,10,25,0,8
2266,,,3,10,26,0,8
2267,,,4,2,2,0,0
2268,,,4,2,2,0,1
2269,,,4,2,2,0,2
2270,,,4,2,2,1,0
2271,,,4,2,2,1,1
2272,,,4,2,2,0,3
2273,,,4,2,2,0,4
2274,,,4,2,2,0,5
2275,,,4,2,2,0,6
2276,,,4,2,2,0,7
2277,,,4,2,2,0,8
2278,,,4,2,2,0,9
2279,,,4,2,2,0,10
2280,,,4,2,2,0,11
2281,,,4,2,2,0,12
2282,,,4,2,2,0,13
2283,,,4,2,2,0,14
2284,,,4,2,2,0,15
2285,,,4,2,2,0,16
2286,,,4,2,2,0,17
2287,,,4,2,1,0,0
2810,,,4,2,1,0,1
2811,,,4,2,1,0,2
2812,,,4,2,1,0,3
2813,,,4,2,1,0,4
2814,,,4,2,1,0,5
2815,,,4,2,1,0,6
2816,,,4,2,1,0,7
2817,,,4,2,1,0,8
2818,,,4,2,1,0,9
2819,,,4,2,1,0,10
2820,,,4,2,1,0,11
2821,,,4,2,1,0,12
2822,,,4,2,1,0,13
2823,,,4,2,1,0,14
2824,,,4,2,1,0,15
2825,,,4,2,1,0,16
2826,,,4,2,1,0,17
2827,,,4,2,1,0,18
2828,,,4,2,1,0,19
2829,,,4,2,1,0,20
2830,,,4,2,1,0,21
2831,,,4,2,1,0,22
2832,,,4,2,1,0,23
2833,,,4,2,1,1,0
2834,,,4,2,1,1,1
2835,,,4,2,1,1,2
2836,,,4,2,1,1,3
2837,,,4,2,1,1,4
2838,,,4,2,1,1,5
2839,,,4,2,1,1,6
2840,,,4,2,1,1,7
2841,,,4,2,1,1,8
2842,,,4,2,1,1,9
2843,,,4,2,1,1,10
2844,,,4,2,1,1,11
2845,,,4,2,1,1,12
2846,,,4,2,1,1,13
2847,,,4,2,1,1,14
2848,,,4,2,1,1,15
2849,,,4,2,1,1,16
2850,,,4,2,1,1,17
2851,,,4,2,1,1,18
2852,,,4,2,1,1,19
2853,,,4,2,1,1,20
2854,,,4,2,1,1,21
2855,,,4,2,1,1,22
2856,,,4,2,1,1,23
2857,,,4,2,1,1,24
2858,,,4,2,1,1,25
2859,,,4,2,1,1,26
2860,,,4,2,1,1,27
2861,,,4,2,1,1,28
2862,,,4,2,1,1,29
2863,,,4,2,2,1,2
2864,,,4,2,2,1,3
2865,,,4,2,2,1,4
2866,,,4,2,2,1,5
2867,,,4,2,2,1,6
2868,,,4,2,2,1,7
2869,,,4,2,2,1,8
2870,,,4,2,2,1,9
2871,,,4,2,2,1,10
2872,,,4,2,2,1,11
2873,,,4,2,2,1,12
2874,,,4,2,2,1,13
2875,,,4,2,2,1,14
2876,,,4,2,2,1,15
2877,,,4,2,2,1,16
2878,,,4,2,2,1,17
2879,,,4,2,3,0,0
2880,,,4,2,3,0,1
2881,,,4,2,3,0,2
2882,,,4,2,3,0,3
2883,,,4,2,3,0,4
2884,,,4,2,3,0,5
2885,,,4,2,3,0,6
2886,,,4,2,3,0,7
2887,,,4,2,3,0,8
2888,,,4,2,3,0,9
2889,,,4,2,3,0,10
2890,,,4,2,3,0,11
2891,,,4,2,3,0,12
2892,,,4,2,3,0,13
2893,,,4,2,3,0,14
2894,,,4,2,3,0,15
2895,,,4,2,3,0,16
2896,,,4,2,3,0,17
2897,,,4,2,3,0,18
2898,,,4,2,3,0,19
2899,,,4,2,3,1,0
2900,,,4,2,3,1,1
2901,,,4,2,3,1,2
2902,,,4,2,3,1,3
2903,,,4,2,3,1,4
2904,,,4,2,3,1,5
2905,,,4,2,3,1,6
2906,,,4,2,3,1,7
2907,,,4,2,3,1,8
2908,,,4,2,3,1,9
2909,,,4,2,3,1,10
2910,,,4,2,3,1,11
2911,,,4,2,3,1,12
2912,,,4,2,3,1,13
2913,,,4,2,3,1,14
2914,,,4,2,3,1,15
2915,,,4,2,3,1,16
2916,,,4,2,3,1,17
2917,,,4,2,3,1,18
2918,,,4,2,3,1,19
2919,,,4,2,4,0,0
2920,,,4,2,4,0,1
2921,,,4,2,4,0,2
2922,,,4,2,4,0,3
2923,,,4,2,4,0,4
2924,,,4,2,4,0,5
2925,,,4,2,4,0,6
2926,,,4,2,4,0,7
2927,,,4,2,4,0,8
2928,,,4,2,4,0,9
2929,,,4,2,4,0,10
2930,,,4,2,4,0,11
2931,,,4,2,4,0,12
2932,,,4,2,4,0,13
2933,,,4,2,4,0,14
2934,,,4,2,4,0,15
2935,,,4,2,4,0,16
2936,,,4,2,4,0,17
2937,,,4,2,4,1,0
2938,,,4,2,4,1,1
2939,,,4,2,4,1,2
2940,,,4,2,4,1,3
2941,,,4,2,4,1,4
2942,,,4,2,4,1,5
2943,,,4,2,4,1,6
2944,,,4,2,4,1,7
2945,,,4,2,4,1,8
2946,,,4,2,4,1,9
2947,,,4,2,4,1,10
2948,,,4,2,4,1,11
2949,,,4,2,4,1,12
2950,,,4,2,4,1,13
2951,,,4,2,4,1,14
2952,,,4,2,4,1,15
2953,,,4,2,4,1,16
2954,,,4,2,4,1,17
2955,,,4,2,5,0,0
2956,,,4,2,5,0,1
2957,,,4,2,5,0,2
2958,,,4,2,5,0,3
2959,,,4,2,5,0,4
2960,,,4,2,5,0,5
2961,,,4,2,5,0,6
2962,,,4,2,5,0,7
2963,,,4,2,5,0,8
2964,,,4,2,5,0,9
2965,,,4,2,5,0,10
2966,,,4,2,5,0,11
2967,,,4,2,5,0,12
2968,,,4,2,5,0,13
2969,,,4,2,5,0,14
2970,,,4,2,5,0,15
2971,,,4,2,5,0,16
2972,,,4,2,5,0,17
2973,,,4,2,5,0,18
2974,,,4,2,5,0,19
2975,,,4,2,5,1,0
2976,,,4,2,5,1,1
2977,,,4,2,5,1,2
2978,,,4,2,5,1,3
2979,,,4,2,5,1,4
2980,,,4,2,5,1,5
2981,,,4,2,5,1,6
2982,,,4,2,5,1,7
2983,,,4,2,5,1,8
2984,,,4,2,5,1,9
2985,,,4,2,5,1,10
2986,,,4,2,5,1,11
2987,,,4,2,5,1,12
2988,,,4,2,5,1,13
2989,,,4,2,5,1,14
2990,,,4,2,5,1,15
2991,,,4,2,5,1,16
2992,,,4,2,5,1,17
2993,,,4,2,5,1,18
2994,,,4,2,5,1,19
2995,,,4,2,6,0,0
2996,,,4,2,6,0,1
2997,,,4,2,6,0,2
2998,,,4,2,6,0,3
2999,,,4,2,6,0,4
3000,,,4,2,6,0,5
3001,,,4,2,6,0,6
3002,,,4,2,6,0,7
3003,,,4,2,6,0,8
3004,,,4,2,6,0,9
3005,,,4,2,6,1,0
3006,,,4,2,6,1,1
3007,,,4,2,6,1,2
3008,,,4,2,6,1,3
3009,,,4,2,6,1,4
3010,,,4,2,6,1,5
3011,,,4,2,6,1,6
3012,,,4,2,6,1,7
3013,,,4,2,7,0,0
3014,,,4,2,7,0,1
3015,,,4,2,7,0,2
3016,,,4,2,7,0,3
3017,,,4,2,7,0,4
3018,,,4,2,7,0,5
3019,,,4,2,7,0,6
3020,,,4,2,7,0,7
3021,,,4,2,7,0,8
3022,,,4,2,7,0,9
3023,,,4,2,7,0,10
3024,,,4,2,7,0,11
3025,,,4,2,7,0,12
3026,,,4,2,7,0,13
3027,,,4,2,7,1,0
3028,,,4,2,7,1,1
3029,,,4,2,7,1,2
3030,,,4,2,7,1,3
3031,,,4,2,7,1,4
3032,,,4,2,7,1,5
3033,,,4,2,7,1,6
3034,,,4,2,7,1,7
3035,,,4,2,7,1,8
3036,,,4,2,7,1,9
3037,,,4,2,7,1,10
3038,,,4,2,7,1,11
3039,,,4,2,7,1,12
3040,,,4,2,7,1,13
3041,,,4,2,8,0,0
3042,,,4,2,8,0,1
3043,,,4,2,8,0,2
3044,,,4,2,8,0,3
3045,,,4,2,8,0,4
3046,,,4,2,8,0,5
3047,,,4,2,8,0,6
3048,,,4,2,8,0,7
3049,,,4,2,8,0,8
3050,,,4,2,8,0,9
3051,,,4,2,8,1,0
3052,,,4,2,8,1,1
3053,,,4,2,8,1,2
3054,,,4,2,8,1,3
3055,,,4,2,8,1,4
3056,,,4,2,8,1,5
3057,,,4,2,8,1,6
3058,,,4,2,8,1,7
3059,,,4,2,8,1,8
3060,,,4,2,8,1,9
3061,,,4,2,8,1,10
3062,,,4,2,8,1,11
3063,,,4,2,9,0,0
3064,,,4,2,9,0,1
3065,,,4,2,9,0,2
3066,,,4,2,9,0,3
3067,,,4,2,9,0,4
3068,,,4,2,9,0,5
3069,,,4,2,9,0,6
3070,,,4,2,9,0,7
3071,,,4,2,9,0,8
3072,,,4,2,9,0,9
3073,,,4,2,9,1,0
3074,,,4,2,9,1,1
3075,,,4,2,9,1,2
3076,,,4,2,9,1,3
3077,,,4,2,9,1,4
3078,,,4,2,9,1,5
3079,,,4,2,9,1,6
3080,,,4,2,9,1,7
3081,,,4,2,9,1,8
3082,,,4,2,9,1,9
3083,,,4,2,9,1,10
3084,,,4,2,9,1,11
3085,,,4,2,9,1,12
3086,,,4,2,9,1,13
3087,,,4,2,9,1,14
3088,,,4,2,9,1,15
3089,,,4,2,9,1,16
3090,,,4,2,9,1,17
3091,,,4,2,10,0,0
3092,,,4,2,10,0,1
3093,,,4,2,10,0,2
3094,,,4,2,10,0,3
3095,,,4,2,10,0,4
3096,,,4,2,10,0,5
3097,,,4,2,10,0,6
3098,,,4,2,10,0,7
3099,,,4,2,10,0,8
3100,,,4,2,10,0,9
3101,,,4,2,10,0,10
3102,,,4,2,10,0,11
3103,,,4,2,10,0,12
3104,,,4,2,10,0,13
3105,,,4,2,10,0,14
3106,,,4,2,10,0,15
3107,,,4,2,10,0,16
3108,,,4,2,10,0,17
3109,,,4,2,10,0,18
3110,,,4,2,10,0,19
3111,,,4,2,10,1,0
3112,,,4,2,10,1,1
3113,,,4,2,10,1,2
3114,,,4,2,10,1,3
3115,,,4,2,10,1,4
3116,,,4,2,10,1,5
3117,,,4,2,10,1,6
3118,,,4,2,10,1,7
3119,,,4,2,10,1,8
3120,,,4,2,10,1,9
3121,,,4,2,10,1,10
3122,,,4,2,10,1,11
3123,,,4,2,10,1,12
3124,,,4,2,10,1,13
3125,,,4,2,10,1,14
3126,,,4,2,10,1,15
3127,,,4,2,10,1,16
3128,,,4,2,10,1,17
3129,,,4,2,10,1,18
3130,,,4,2,10,1,19
3131,,,4,2,11,0,0
3132,,,4,2,11,0,1
3133,,,4,2,11,0,2
3134,,,4,2,11,0,3
3135,,,4,2,11,0,4
3136,,,4,2,11,0,5
3137,,,4,2,11,0,6
3138,,,4,2,11,0,7
3139,,,4,2,11,0,8
3140,,,4,2,11,0,9
3141,,,4,2,11,0,10
3142,,,4,2,11,0,11
3143,,,4,2,11,0,12
3144,,,4,2,11,0,13
3145,,,4,2,11,0,14
3146,,,4,2,11,0,15
3147,,,4,2,11,0,16
3148,,,4,2,11,0,17
3149,,,4,2,11,0,18
3150,,,4,2,11,0,19
3151,,,4,2,11,1,0
3152,,,4,2,11,1,1
3153,,,4,2,11,1,2
3154,,,4,2,11,1,3
3155,,,4,2,11,1,4
3156,,,4,2,11,1,5
3157,,,4,2,11,1,6
3158,,,4,2,11,1,7
3159,,,4,2,11,1,8
3160,,,4,2,11,1,9
3161,,,4,2,11,1,10
3162,,,4,2,11,1,11
3163,,,4,2,11,1,12
3164,,,4,2,11,1,13
3165,,,4,2,11,1,14
3166,,,4,2,11,1,15
3167,,,4,2,11,1,16
3168,,,4,2,11,1,17
3169,,,4,2,11,1,18
3170,,,4,2,11,1,19
3171,,,4,2,22,0,0
3172,,,4,2,22,0,1
3173,,,4,2,22,0,2
3174,,,4,2,22,0,3
3175,,,4,2,22,0,4
3176,,,4,2,22,0,5
3177,,,4,2,22,0,6
3178,,,4,2,22,0,7
3179,,,4,2,22,0,8
3180,,,4,2,22,0,9
3181,,,4,2,22,1,0
3182,,,4,2,22,1,1
3183,,,4,2,22,1,2
3184,,,4,2,22,1,3
3185,,,4,2,22,1,4
3186,,,4,2,22,1,5
3187,,,4,2,22,1,6
3188,,,4,2,22,1,7
3189,,,4,2,22,1,8
3190,,,4,2,22,1,9
3191,,,4,2,22,1,10
3192,,,4,2,22,1,11
3193,,,4,2,22,1,12
3194,,,4,2,22,1,13
3195,,,4,2,22,1,14
3196,,,4,2,22,1,15
3197,,,4,2,22,1,16
3198,,,4,2,22,1,17
3199,,,4,2,22,1,18
3200,,,4,2,22,1,19
3201,,,4,2,22,1,20
3202,,,4,2,22,1,21
3203,,,4,2,22,1,22
3204,,,4,2,22,1,23
3205,,,4,2,22,1,24
3206,,,4,2,22,1,25
3207,,,4,2,22,1,26
3208,,,4,2,22,1,27
3209,,,4,2,24,0,0
3210,,,4,2,24,0,1
3211,,,4,2,24,0,2
3212,,,4,2,24,0,3
3213,,,4,2,24,0,4
3214,,,4,2,24,0,5
3215,,,4,2,24,0,6
3216,,,4,2,24,0,7
3217,,,4,2,24,0,8
3218,,,4,2,24,0,9
3219,,,4,2,24,0,10
3220,,,4,2,24,0,11
3221,,,4,2,24,0,12
3222,,,4,2,24,0,13
3223,,,4,2,24,0,14
3224,,,4,2,24,0,15
3225,,,4,2,24,0,16
3226,,,4,2,24,0,17
3227,,,4,2,24,0,18
3228,,,4,2,24,0,19
3229,,,4,2,24,0,20
3230,,,4,2,24,1,0
3231,,,4,2,24,1,1
3232,,,4,2,24,1,2
3233,,,4,2,24,1,3
3234,,,4,2,24,1,4
3235,,,4,2,24,1,5
3236,,,4,2,24,1,6
3237,,,4,2,24,1,7
3238,,,4,2,24,1,8
3239,,,4,2,24,1,9
3240,,,4,2,24,1,10
3241,,,4,2,24,1,11
3242,,,4,2,24,1,12
3243,,,4,2,24,1,13
3244,,,4,2,24,1,14
3245,,,4,2,24,1,15
3246,,,4,2,24,1,16
3247,,,4,2,24,1,17
3248,,,4,2,24,1,18
3249,,,4,2,24,1,19
3250,,,4,2,25,0,0
3251,,,4,2,25,0,1
3252,,,4,2,25,0,2
3253,,,4,2,25,0,3
3254,,,4,2,25,0,4
3255,,,4,2,25,0,5
3256,,,4,2,25,0,6
3257,,,4,2,25,0,7
3258,,,4,2,25,0,8
3259,,,4,2,25,0,9
3260,,,4,2,25,0,10
3261,,,4,2,25,0,11
3262,,,4,2,25,0,12
3263,,,4,2,25,0,13
3264,,,4,2,25,0,14
3265,,,4,2,25,0,15
3266,,,4,2,25,0,16
3267,,,4,2,25,0,17
3268,,,4,2,25,0,18
3269,,,4,2,25,0,19
3270,,,4,2,25,0,20
3271,,,4,2,25,1,0
3272,,,4,2,25,1,1
3273,,,4,2,25,1,2
3274,,,4,2,25,1,3
3275,,,4,2,25,1,4
3276,,,4,2,25,1,5
3277,,,4,2,25,1,6
3278,,,4,2,25,1,7
3279,,,4,2,25,1,8
3280,,,4,2,25,1,9
3281,,,4,2,25,1,10
3282,,,4,2,25,1,11
3283,,,4,2,25,1,12
3284,,,4,2,25,1,13
3285,,,4,2,25,1,14
3286,,,4,2,25,1,15
3287,,,4,2,25,1,16
3288,,,4,2,25,1,17
3289,,,4,2,25,1,18
3290,,,4,2,25,1,19
3291,,,4,2,26,0,0
3292,,,4,2,26,0,1
3293,,,4,2,26,0,2
3294,,,4,2,26,0,3
3295,,,4,2,26,0,4
3296,,,4,2,26,0,5
3297,,,4,2,26,0,6
3298,,,4,2,26,0,7
3299,,,4,2,26,0,8
3300,,,4,2,26,0,9
3301,,,4,2,26,0,10
3302,,,4,2,26,0,11
3303,,,4,2,26,0,12
3304,,,4,2,26,0,13
3305,,,4,2,26,0,14
3306,,,4,2,26,0,15
3307,,,4,2,26,0,16
3308,,,4,2,26,0,17
3309,,,4,2,26,0,18
3310,,,4,2,26,0,19
3311,,,4,2,26,0,20
3312,,,4,2,26,1,0
3313,,,4,2,26,1,1
3314,,,4,2,26,1,2
3315,,,4,2,26,1,3
3316,,,4,2,26,1,4
3317,,,4,2,26,1,5
3318,,,4,2,26,1,6
3319,,,4,2,26,1,7
3320,,,4,2,26,1,8
3321,,,4,2,26,1,9
3322,,,4,2,26,1,10
3323,,,4,2,26,1,11
3324,,,4,2,26,1,12
3325,,,4,2,26,1,13
3326,,,4,2,26,1,14
3327,,,4,2,26,1,15
3328,,,4,2,26,1,16
3329,,,4,2,26,1,17
3330,,,4,2,26,1,18
3331,,,4,2,26,1,19
3332,,,4,2,22,0,10
3333,,,4,2,22,0,11
3334,,,4,2,22,0,12
3335,,,4,2,22,0,13
3336,,,4,2,22,0,14
3545,,,5,1,4,0,0
3546,,,5,1,4,0,1
3547,,,5,1,4,0,2
3548,,,5,1,4,0,3
3549,,,5,1,4,0,4
3550,,,5,1,4,0,5
3551,,,5,1,4,0,6
3552,,,5,1,4,0,7
3553,,,5,1,4,0,8
3554,,,5,1,4,0,9
3555,,,5,1,4,0,10
3556,,,5,1,4,0,11
3557,,,5,1,4,0,12
3558,,,5,1,4,0,13
3559,,,5,1,4,0,14
3560,,,5,1,4,0,15
3561,,,5,1,4,0,16
3562,,,5,1,4,0,17
3563,,,5,1,4,0,18
3564,,,5,1,4,0,19
3565,,,5,1,4,0,20
3566,,,5,1,4,0,21
3567,,,5,1,4,0,22
3568,,,5,1,4,0,23
3569,,,5,1,4,0,24
3570,,,5,1,4,0,25
3571,,,5,1,4,0,26
3572,,,5,1,4,0,27
3573,,,5,1,4,0,28
3574,,,5,1,4,0,29
3575,,,5,1,4,0,30
3576,,,5,1,4,0,31
3577,,,5,1,4,0,32
3578,,,5,1,4,0,33
3579,,,5,1,4,0,34
3580,,,5,1,4,0,35
3581,,,5,1,4,0,36
3582,,,6,1,4,0,0
3583,,,6,1,4,0,1
3584,,,6,1,4,0,2
3585,,,6,1,4,0,3
