ID,TraitCondID,TraitNodeGroupID
13015,33502,11087
13016,33498,11087
13017,33494,11087
13018,33490,11087
13019,33486,11087
13020,33482,11087
13021,33478,11087
13022,33474,11087
13023,33470,11087
13024,33466,11087
13025,33462,11087
13026,33458,11087
13027,32790,11088
13028,32922,11089
13029,33053,11091
13030,33185,11093
13031,33317,11095
13032,33843,11096
13033,34766,11096
13034,34370,11097
13035,34238,11097
13036,34503,11098
13037,34504,11099
13038,34635,11100
13039,34767,11101
13040,33845,11102
13041,34106,11104
13042,33977,11105
13043,34634,11106
13044,34502,11106
13045,34108,11107
13046,33975,11108
13047,34240,11109
13048,34611,11110
13049,34603,11110
13050,34595,11110
13051,34587,11110
13052,34579,11110
13053,34571,11110
13054,34563,11110
13055,34555,11110
13056,34547,11110
13057,34539,11110
13058,34531,11110
13059,34523,11110
13060,34515,11110
13061,34507,11110
13062,34499,11110
13063,34491,11110
13064,34483,11110
13065,34475,11110
13066,34467,11110
13067,34459,11110
13068,34451,11110
13069,34443,11110
13070,34435,11110
13071,34427,11110
13072,34419,11110
13073,34411,11110
13074,34403,11110
13075,34395,11110
13076,34387,11110
13077,34379,11110
13078,34363,11110
13079,34355,11110
13080,34347,11110
13081,34339,11110
13082,34331,11110
13083,34323,11110
13084,34315,11110
13085,34307,11110
13086,34299,11110
13087,34291,11110
13088,34283,11110
13089,34275,11110
13090,34267,11110
13091,34259,11110
13092,34251,11110
13093,34243,11110
13094,34235,11110
13095,34227,11110
13096,34219,11110
13097,34211,11110
13098,34203,11110
13099,34195,11110
13100,34187,11110
13101,34179,11110
13102,34171,11110
13103,34163,11110
13104,34155,11110
13105,34147,11110
13106,34139,11110
13107,34131,11110
13108,34123,11110
13109,34115,11110
13110,34099,11110
13111,34091,11110
13112,34083,11110
13113,34075,11110
13114,34067,11110
13115,34059,11110
13116,34051,11110
13117,34043,11110
13118,34035,11110
13119,34027,11110
13120,34019,11110
13121,34011,11110
13122,34003,11110
13123,33995,11110
13124,33987,11110
13125,33979,11110
13126,33971,11110
13127,33963,11110
13128,33955,11110
13129,33947,11110
13130,33939,11110
13131,33931,11110
13132,33923,11110
13133,33915,11110
13134,33907,11110
13135,33899,11110
13136,33891,11110
13137,33883,11110
13138,33875,11110
13139,33867,11110
13140,33859,11110
13141,33851,11110
13142,34882,11110
13143,34874,11110
13144,34866,11110
13145,34858,11110
13146,34850,11110
13147,34842,11110
13148,34834,11110
13149,34826,11110
13150,34818,11110
13151,34810,11110
13152,34802,11110
13153,34794,11110
13154,34786,11110
13155,34778,11110
13156,34770,11110
13157,34762,11110
13158,34754,11110
13159,34746,11110
13160,34738,11110
13161,34730,11110
13162,34722,11110
13163,34714,11110
13164,34706,11110
13165,34698,11110
13166,34690,11110
13167,34682,11110
13168,34674,11110
13169,34666,11110
13170,34658,11110
13171,34650,11110
13172,34642,11110
13173,34626,11110
13174,34618,11110
13175,34610,11110
13176,34602,11110
13177,34594,11110
13178,34586,11110
13179,34578,11110
13180,34570,11110
13181,34562,11110
13182,34554,11110
13183,34546,11110
13184,34538,11110
13185,34530,11110
13186,34522,11110
13187,34514,11110
13188,34506,11110
13189,34498,11110
13190,34490,11110
13191,34482,11110
13192,34474,11110
13193,34466,11110
13194,34458,11110
13195,34450,11110
13196,34442,11110
13197,34434,11110
13198,34426,11110
13199,34418,11110
13200,34410,11110
13201,34402,11110
13202,34394,11110
13203,34386,11110
13204,34378,11110
13205,34362,11110
13206,34354,11110
13207,34346,11110
13208,34338,11110
13209,34330,11110
13210,34322,11110
13211,34314,11110
13212,34306,11110
13213,34298,11110
13214,34290,11110
13215,34282,11110
13216,34274,11110
13217,34266,11110
13218,34258,11110
13219,34250,11110
13220,34242,11110
13221,34234,11110
13222,34226,11110
13223,34218,11110
13224,34210,11110
13225,34202,11110
13226,34194,11110
13227,34186,11110
13228,34178,11110
13229,34170,11110
13230,34162,11110
13231,34154,11110
13232,34146,11110
13233,34138,11110
13234,34130,11110
13235,34122,11110
13236,34114,11110
13237,34098,11110
13238,34090,11110
13239,34082,11110
13240,34074,11110
13241,34066,11110
13242,34058,11110
13243,34050,11110
13244,34042,11110
13245,34034,11110
13246,34026,11110
13247,34018,11110
13248,34010,11110
13249,34002,11110
13250,33994,11110
13251,33986,11110
13252,33970,11110
13253,33962,11110
13254,33954,11110
13255,33946,11110
13256,33938,11110
13257,33930,11110
13258,33922,11110
13259,33914,11110
13260,33906,11110
13261,33898,11110
13262,33890,11110
13263,33882,11110
13264,33874,11110
13265,33866,11110
13266,33858,11110
13267,33850,11110
13268,33842,11110
13269,34889,11110
13270,34881,11110
13271,34873,11110
13272,34865,11110
13273,34857,11110
13274,34849,11110
13275,34841,11110
13276,34833,11110
13277,34825,11110
13278,34817,11110
13279,34809,11110
13280,34801,11110
13281,34793,11110
13282,34785,11110
13283,34777,11110
13284,34769,11110
13285,34761,11110
13286,34753,11110
13287,34745,11110
13288,34737,11110
13289,34729,11110
13290,34721,11110
13291,34713,11110
13292,34705,11110
13293,34697,11110
13294,34689,11110
13295,34681,11110
13296,34673,11110
13297,34665,11110
13298,34657,11110
13299,34649,11110
13300,34641,11110
13301,34633,11110
13302,34625,11110
13303,34617,11110
13304,34609,11110
13305,34601,11110
13306,34593,11110
13307,34585,11110
13308,34577,11110
13309,34569,11110
13310,34561,11110
13311,34553,11110
13312,34545,11110
13313,34537,11110
13314,34529,11110
13315,34521,11110
13316,34513,11110
13317,34497,11110
13318,34489,11110
13319,34481,11110
13320,34473,11110
13321,34465,11110
13322,34457,11110
13323,34449,11110
13324,34441,11110
13325,34433,11110
13326,34425,11110
13327,34417,11110
13328,34409,11110
13329,34401,11110
13330,34393,11110
13331,34385,11110
13332,34377,11110
13333,34369,11110
13334,34361,11110
13335,34353,11110
13336,34345,11110
13337,34337,11110
13338,34329,11110
13339,34321,11110
13340,34313,11110
13341,34305,11110
13342,34297,11110
13343,34289,11110
13344,34281,11110
13345,34273,11110
13346,34265,11110
13347,34257,11110
13348,34249,11110
13349,34233,11110
13350,34225,11110
13351,34217,11110
13352,34209,11110
13353,34201,11110
13354,34193,11110
13355,34185,11110
13356,34177,11110
13357,34169,11110
13358,34161,11110
13359,34153,11110
13360,34145,11110
13361,34137,11110
13362,34129,11110
13363,34121,11110
13364,34113,11110
13365,34105,11110
13366,34097,11110
13367,34089,11110
13368,34081,11110
13369,34073,11110
13370,34065,11110
13371,34057,11110
13372,34049,11110
13373,34041,11110
13374,34033,11110
13375,34025,11110
13376,34017,11110
13377,34009,11110
13378,34001,11110
13379,33993,11110
13380,33985,11110
13381,33969,11110
13382,33961,11110
13383,33953,11110
13384,33945,11110
13385,33937,11110
13386,33929,11110
13387,33921,11110
13388,33913,11110
13389,33905,11110
13390,33897,11110
13391,33889,11110
13392,33881,11110
13393,33873,11110
13394,33865,11110
13395,33857,11110
13396,33849,11110
13397,33841,11110
13398,34888,11110
13399,34880,11110
13400,34872,11110
13401,34864,11110
13402,34856,11110
13403,34848,11110
13404,34840,11110
13405,34832,11110
13406,34824,11110
13407,34816,11110
13408,34808,11110
13409,34800,11110
13410,34792,11110
13411,34784,11110
13412,34776,11110
13413,34760,11110
13414,34752,11110
13415,34744,11110
13416,34736,11110
13417,34728,11110
13418,34720,11110
13419,34712,11110
13420,34704,11110
13421,34696,11110
13422,34688,11110
13423,34680,11110
13424,34672,11110
13425,34664,11110
13426,34656,11110
13427,34648,11110
13428,34640,11110
13429,34632,11110
13430,34624,11110
13431,34616,11110
13432,34608,11110
13433,34600,11110
13434,34592,11110
13435,34584,11110
13436,34576,11110
13437,34568,11110
13438,34560,11110
13439,34552,11110
13440,34544,11110
13441,34536,11110
13442,34528,11110
13443,34520,11110
13444,34512,11110
13445,34496,11110
13446,34488,11110
13447,34480,11110
13448,34472,11110
13449,34464,11110
13450,34456,11110
13451,34448,11110
13452,34440,11110
13453,34432,11110
13454,34424,11110
13455,34416,11110
13456,34408,11110
13457,34400,11110
13458,34392,11110
13459,34384,11110
13460,34376,11110
13461,34368,11110
13462,34360,11110
13463,34352,11110
13464,34344,11110
13465,34336,11110
13466,34328,11110
13467,34320,11110
13468,34312,11110
13469,34304,11110
13470,34296,11110
13471,34288,11110
13472,34280,11110
13473,34272,11110
13474,34264,11110
13475,34256,11110
13476,34248,11110
13477,34232,11110
13478,34224,11110
13479,34216,11110
13480,34208,11110
13481,34200,11110
13482,34192,11110
13483,34184,11110
13484,34176,11110
13485,34168,11110
13486,34160,11110
13487,34152,11110
13488,34144,11110
13489,34136,11110
13490,34128,11110
13491,34120,11110
13492,34112,11110
13493,34104,11110
13494,34096,11110
13495,34088,11110
13496,34080,11110
13497,34072,11110
13498,34064,11110
13499,34056,11110
13500,34048,11110
13501,34040,11110
13502,34032,11110
13503,34024,11110
13504,34016,11110
13505,34008,11110
13506,34000,11110
13507,33992,11110
13508,33984,11110
13509,33968,11110
13510,33960,11110
13511,33952,11110
13512,33944,11110
13513,33936,11110
13514,33928,11110
13515,33920,11110
13516,33912,11110
13517,33904,11110
13518,33896,11110
13519,33888,11110
13520,33880,11110
13521,33872,11110
13522,33864,11110
13523,33856,11110
13524,33848,11110
13525,33840,11110
13526,34887,11110
13527,34879,11110
13528,34871,11110
13529,34863,11110
13530,34855,11110
13531,34847,11110
13532,34839,11110
13533,34831,11110
13534,34823,11110
13535,34815,11110
13536,34807,11110
13537,34799,11110
13538,34791,11110
13539,34783,11110
13540,34775,11110
13541,34759,11110
13542,34751,11110
13543,34743,11110
13544,34735,11110
13545,34727,11110
13546,34719,11110
13547,34711,11110
13548,34703,11110
13549,34695,11110
13550,34687,11110
13551,34679,11110
13552,34671,11110
13553,34663,11110
13554,34655,11110
13555,34647,11110
13556,34639,11110
13557,34631,11110
13558,34623,11110
13559,34615,11110
13560,34607,11110
13561,34599,11110
13562,34591,11110
13563,34583,11110
13564,34575,11110
13565,34567,11110
13566,34559,11110
13567,34551,11110
13568,34543,11110
13569,34535,11110
13570,34527,11110
13571,34519,11110
13572,34511,11110
13573,34495,11110
13574,34487,11110
13575,34479,11110
13576,34471,11110
13577,34463,11110
13578,34455,11110
13579,34447,11110
13580,34439,11110
13581,34431,11110
13582,34423,11110
13583,34415,11110
13584,34407,11110
13585,34399,11110
13586,34391,11110
13587,34383,11110
13588,34375,11110
13589,34367,11110
13590,34359,11110
13591,34351,11110
13592,34343,11110
13593,34335,11110
13594,34327,11110
13595,34319,11110
13596,34311,11110
13597,34303,11110
13598,34295,11110
13599,34287,11110
13600,34279,11110
13601,34271,11110
13602,34263,11110
13603,34255,11110
13604,34247,11110
13605,34231,11110
13606,34223,11110
13607,34215,11110
13608,34207,11110
13609,34199,11110
13610,34191,11110
13611,34183,11110
13612,34175,11110
13613,34167,11110
13614,34159,11110
13615,34151,11110
13616,34143,11110
13617,34135,11110
13618,34127,11110
13619,34119,11110
13620,34111,11110
13621,34103,11110
13622,34095,11110
13623,34087,11110
13624,34079,11110
13625,34071,11110
13626,34063,11110
13627,34055,11110
13628,34047,11110
13629,34039,11110
13630,34031,11110
13631,34023,11110
13632,34015,11110
13633,34007,11110
13634,33999,11110
13635,33991,11110
13636,33983,11110
13637,33967,11110
13638,33959,11110
13639,33951,11110
13640,33943,11110
13641,33935,11110
13642,33927,11110
13643,33919,11110
13644,33911,11110
13645,33903,11110
13646,33895,11110
13647,33887,11110
13648,33879,11110
13649,33871,11110
13650,33863,11110
13651,33855,11110
13652,33847,11110
13653,33839,11110
13654,34886,11110
13655,34878,11110
13656,34870,11110
13657,34862,11110
13658,34854,11110
13659,34846,11110
13660,34838,11110
13661,34830,11110
13662,34822,11110
13663,34814,11110
13664,34806,11110
13665,34798,11110
13666,34790,11110
13667,34782,11110
13668,34774,11110
13669,34758,11110
13670,34750,11110
13671,34742,11110
13672,34734,11110
13673,34726,11110
13674,34718,11110
13675,34710,11110
13676,34702,11110
13677,34694,11110
13678,34686,11110
13679,34678,11110
13680,34670,11110
13681,34662,11110
13682,34654,11110
13683,34646,11110
13684,34638,11110
13685,34630,11110
13686,34622,11110
13687,34614,11110
13688,34606,11110
13689,34598,11110
13690,34590,11110
13691,34582,11110
13692,34574,11110
13693,34566,11110
13694,34558,11110
13695,34550,11110
13696,34542,11110
13697,34534,11110
13698,34526,11110
13699,34518,11110
13700,34510,11110
13701,34494,11110
13702,34486,11110
13703,34478,11110
13704,34470,11110
13705,34462,11110
13706,34454,11110
13707,34446,11110
13708,34438,11110
13709,34430,11110
13710,34422,11110
13711,34414,11110
13712,34406,11110
13713,34398,11110
13714,34390,11110
13715,34382,11110
13716,34374,11110
13717,34366,11110
13718,34358,11110
13719,34350,11110
13720,34342,11110
13721,34334,11110
13722,34326,11110
13723,34318,11110
13724,34310,11110
13725,34302,11110
13726,34294,11110
13727,34286,11110
13728,34278,11110
13729,34270,11110
13730,34262,11110
13731,34254,11110
13732,34246,11110
13733,34230,11110
13734,34222,11110
13735,34214,11110
13736,34206,11110
13737,34198,11110
13738,34190,11110
13739,34182,11110
13740,34174,11110
13741,34166,11110
13742,34158,11110
13743,34150,11110
13744,34142,11110
13745,34134,11110
13746,34126,11110
13747,34118,11110
13748,34110,11110
13749,34102,11110
13750,34094,11110
13751,34086,11110
13752,34078,11110
13753,34070,11110
13754,34062,11110
13755,34054,11110
13756,34046,11110
13757,34038,11110
13758,34030,11110
13759,34022,11110
13760,34014,11110
13761,34006,11110
13762,33998,11110
13763,33990,11110
13764,33982,11110
13765,33974,11110
13766,33966,11110
13767,33958,11110
13768,33950,11110
13769,33942,11110
13770,33934,11110
13771,33926,11110
13772,33918,11110
13773,33910,11110
13774,33902,11110
13775,33894,11110
13776,33886,11110
13777,33878,11110
13778,33870,11110
13779,33862,11110
13780,33854,11110
13781,33838,11110
13782,34885,11110
13783,34877,11110
13784,34869,11110
13785,34861,11110
13786,34853,11110
13787,34845,11110
13788,34837,11110
13789,34829,11110
13790,34821,11110
13791,34813,11110
13792,34805,11110
13793,34797,11110
13794,34789,11110
13795,34781,11110
13796,34773,11110
13797,34765,11110
13798,34757,11110
13799,34749,11110
13800,34741,11110
13801,34733,11110
13802,34725,11110
13803,34717,11110
13804,34709,11110
13805,34701,11110
13806,34693,11110
13807,34685,11110
13808,34677,11110
13809,34669,11110
13810,34661,11110
13811,34653,11110
13812,34645,11110
13813,34629,11110
13814,34621,11110
13815,34613,11110
13816,34605,11110
13817,34597,11110
13818,34589,11110
13819,34581,11110
13820,34573,11110
13821,34565,11110
13822,34557,11110
13823,34549,11110
13824,34541,11110
13825,34533,11110
13826,34525,11110
13827,34517,11110
13828,34509,11110
13829,34501,11110
13830,34493,11110
13831,34485,11110
13832,34477,11110
13833,34469,11110
13834,34461,11110
13835,34453,11110
13836,34445,11110
13837,34437,11110
13838,34429,11110
13839,34421,11110
13840,34413,11110
13841,34405,11110
13842,34397,11110
13843,34389,11110
13844,34381,11110
13845,34365,11110
13846,34357,11110
13847,34349,11110
13848,34341,11110
13849,34333,11110
13850,34325,11110
13851,34317,11110
13852,34309,11110
13853,34301,11110
13854,34293,11110
13855,34285,11110
13856,34277,11110
13857,34269,11110
13858,34261,11110
13859,34253,11110
13860,34245,11110
13861,34237,11110
13862,34229,11110
13863,34221,11110
13864,34213,11110
13865,34205,11110
13866,34197,11110
13867,34189,11110
13868,34181,11110
13869,34173,11110
13870,34165,11110
13871,34157,11110
13872,34149,11110
13873,34141,11110
13874,34133,11110
13875,34125,11110
13876,34117,11110
13877,34101,11110
13878,34093,11110
13879,34085,11110
13880,34077,11110
13881,34069,11110
13882,34061,11110
13883,34053,11110
13884,34045,11110
13885,34037,11110
13886,34029,11110
13887,34021,11110
13888,34013,11110
13889,34005,11110
13890,33997,11110
13891,33989,11110
13892,33981,11110
13893,33973,11110
13894,33965,11110
13895,33957,11110
13896,33949,11110
13897,33941,11110
13898,33933,11110
13899,33925,11110
13900,33917,11110
13901,33909,11110
13902,33901,11110
13903,33893,11110
13904,33885,11110
13905,33877,11110
13906,33869,11110
13907,33861,11110
13908,33853,11110
13909,33837,11110
13910,34884,11110
13911,34876,11110
13912,34868,11110
13913,34860,11110
13914,34852,11110
13915,34844,11110
13916,34836,11110
13917,34828,11110
13918,34820,11110
13919,34812,11110
13920,34804,11110
13921,34796,11110
13922,34788,11110
13923,34780,11110
13924,34772,11110
13925,34764,11110
13926,34756,11110
13927,34748,11110
13928,34740,11110
13929,34732,11110
13930,34724,11110
13931,34716,11110
13932,34708,11110
13933,34700,11110
13934,34692,11110
13935,34684,11110
13936,34676,11110
13937,34668,11110
13938,34660,11110
13939,34652,11110
13940,34644,11110
13941,34628,11110
13942,34620,11110
13943,34612,11110
13944,34604,11110
13945,34596,11110
13946,34588,11110
13947,34580,11110
13948,34572,11110
13949,34564,11110
13950,34556,11110
13951,34548,11110
13952,34540,11110
13953,34532,11110
13954,34524,11110
13955,34516,11110
13956,34508,11110
13957,34500,11110
13958,34492,11110
13959,34484,11110
13960,34476,11110
13961,34468,11110
13962,34460,11110
13963,34452,11110
13964,34444,11110
13965,34436,11110
13966,34428,11110
13967,34420,11110
13968,34412,11110
13969,34404,11110
13970,34396,11110
13971,34388,11110
13972,34380,11110
13973,34372,11110
13974,34364,11110
13975,34356,11110
13976,34348,11110
13977,34340,11110
13978,34332,11110
13979,34324,11110
13980,34316,11110
13981,34308,11110
13982,34300,11110
13983,34292,11110
13984,34284,11110
13985,34276,11110
13986,34268,11110
13987,34260,11110
13988,34252,11110
13989,34244,11110
13990,34236,11110
13991,34228,11110
13992,34220,11110
13993,34212,11110
13994,34204,11110
13995,34196,11110
13996,34188,11110
13997,34180,11110
13998,34172,11110
13999,34164,11110
14000,34156,11110
14001,34148,11110
14002,34140,11110
14003,34132,11110
14004,34124,11110
14005,34116,11110
14006,34100,11110
14007,34092,11110
14008,34084,11110
14009,34076,11110
14010,34068,11110
14011,34060,11110
14012,34052,11110
14013,34044,11110
14014,34036,11110
14015,34028,11110
14016,34020,11110
14017,34012,11110
14018,34004,11110
14019,33996,11110
14020,33988,11110
14021,33980,11110
14022,33972,11110
14023,33964,11110
14024,33956,11110
14025,33948,11110
14026,33940,11110
14027,33932,11110
14028,33924,11110
14029,33916,11110
14030,33908,11110
14031,33900,11110
14032,33892,11110
14033,33884,11110
14034,33876,11110
14035,33868,11110
14036,33860,11110
14037,33852,11110
14038,33836,11110
14039,34883,11110
14040,34875,11110
14041,34867,11110
14042,34859,11110
14043,34851,11110
14044,34843,11110
14045,34835,11110
14046,34827,11110
14047,34819,11110
14048,34811,11110
14049,34803,11110
14050,34795,11110
14051,34787,11110
14052,34779,11110
14053,34771,11110
14054,34763,11110
14055,34755,11110
14056,34747,11110
14057,34739,11110
14058,34731,11110
14059,34723,11110
14060,34715,11110
14061,34707,11110
14062,34699,11110
14063,34691,11110
14064,34683,11110
14065,34675,11110
14066,34667,11110
14067,34659,11110
14068,34651,11110
14069,34643,11110
14070,34627,11110
14071,34619,11110
14072,33844,11111
14073,33976,11112
14074,34107,11114
14075,34239,11116
14076,34371,11118
18192,39967,8440
18193,39951,8440
18194,39935,8440
18195,39919,8440
18196,39903,8440
18197,39887,8440
18198,39871,8440
18199,39855,8440
18200,39839,8440
18201,39823,8440
18202,39807,8440
18203,39791,8440
18204,39775,8440
18205,39759,8440
18206,39743,8440
18207,39727,8440
18208,39711,8440
18209,39695,8440
18210,39679,8440
18211,39663,8440
18212,39647,8440
18213,39631,8440
18214,39615,8440
18215,39599,8440
18216,39583,8440
18217,39567,8440
18218,39551,8440
18219,39535,8440
18220,39519,8440
18221,39503,8440
18222,39487,8440
18223,39471,8440
18224,39455,8440
18225,39439,8440
18226,39423,8440
18227,39407,8440
18228,39391,8440
18229,39375,8440
18230,39359,8440
18231,39343,8440
18232,39327,8440
18233,39311,8440
18234,39295,8440
18235,39279,8440
18236,39263,8440
18237,39247,8440
18238,39231,8440
18239,39215,8440
18240,39199,8440
18241,39183,8440
18242,39167,8440
18243,39151,8440
18244,39135,8440
18245,39119,8440
18246,39103,8440
18247,39087,8440
18248,39071,8440
18249,39055,8440
18250,39039,8440
18251,39023,8440
18252,41054,8440
18253,41038,8440
18254,41022,8440
18255,41006,8440
18256,40990,8440
18257,40974,8440
18258,40958,8440
18259,40942,8440
18260,40926,8440
18261,40910,8440
18262,40894,8440
18263,40878,8440
18264,40862,8440
18265,40846,8440
18266,40830,8440
18267,40814,8440
18268,40798,8440
18269,40782,8440
18270,40766,8440
18271,40750,8440
18272,40734,8440
18273,40718,8440
18274,40702,8440
18275,40686,8440
18276,40670,8440
18277,40654,8440
18278,40638,8440
18279,40622,8440
18280,40606,8440
18281,40590,8440
18282,40574,8440
18283,40558,8440
18284,40542,8440
18285,40526,8440
18286,40510,8440
18287,40494,8440
18288,40478,8440
18289,40462,8440
18290,40446,8440
18291,40430,8440
18292,40414,8440
18293,40398,8440
18294,40382,8440
18295,40366,8440
18296,40350,8440
18297,40334,8440
18298,40318,8440
18299,40302,8440
18300,40286,8440
18301,40270,8440
18302,40254,8440
18303,40238,8440
18304,40222,8440
18305,40206,8440
18306,40190,8440
18307,40174,8440
18308,40158,8440
18309,40142,8440
18310,40126,8440
18311,40110,8440
18312,40094,8440
18313,40078,8440
18314,40062,8440
18315,40046,8440
18316,40030,8440
18317,40014,8440
18318,39998,8440
18319,39982,8440
18320,39966,8440
18321,39950,8440
18322,39934,8440
18323,39918,8440
18324,39902,8440
18325,39886,8440
18326,39870,8440
18327,39854,8440
18328,39838,8440
18329,39822,8440
18330,39806,8440
18331,39790,8440
18332,39774,8440
18333,39758,8440
18334,39742,8440
18335,39726,8440
18336,39710,8440
18337,39694,8440
18338,39678,8440
18339,39662,8440
18340,39646,8440
18341,39630,8440
18342,39614,8440
18343,39598,8440
18344,39582,8440
18345,39566,8440
18346,39550,8440
18347,39534,8440
18348,39518,8440
18349,39502,8440
18350,39486,8440
18351,39470,8440
18352,39454,8440
18353,39438,8440
18354,39422,8440
18355,39406,8440
18356,39390,8440
18357,39374,8440
18358,39358,8440
18359,39342,8440
18360,39326,8440
18361,39310,8440
18362,39294,8440
18363,39278,8440
18364,39262,8440
18365,39246,8440
18366,39230,8440
18367,39214,8440
18368,39198,8440
18369,39182,8440
18370,39166,8440
18371,39150,8440
18372,39134,8440
18373,39118,8440
18374,39102,8440
18375,39086,8440
18376,39070,8440
18377,39054,8440
18378,39038,8440
18379,39022,8440
18380,41053,8440
18381,41037,8440
18382,41021,8440
18383,41005,8440
18384,40989,8440
18385,40973,8440
18386,40957,8440
18387,40941,8440
18388,40925,8440
18389,40909,8440
18390,40893,8440
18391,40877,8440
18392,40861,8440
18393,40845,8440
18394,40829,8440
18395,40813,8440
18396,40797,8440
18397,40781,8440
18398,40765,8440
18399,40749,8440
18400,40733,8440
18401,40717,8440
18402,40701,8440
18403,40685,8440
18404,40669,8440
18405,40653,8440
18406,40637,8440
18407,40621,8440
18408,40605,8440
18409,40589,8440
18410,40573,8440
18411,40557,8440
18412,40541,8440
18413,40525,8440
18414,40509,8440
18415,40493,8440
18416,40477,8440
18417,40461,8440
18418,40445,8440
18419,40429,8440
18420,40413,8440
18421,40397,8440
18422,40381,8440
18423,40365,8440
18424,40349,8440
18425,40333,8440
18426,40317,8440
18427,40301,8440
18428,40285,8440
18429,40269,8440
18430,40253,8440
18431,40237,8440
18432,40221,8440
18433,40205,8440
18434,40189,8440
18435,40173,8440
18436,40157,8440
18437,40141,8440
18438,40125,8440
18439,40109,8440
18440,40093,8440
18441,40077,8440
18442,40061,8440
18443,40045,8440
18444,40029,8440
18445,40013,8440
18446,39997,8440
18447,39981,8440
18448,39965,8440
18449,39949,8440
18450,39933,8440
18451,39917,8440
18452,39901,8440
18453,39885,8440
18454,39869,8440
18455,39853,8440
18456,39837,8440
18457,39821,8440
18458,39805,8440
18459,39789,8440
18460,39773,8440
18461,39757,8440
18462,39741,8440
18463,39725,8440
18464,39709,8440
18465,39693,8440
18466,39677,8440
18467,39661,8440
18468,39645,8440
18469,39629,8440
18470,39613,8440
18471,39597,8440
18472,39581,8440
18473,39565,8440
18474,39549,8440
18475,39533,8440
18476,39517,8440
18477,39501,8440
18478,39485,8440
18479,39469,8440
18480,39453,8440
18481,39437,8440
18482,39421,8440
18483,39405,8440
18484,39389,8440
18485,39373,8440
18486,39357,8440
18487,39341,8440
18488,39325,8440
18489,39309,8440
18490,39293,8440
18491,39277,8440
18492,39261,8440
18493,39245,8440
18494,39229,8440
18495,39213,8440
18496,39197,8440
18497,39181,8440
18498,39165,8440
18499,39149,8440
18500,39133,8440
18501,39117,8440
18502,39101,8440
18503,39085,8440
18504,39069,8440
18505,39053,8440
18506,39037,8440
18507,39021,8440
18508,41052,8440
18509,41036,8440
18510,41020,8440
18511,41004,8440
18512,40988,8440
18513,40972,8440
18514,40956,8440
18515,40940,8440
18516,40924,8440
18517,40908,8440
18518,40892,8440
18519,40876,8440
18520,40860,8440
18521,40844,8440
18522,40828,8440
18523,40812,8440
18524,40796,8440
18525,40780,8440
18526,40764,8440
18527,40748,8440
18528,40732,8440
18529,40716,8440
18530,40700,8440
18531,40684,8440
18532,40668,8440
18533,40652,8440
18534,40636,8440
18535,40620,8440
18536,40604,8440
18537,40588,8440
18538,40572,8440
18539,40556,8440
18540,40540,8440
18541,40524,8440
18542,40508,8440
18543,40492,8440
18544,40476,8440
18545,40460,8440
18546,40444,8440
18547,40428,8440
18548,40412,8440
18549,40396,8440
18550,40380,8440
18551,40364,8440
18552,40348,8440
18553,40332,8440
18554,40316,8440
18555,40300,8440
18556,40284,8440
18557,40268,8440
18558,40252,8440
18559,40236,8440
18560,40220,8440
18561,40204,8440
18562,40188,8440
18563,40172,8440
18564,40156,8440
18565,40140,8440
18566,40124,8440
18567,40108,8440
18568,40092,8440
18569,40076,8440
18570,40060,8440
18571,40044,8440
18572,40028,8440
18573,40012,8440
18574,39996,8440
18575,39980,8440
18576,39964,8440
18577,39948,8440
18578,39932,8440
18579,39916,8440
18580,39900,8440
18581,39884,8440
18582,39868,8440
18583,39852,8440
18584,39836,8440
18585,39820,8440
18586,39804,8440
18587,39788,8440
18588,39772,8440
18589,39756,8440
18590,39740,8440
18591,39724,8440
18592,39708,8440
18593,39692,8440
18594,39676,8440
18595,39660,8440
18596,39644,8440
18597,39628,8440
18598,39612,8440
18599,39596,8440
18600,39580,8440
18601,39564,8440
18602,39548,8440
18603,39532,8440
18604,39516,8440
18605,39500,8440
18606,39484,8440
18607,39468,8440
18608,39452,8440
18609,39436,8440
18610,39420,8440
18611,39404,8440
18612,39388,8440
18613,39372,8440
18614,39356,8440
18615,39340,8440
18616,39324,8440
18617,39308,8440
18618,39292,8440
18619,39276,8440
18620,39260,8440
18621,39244,8440
18622,39228,8440
18623,39212,8440
18624,39196,8440
18625,39180,8440
18626,39164,8440
18627,39148,8440
18628,39132,8440
18629,39116,8440
18630,39100,8440
18631,39084,8440
18632,39068,8440
18633,39052,8440
18634,39036,8440
18635,39020,8440
18636,41051,8440
18637,41035,8440
18638,41019,8440
18639,41003,8440
18640,40987,8440
18641,40971,8440
18642,40955,8440
18643,40939,8440
18644,40923,8440
18645,40907,8440
18646,40891,8440
18647,40875,8440
18648,40859,8440
18649,40843,8440
18650,40827,8440
18651,40811,8440
18652,40795,8440
18653,40779,8440
18654,40763,8440
18655,40747,8440
18656,40731,8440
18657,40715,8440
18658,40699,8440
18659,40683,8440
18660,40667,8440
18661,40651,8440
18662,40635,8440
18663,40619,8440
18664,40603,8440
18665,40587,8440
18666,40571,8440
18667,40555,8440
18668,40539,8440
18669,40523,8440
18670,40507,8440
18671,40491,8440
18672,40475,8440
18673,40459,8440
18674,40443,8440
18675,40427,8440
18676,40411,8440
18677,40395,8440
18678,40379,8440
18679,40363,8440
18680,40347,8440
18681,40331,8440
18682,40315,8440
