ID,DisplayRaceID,DisplaySexID,DisplayClassID,SkinID,FaceID,HairStyleID,HairColorID,FacialHairID,Flags,BakeMaterialResourcesID,HDBakeMaterialResourcesID,CustomDisplayOption[0],CustomDisplayOption[1],CustomDisplayOption[2]
1646,3,0,0,6,4,2,5,1,0,117231,0,0,0,0
1647,3,0,0,0,7,5,4,3,0,117233,0,0,0,0
1648,3,0,0,4,5,8,4,8,0,117235,0,0,0,0
1649,3,0,0,1,2,0,9,5,0,117237,0,0,0,0
1650,3,0,0,0,3,1,0,10,0,117239,0,0,0,0
1651,3,0,0,0,1,4,5,4,0,117241,0,0,0,0
1652,3,0,0,2,9,7,1,0,0,117243,0,0,0,0
1653,3,0,0,2,7,1,8,0,0,117245,0,0,0,0
1654,3,0,0,1,5,5,6,6,0,117247,0,0,0,0
1655,7,0,0,0,4,6,7,1,0,208517,0,0,0,0
1656,3,1,0,0,3,13,7,0,0,116437,0,0,0,0
1657,3,0,0,1,4,3,1,3,0,117249,0,0,0,0
1658,3,0,0,8,8,4,9,6,0,117251,0,0,0,0
1659,3,0,0,6,9,5,5,8,0,117253,0,0,0,0
1662,3,0,0,4,2,5,4,2,0,117255,0,0,0,0
1663,3,0,0,4,8,6,0,5,0,117257,0,0,0,0
1664,3,0,0,0,0,1,5,0,0,117259,0,0,0,0
1665,3,0,0,2,8,4,6,5,0,117261,0,0,0,0
1666,3,0,0,2,0,5,5,5,0,117263,0,0,0,0
1667,3,0,0,3,5,3,1,9,0,117265,0,0,0,0
1668,3,0,0,0,3,6,7,4,0,117267,0,0,0,0
1669,3,0,0,5,9,4,9,9,0,117269,0,0,0,0
1670,3,0,0,2,1,0,3,4,0,117271,0,0,0,0
1671,3,0,0,1,9,5,6,2,0,117273,0,0,0,0
1672,3,0,0,5,7,0,4,4,0,117275,0,0,0,0
1673,3,0,0,1,1,7,1,3,0,117277,0,0,0,0
1674,3,0,0,2,6,8,7,1,0,117279,0,0,0,0
1675,3,0,0,1,5,3,0,5,0,117281,0,0,0,0
1676,3,0,0,0,3,0,0,0,0,117283,0,0,0,0
1677,4,1,0,7,4,6,0,6,0,144743,0,0,0,0
1678,4,0,0,6,4,0,7,4,0,175382,0,0,0,0
1679,3,0,0,8,3,8,4,8,0,117285,0,0,0,0
1680,3,0,0,1,6,5,1,8,0,117287,0,0,0,0
1681,3,0,0,5,7,0,6,9,0,117289,0,0,0,0
1682,3,0,0,4,8,6,4,0,0,117291,0,0,0,0
1683,3,0,0,0,4,7,3,10,0,117293,0,0,0,0
1684,3,0,0,2,4,6,1,5,0,117295,0,0,0,0
1685,3,0,0,0,1,9,4,4,0,117297,0,0,0,0
1686,3,0,0,4,5,6,4,6,0,117299,0,0,0,0
1687,3,0,0,0,1,9,4,4,0,117301,0,0,0,0
1688,3,0,0,4,4,0,9,1,0,117303,0,0,0,0
1689,3,0,0,1,7,7,6,9,0,117305,0,0,0,0
1690,3,0,0,2,4,3,4,2,0,117307,0,0,0,0
1691,3,0,0,3,4,8,4,1,0,117309,0,0,0,0
1692,3,0,0,6,7,10,5,7,0,117311,0,0,0,0
1694,3,0,0,0,5,7,8,8,0,117313,0,0,0,0
1695,7,0,0,1,5,4,6,4,0,208515,0,0,0,0
1696,3,1,0,1,8,9,6,0,0,116439,0,0,0,0
1698,7,0,0,1,5,1,1,4,0,208513,0,0,0,0
1699,6,0,0,11,3,3,0,4,0,114600,0,0,0,0
1700,2,0,0,6,1,1,5,9,0,173631,0,0,0,0
1701,3,0,0,9,0,4,2,1,0,117315,0,0,0,0
1702,1,0,0,4,10,0,4,6,0,168006,0,0,0,0
1703,1,0,0,2,3,4,4,5,0,168004,0,0,0,0
1704,1,0,0,5,10,0,0,2,0,168002,0,0,0,0
1705,1,1,0,4,3,12,0,1,0,132567,0,0,0,0
1706,1,1,0,4,9,11,2,0,0,132572,0,0,0,0
1707,3,0,0,9,0,5,5,9,0,117317,0,0,0,0
1708,1,1,0,8,1,8,1,0,0,132574,0,0,0,0
1709,1,0,0,2,6,0,7,1,0,168000,0,0,0,0
1710,3,0,0,9,0,7,4,10,0,117319,0,0,0,0
1711,1,1,0,3,4,17,7,0,0,132576,0,0,0,0
1712,3,0,0,9,0,9,9,4,0,117321,0,0,0,0
1713,3,0,0,9,0,8,5,2,0,117323,0,0,0,0
1714,7,0,0,2,5,2,5,2,0,208511,0,0,0,0
1715,3,0,0,6,6,10,3,5,0,117325,0,0,0,0
1716,1,0,0,0,4,9,2,5,0,167998,0,0,0,0
1717,1,0,0,6,11,11,4,1,0,167996,0,0,0,0
1718,3,0,0,2,4,5,7,1,0,117327,0,0,0,0
1719,1,0,0,1,11,1,2,7,0,167994,0,0,0,0
1720,1,0,0,2,7,11,0,2,0,167992,0,0,0,0
1721,1,1,0,2,4,8,2,6,0,132578,0,0,0,0
1722,1,0,0,9,4,2,0,6,0,167990,0,0,0,0
1723,1,1,0,8,1,1,0,1,0,132580,0,0,0,0
1724,1,0,0,2,6,6,7,8,0,167988,0,0,0,0
1725,1,0,0,1,3,4,4,1,0,167986,0,0,0,0
1726,1,0,0,0,0,9,5,1,0,167984,0,0,0,0
1727,7,0,0,0,4,2,7,0,0,208509,0,0,0,0
1728,3,0,0,9,0,4,2,0,0,117329,0,0,0,0
1729,1,0,0,2,1,5,2,5,0,167982,0,0,0,0
1730,3,0,0,0,4,5,4,6,0,117331,0,0,0,0
1731,3,0,0,1,6,3,1,7,0,117333,0,0,0,0
1732,3,0,0,0,5,7,0,4,0,117335,0,0,0,0
1733,3,0,0,4,0,8,4,5,0,117337,0,0,0,0
1734,3,0,0,8,4,7,0,0,0,117339,0,0,0,0
1735,3,0,0,3,0,2,9,6,0,117341,0,0,0,0
1736,3,0,0,2,9,2,4,3,0,117343,0,0,0,0
1737,3,0,0,0,9,6,5,5,0,117345,0,0,0,0
1738,3,0,0,6,2,10,9,4,0,117347,0,0,0,0
1739,7,0,0,0,3,4,2,0,0,208507,0,0,0,0
1740,1,0,0,4,7,9,3,8,0,167980,0,0,0,0
1741,1,0,0,7,1,9,2,1,0,167978,0,0,0,0
1742,1,1,0,1,5,15,7,2,0,132582,0,0,0,0
1743,1,1,0,0,0,0,0,0,0,132584,0,0,0,0
1744,1,0,0,1,8,8,0,0,0,167976,0,0,0,0
1745,3,0,0,9,0,3,0,7,0,117349,0,0,0,0
1746,3,0,0,9,0,1,5,0,0,117351,0,0,0,0
1747,3,1,0,2,7,2,1,0,0,116441,0,0,0,0
1748,3,0,0,9,0,9,4,5,0,118021,0,0,0,0
1749,3,0,0,3,1,6,8,0,0,118023,0,0,0,0
1750,1,0,0,3,5,5,0,7,0,167974,0,0,0,0
1751,1,0,0,2,5,2,2,8,0,167972,0,0,0,0
1752,5,0,0,1,9,0,0,9,0,191252,0,0,0,0
1753,5,0,0,2,0,2,6,6,0,191250,0,0,0,0
1760,5,0,0,2,7,7,5,15,0,191248,0,0,0,0
1761,1,0,0,1,1,1,4,8,0,167970,0,0,0,0
1762,1,0,0,1,4,5,0,1,0,167968,0,0,0,0
1763,1,0,0,6,7,6,2,7,0,167966,0,0,0,0
1764,2,0,0,2,1,3,1,6,0,173629,0,0,0,0
1765,2,0,0,3,7,5,5,1,0,173627,0,0,0,0
1766,2,0,0,8,2,3,7,0,0,173625,0,0,0,0
1767,3,0,0,1,8,1,4,0,0,118025,0,0,0,0
1768,5,0,0,2,5,5,2,12,0,191246,0,0,0,0
1769,5,0,0,3,5,2,6,10,0,191244,0,0,0,0
1770,5,1,0,1,2,4,7,3,0,147613,0,0,0,0
1771,5,1,0,0,8,0,4,5,0,147615,0,0,0,0
1772,5,0,0,3,9,0,0,10,0,191242,0,0,0,0
1773,2,0,0,2,1,3,1,6,0,173623,0,0,0,0
1774,5,1,0,1,0,1,9,2,0,147617,0,0,0,0
1775,5,0,0,1,3,2,5,9,0,191240,0,0,0,0
1776,5,0,0,0,5,5,6,0,0,191238,0,0,0,0
1777,5,0,0,2,7,5,1,1,0,191236,0,0,0,0
1778,3,0,0,2,4,0,5,5,0,118027,0,0,0,0
1779,3,0,0,5,2,0,8,4,0,118029,0,0,0,0
1780,3,0,0,4,9,0,1,8,0,118031,0,0,0,0
1781,5,1,0,0,3,7,9,0,0,147619,0,0,0,0
1782,5,1,0,0,8,0,2,1,0,147621,0,0,0,0
1783,5,0,0,5,7,4,1,8,0,191234,0,0,0,0
1784,1,0,0,1,9,1,8,4,0,167964,0,0,0,0
1785,1,0,0,3,3,6,0,3,0,167962,0,0,0,0
1786,5,0,0,4,1,8,2,1,0,191232,0,0,0,0
1787,1,0,0,4,2,2,1,8,0,167960,0,0,0,0
1788,1,0,0,2,6,6,3,5,0,167958,0,0,0,0
1789,5,0,0,0,2,3,7,0,0,191230,0,0,0,0
1790,5,0,0,2,3,8,2,16,0,191228,0,0,0,0
1791,1,0,0,1,7,3,1,5,0,167956,0,0,0,0
1792,1,0,0,6,8,0,0,7,0,167954,0,0,0,0
1793,5,1,0,3,6,2,8,0,0,147623,0,0,0,0
1794,5,0,0,2,8,4,2,2,0,191226,0,0,0,0
1795,5,0,0,3,8,3,7,13,0,191224,0,0,0,0
1796,5,0,0,1,1,9,0,6,0,191222,0,0,0,0
1797,5,1,0,5,4,5,9,1,0,147625,0,0,0,0
1798,5,1,0,2,1,9,2,3,0,147627,0,0,0,0
1799,3,0,0,4,1,1,9,4,0,118033,0,0,0,0
1800,3,0,0,1,7,9,6,8,0,118035,0,0,0,0
1801,5,1,0,2,5,7,4,4,0,147629,0,0,0,0
1802,5,0,0,0,6,6,7,1,0,191220,0,0,0,0
1803,5,1,0,1,5,4,0,5,0,147631,0,0,0,0
1804,1,0,0,4,7,5,7,8,0,167952,0,0,0,0
1805,6,0,0,9,1,5,1,6,0,114602,0,0,0,0
1806,1,0,0,2,5,9,2,5,0,167950,0,0,0,0
1807,1,0,0,5,9,11,6,7,0,167948,0,0,0,0
1808,1,0,0,0,10,8,8,7,0,167946,0,0,0,0
1809,1,0,0,0,3,3,2,3,0,167944,0,0,0,0
1810,6,0,0,12,3,7,2,0,0,114604,0,0,0,0
1811,1,0,0,2,9,1,8,3,0,167942,0,0,0,0
1812,1,1,0,3,4,14,4,1,0,132586,0,0,0,0
1813,1,0,0,9,4,8,5,2,0,167940,0,0,0,0
1814,3,0,0,0,3,5,4,4,0,118037,0,0,0,0
1815,1,0,0,1,8,9,7,1,0,167938,0,0,0,0
1816,7,0,0,0,2,2,8,0,0,208505,0,0,0,0
1817,7,1,0,0,4,5,1,4,0,118556,0,0,0,0
1818,2,1,0,8,1,0,1,0,0,112937,0,0,0,0
1819,1,0,0,0,5,10,7,3,0,167936,0,0,0,0
1820,1,1,0,1,3,2,2,0,0,132588,0,0,0,0
1821,1,0,0,5,5,10,3,1,0,167934,0,0,0,0
1822,7,1,0,1,3,6,7,0,0,118558,0,0,0,0
1823,7,0,0,3,5,1,7,3,0,208503,0,0,0,0
1824,1,0,0,5,7,2,0,6,0,167932,0,0,0,0
1825,1,0,0,0,10,10,9,6,0,167930,0,0,0,0
1826,1,1,0,0,10,4,9,1,0,132590,0,0,0,0
1827,7,0,0,0,2,4,3,4,0,208501,0,0,0,0
1828,7,1,0,4,6,0,4,0,0,118560,0,0,0,0
1829,1,0,0,2,3,11,2,8,0,167928,0,0,0,0
1830,1,0,0,1,3,9,5,7,0,167926,0,0,0,0
1832,1,0,0,7,7,0,1,8,0,167924,0,0,0,0
1833,3,0,0,0,7,4,1,6,0,118039,0,0,0,0
1834,3,0,0,5,3,0,2,10,0,118041,0,0,0,0
1835,3,0,0,4,7,7,2,6,0,118043,0,0,0,0
1836,1,0,0,4,0,4,2,4,0,167922,0,0,0,0
1837,1,0,0,1,7,7,0,5,0,167920,0,0,0,0
1838,1,0,0,1,1,3,7,6,0,167918,0,0,0,0
1839,1,1,0,0,9,10,0,0,0,132592,0,0,0,0
1840,7,0,0,2,0,0,2,6,0,208499,0,0,0,0
1841,7,1,0,3,5,4,0,6,0,118562,0,0,0,0
1843,5,1,0,3,6,7,0,7,0,147633,0,0,0,0
1844,3,0,0,3,3,5,3,5,0,118045,0,0,0,0
1845,3,0,0,4,4,7,7,3,0,118047,0,0,0,0
1846,3,0,0,0,0,1,0,3,0,118049,0,0,0,0
1847,1,0,0,7,7,8,8,2,0,167916,0,0,0,0
1848,3,0,0,0,9,1,0,8,0,118051,0,0,0,0
1849,1,1,0,7,10,1,1,0,0,132594,0,0,0,0
1850,1,0,0,0,2,1,2,6,0,167914,0,0,0,0
1851,3,0,0,5,5,1,3,6,0,118053,0,0,0,0
1852,1,1,0,2,10,8,2,2,0,132596,0,0,0,0
1853,3,0,0,5,6,0,9,4,0,118055,0,0,0,0
1854,3,0,0,6,4,8,2,5,0,118057,0,0,0,0
1855,1,0,0,2,11,7,0,2,0,167912,0,0,0,0
1856,1,0,0,2,11,7,7,3,0,167910,0,0,0,0
1857,1,1,0,0,0,0,0,0,0,132598,0,0,0,0
1858,2,0,0,0,4,1,5,5,0,173621,0,0,0,0
1859,2,0,0,6,5,4,4,6,0,173619,0,0,0,0
1860,2,0,0,1,8,6,0,0,0,173617,0,0,0,0
1861,7,0,0,2,5,2,0,3,0,208497,0,0,0,0
1862,8,0,0,5,0,1,3,0,0,159231,0,0,0,0
1863,2,0,0,3,5,0,5,7,0,173615,0,0,0,0
1864,1,0,0,1,4,8,5,0,0,167908,0,0,0,0
1865,1,1,0,3,11,12,5,0,0,132600,0,0,0,0
1866,1,0,0,4,11,7,2,8,0,167906,0,0,0,0
1867,1,0,0,5,4,6,4,0,0,167904,0,0,0,0
1868,1,1,0,0,5,2,5,0,0,132602,0,0,0,0
1869,1,0,0,2,2,1,8,5,0,167902,0,0,0,0
1870,1,0,0,3,2,7,0,7,0,167900,0,0,0,0
1871,1,1,0,8,1,10,0,0,0,132604,0,0,0,0
1872,1,0,0,8,8,8,0,0,0,167898,0,0,0,0
1873,1,1,0,1,14,1,4,0,0,132606,0,0,0,0
1874,1,0,0,4,0,1,2,4,0,167896,0,0,0,0
1875,1,0,0,3,3,5,6,5,0,167894,0,0,0,0
1876,1,1,0,5,4,3,5,0,0,132608,0,0,0,0
1877,1,0,0,0,1,10,2,2,0,167892,0,0,0,0
1878,1,0,0,9,0,0,0,0,0,167890,0,0,0,0
1879,1,0,0,7,7,1,2,0,0,167888,0,0,0,0
1880,1,0,0,8,2,9,0,0,0,167886,0,0,0,0
1881,1,0,0,0,6,11,2,1,0,167884,0,0,0,0
1882,1,0,0,0,2,3,1,6,0,167882,0,0,0,0
1883,1,0,0,8,3,6,8,8,0,167880,0,0,0,0
1884,1,0,0,1,5,2,8,3,0,167878,0,0,0,0
1885,1,0,0,3,8,5,3,5,0,167876,0,0,0,0
1886,1,0,0,6,0,6,0,2,0,167874,0,0,0,0
1887,1,1,0,6,4,18,2,0,0,132610,0,0,0,0
1888,1,0,0,1,3,8,7,6,0,167872,0,0,0,0
1889,1,0,0,1,3,10,4,8,0,167870,0,0,0,0
1890,1,0,0,3,0,6,5,5,0,167868,0,0,0,0
1891,1,0,0,0,9,7,8,5,0,167866,0,0,0,0
1892,1,0,0,5,11,9,2,7,0,167864,0,0,0,0
1893,1,1,0,5,11,5,4,0,0,132612,0,0,0,0
1894,1,0,0,1,4,7,7,1,0,167862,0,0,0,0
1895,1,0,0,5,4,6,0,4,0,167860,0,0,0,0
1896,1,1,0,8,2,1,5,0,0,132614,0,0,0,0
1897,1,1,0,0,11,13,3,0,0,132616,0,0,0,0
1898,1,0,0,3,0,5,2,8,0,167858,0,0,0,0
1899,1,0,0,3,2,7,2,7,0,167856,0,0,0,0
1900,5,1,0,1,7,1,9,1,0,147635,0,0,0,0
1901,5,1,0,2,4,9,2,3,0,147637,0,0,0,0
1902,5,0,0,0,4,8,9,4,0,185506,0,0,0,0
1903,5,0,0,3,3,3,2,1,0,185504,0,0,0,0
1904,5,1,0,0,0,4,7,0,0,147639,0,0,0,0
1905,5,0,0,0,6,1,7,6,0,185502,0,0,0,0
1906,5,0,0,2,3,0,3,1,0,185500,0,0,0,0
1907,5,1,0,2,3,3,1,6,0,147641,0,0,0,0
1908,1,1,0,7,2,5,0,0,0,132618,0,0,0,0
1909,5,1,0,3,1,5,2,4,0,147643,0,0,0,0
1910,1,0,0,0,9,2,9,3,0,167854,0,0,0,0
1911,1,0,0,2,6,3,8,7,0,167852,0,0,0,0
1912,5,0,0,3,8,0,0,0,0,185035,0,0,0,0
1913,5,1,0,4,8,0,6,0,0,147645,0,0,0,0
1914,1,0,0,8,0,7,1,6,0,167850,0,0,0,0
1915,1,0,0,0,1,8,2,1,0,167848,0,0,0,0
1916,1,0,0,2,9,4,8,0,0,167846,0,0,0,0
1917,1,0,0,2,3,5,6,8,0,167844,0,0,0,0
1918,5,0,0,5,7,1,8,3,0,185498,0,0,0,0
1919,1,0,0,0,10,11,2,6,0,167842,0,0,0,0
1920,5,0,0,0,8,0,3,0,0,185496,0,0,0,0
1921,2,0,0,3,4,3,1,7,0,173613,0,0,0,0
1922,5,0,0,1,1,2,6,5,0,185494,0,0,0,0
1923,5,0,0,1,4,5,3,10,0,185492,0,0,0,0
1924,5,0,0,5,9,5,9,9,0,185490,0,0,0,0
1925,5,1,0,4,3,2,5,2,0,147647,0,0,0,0
1926,5,0,0,5,8,6,7,9,0,185488,0,0,0,0
1927,5,0,0,1,5,6,1,14,0,185486,0,0,0,0
1928,5,0,0,1,4,7,3,11,0,185484,0,0,0,0
1929,5,0,0,0,6,9,3,3,0,185482,0,0,0,0
1930,5,0,0,2,2,6,0,12,0,185480,0,0,0,0
1931,3,0,0,5,9,5,6,0,0,118059,0,0,0,0
1932,1,0,0,5,4,9,4,4,0,167840,0,0,0,0
1933,2,0,0,6,4,4,2,10,0,173611,0,0,0,0
1934,2,0,0,2,1,1,5,8,0,173609,0,0,0,0
1935,2,0,0,3,8,1,1,6,0,173607,0,0,0,0
1936,2,0,0,5,3,4,1,1,0,173605,0,0,0,0
1937,1,0,0,5,9,8,6,2,0,167838,0,0,0,0
1938,1,1,0,7,9,18,2,0,0,132620,0,0,0,0
1939,1,0,0,1,6,1,8,5,0,167836,0,0,0,0
1940,1,0,0,0,0,6,3,6,0,167834,0,0,0,0
1941,1,0,0,5,0,2,2,0,0,167832,0,0,0,0
1942,1,0,0,8,1,4,0,6,0,167830,0,0,0,0
1943,1,1,0,4,6,4,3,4,0,132622,0,0,0,0
1944,1,0,0,4,4,11,6,3,0,167828,0,0,0,0
1945,1,0,0,6,6,0,0,1,0,167826,0,0,0,0
1946,1,1,0,1,3,7,5,1,0,132624,0,0,0,0
1947,1,0,0,0,7,4,6,3,0,167824,0,0,0,0
1948,1,0,0,3,5,10,8,8,0,167822,0,0,0,0
1949,3,0,0,5,3,1,4,0,0,118061,0,0,0,0
1950,1,0,0,2,5,9,0,8,0,167820,0,0,0,0
1951,1,0,0,0,9,5,9,5,0,167818,0,0,0,0
1952,1,0,0,2,0,1,2,2,0,167816,0,0,0,0
1954,1,0,0,1,2,5,2,0,0,167814,0,0,0,0
1955,1,1,0,3,4,9,3,0,0,132626,0,0,0,0
1957,1,0,0,1,2,6,6,5,0,167812,0,0,0,0
1958,1,0,0,3,5,10,0,8,0,167810,0,0,0,0
1959,1,1,0,3,0,3,1,0,0,132628,0,0,0,0
1960,1,0,0,0,4,11,5,0,0,167808,0,0,0,0
1961,1,1,0,8,14,2,0,0,0,132630,0,0,0,0
1962,1,0,0,3,1,6,1,3,0,167806,0,0,0,0
1963,1,1,0,0,0,3,2,1,0,132632,0,0,0,0
1964,1,0,0,2,2,1,6,0,0,167804,0,0,0,0
1965,1,1,0,1,1,7,6,2,0,132634,0,0,0,0
1966,1,0,0,3,1,3,4,6,0,167802,0,0,0,0
1967,1,1,0,0,7,10,7,1,0,132636,0,0,0,0
1968,1,0,0,5,8,2,1,0,0,167800,0,0,0,0
1969,1,0,0,3,5,9,3,6,0,167798,0,0,0,0
1970,1,0,0,2,3,11,1,0,0,167796,0,0,0,0
1971,1,1,0,2,0,14,0,0,0,132638,0,0,0,0
1972,1,0,0,1,2,7,0,2,0,167794,0,0,0,0
1974,1,1,0,0,0,0,0,0,0,132640,0,0,0,0
1975,1,0,0,4,4,5,4,0,0,167792,0,0,0,0
1976,1,1,0,2,9,13,5,0,0,132642,0,0,0,0
1977,1,0,0,7,8,6,0,8,0,167790,0,0,0,0
1978,1,0,0,1,5,11,3,0,0,167788,0,0,0,0
1979,1,1,0,2,3,12,0,0,0,132644,0,0,0,0
1980,7,0,0,0,2,6,6,6,0,208495,0,0,0,0
1981,5,0,0,0,2,6,2,6,0,191218,0,0,0,0
1982,1,0,0,5,7,9,0,3,0,167786,0,0,0,0
1983,1,1,0,6,4,5,0,0,0,132646,0,0,0,0
1984,2,0,0,4,1,4,1,2,0,173603,0,0,0,0
1985,2,0,0,0,1,0,0,3,0,173601,0,0,0,0
1986,2,0,0,1,4,5,5,5,0,173599,0,0,0,0
1987,2,0,0,1,7,3,1,1,0,173597,0,0,0,0
1988,2,0,0,5,0,2,5,0,0,173595,0,0,0,0
1989,2,0,0,1,2,6,5,5,0,173593,0,0,0,0
1990,2,0,0,6,2,5,0,2,0,173591,0,0,0,0
1991,2,0,0,3,5,0,4,3,0,173589,0,0,0,0
1992,2,0,0,3,1,1,5,7,0,173587,0,0,0,0
1993,2,0,0,0,2,3,1,9,0,173585,0,0,0,0
1994,2,0,0,5,6,4,3,10,0,173583,0,0,0,0
1995,2,0,0,0,4,5,5,7,0,173581,0,0,0,0
1996,2,0,0,1,7,2,2,2,0,173579,0,0,0,0
1997,2,0,0,4,8,4,1,1,0,173577,0,0,0,0
1998,2,1,0,3,1,6,6,0,0,112935,0,0,0,0
1999,2,0,0,1,8,2,1,1,0,173575,0,0,0,0
2000,2,0,0,0,5,5,4,5,0,173573,0,0,0,0
2001,2,0,0,5,1,3,1,4,0,173571,0,0,0,0
2002,2,0,0,3,3,4,0,10,0,173569,0,0,0,0
2003,3,0,0,4,4,7,7,6,0,118063,0,0,0,0
2004,3,0,0,5,4,7,9,3,0,118065,0,0,0,0
2006,2,0,0,3,4,1,4,3,0,173567,0,0,0,0
2007,2,0,0,8,2,3,7,0,0,173565,0,0,0,0
2008,3,0,0,2,9,0,0,5,0,118067,0,0,0,0
2009,1,1,0,2,5,7,6,1,0,132650,0,0,0,0
2010,3,0,0,0,3,0,4,4,0,118069,0,0,0,0
2011,3,1,0,0,9,5,5,0,0,116443,0,0,0,0
2012,3,1,0,0,7,2,4,0,0,116460,0,0,0,0
2013,3,0,0,4,4,0,6,10,0,118071,0,0,0,0
2014,3,1,0,4,2,0,0,0,0,116462,0,0,0,0
2015,1,0,0,1,11,9,0,8,0,167784,0,0,0,0
2016,3,0,0,0,1,0,8,1,0,118073,0,0,0,0
2017,2,0,0,3,5,0,5,7,0,173563,0,0,0,0
2018,6,1,0,7,3,2,1,1,0,136026,0,0,0,0
2019,6,0,0,0,2,5,0,7,0,114606,0,0,0,0
2020,6,1,0,4,3,1,0,2,0,136028,0,0,0,0
2021,6,0,0,8,3,2,0,2,0,114608,0,0,0,0
2022,6,0,0,12,4,7,2,6,0,114610,0,0,0,0
2023,6,0,0,14,3,4,2,4,0,114612,0,0,0,0
2024,6,0,0,3,3,3,0,3,0,114614,0,0,0,0
2025,6,0,0,17,1,1,0,5,0,114616,0,0,0,0
2026,6,0,0,9,3,6,1,4,0,114618,0,0,0,0
2028,6,1,0,4,2,4,0,4,0,136030,0,0,0,0
2029,6,1,0,8,0,3,1,0,0,136032,0,0,0,0
2030,6,1,0,5,1,2,1,0,0,136034,0,0,0,0
2031,6,0,0,0,0,0,1,3,0,114620,0,0,0,0
2032,6,0,0,4,0,2,2,1,0,114622,0,0,0,0
2033,6,0,0,17,1,7,1,4,0,114624,0,0,0,0
2034,6,1,0,0,2,6,0,3,0,136036,0,0,0,0
2035,6,0,0,4,2,6,2,5,0,114626,0,0,0,0
2036,3,0,0,2,0,6,4,6,0,118075,0,0,0,0
2037,3,0,0,1,5,6,1,9,0,118077,0,0,0,0
2038,3,1,0,4,8,3,6,0,0,116464,0,0,0,0
2040,4,0,0,3,0,4,1,5,0,175380,0,0,0,0
2041,4,0,0,5,4,3,2,1,0,175378,0,0,0,0
2042,3,1,0,5,5,7,6,0,0,116466,0,0,0,0
2044,6,1,0,9,1,2,2,5,0,136038,0,0,0,0
2045,4,1,0,7,5,6,2,0,0,144745,0,0,0,0
2046,6,0,0,6,3,2,0,0,0,114628,0,0,0,0
2047,6,0,0,1,3,7,0,4,0,114630,0,0,0,0
2048,6,0,0,5,2,6,2,7,0,114632,0,0,0,0
2049,6,0,0,2,1,3,2,3,0,114634,0,0,0,0
2050,6,0,0,9,3,6,1,4,0,114636,0,0,0,0
2051,6,1,0,1,0,3,2,1,0,136040,0,0,0,0
2052,6,0,0,8,3,0,2,2,0,114638,0,0,0,0
2053,6,1,0,5,2,1,1,2,0,136042,0,0,0,0
2054,6,0,0,11,2,1,1,5,0,114640,0,0,0,0
2055,6,0,0,10,0,5,1,2,0,114642,0,0,0,0
2056,6,0,0,13,0,7,0,5,0,114644,0,0,0,0
2057,6,0,0,16,3,2,0,0,0,114646,0,0,0,0
2058,6,0,0,0,3,1,0,4,0,114648,0,0,0,0
2059,6,0,0,3,3,2,0,1,0,114650,0,0,0,0
2060,6,1,0,0,3,3,1,3,0,136044,0,0,0,0
2061,6,1,0,6,2,4,2,3,0,136046,0,0,0,0
2062,6,0,0,6,4,1,1,6,0,114652,0,0,0,0
2063,6,0,0,16,2,7,0,7,0,114654,0,0,0,0
2064,6,0,0,4,2,2,1,2,0,114656,0,0,0,0
2065,6,1,0,8,1,3,0,0,0,136048,0,0,0,0
2066,6,0,0,1,1,5,2,2,0,114658,0,0,0,0
2067,6,0,0,10,1,4,1,3,0,114660,0,0,0,0
2068,6,0,0,3,2,1,2,6,0,114662,0,0,0,0
2069,6,0,0,17,2,6,1,3,0,114664,0,0,0,0
2070,6,0,0,16,3,6,2,6,0,114666,0,0,0,0
2071,6,0,0,17,0,6,1,4,0,114668,0,0,0,0
2072,6,0,0,6,4,6,0,3,0,114670,0,0,0,0
2073,6,0,0,2,3,2,0,1,0,114672,0,0,0,0
2074,6,0,0,13,1,3,2,2,0,114674,0,0,0,0
2075,6,1,0,9,3,0,1,3,0,136050,0,0,0,0
2076,6,0,0,8,2,7,1,5,0,114676,0,0,0,0
2077,6,0,0,15,2,7,0,4,0,114678,0,0,0,0
2078,6,0,0,18,1,1,0,3,0,114680,0,0,0,0
2079,6,0,0,2,1,6,1,7,0,114682,0,0,0,0
2080,6,0,0,14,2,3,2,4,0,114684,0,0,0,0
2081,1,0,0,4,2,5,2,5,0,167782,0,0,0,0
2082,1,1,0,4,3,7,5,3,0,132652,0,0,0,0
2083,1,0,0,3,3,9,1,3,0,167780,0,0,0,0
2084,1,1,0,4,9,18,3,0,0,132654,0,0,0,0
2085,5,0,0,5,0,6,5,1,0,191216,0,0,0,0
2086,1,0,0,3,5,7,0,6,0,167778,0,0,0,0
2087,1,1,0,4,4,5,2,4,0,132656,0,0,0,0
2088,1,0,0,7,2,9,0,3,0,167776,0,0,0,0
2089,1,1,0,8,10,5,0,6,0,132658,0,0,0,0
2091,3,0,0,6,4,0,4,5,0,118079,0,0,0,0
2092,3,0,0,4,6,0,1,4,0,118081,0,0,0,0
2093,3,1,0,4,6,6,1,0,0,116468,0,0,0,0
2094,3,1,0,6,4,9,4,0,0,116470,0,0,0,0
2095,3,1,0,2,0,4,5,0,0,116472,0,0,0,0
2096,3,0,0,2,1,0,3,6,0,118083,0,0,0,0
2098,5,0,0,2,2,5,9,15,0,191214,0,0,0,0
2099,6,0,0,7,2,5,0,4,0,114686,0,0,0,0
